Part Number▲▼(all)SiP2100,"Description▲▼(all)5 V, 1 A H-Bridge Motor Driver",VinMin.(V)▲▼(all)3.8,VinMax.(V)▲▼(all)5.5,Package▲▼(all)SOIC-8,Image path
SiP2100,"5 V, 1 A H-Bridge Motor Driver",3.8,5.5,SOIC-8,
