Part Number▲▼(all)SiP32205,Description▲▼(all)Precision Threshold Logic Gate Switch,VinMin.(V)▲▼(all)2,VinMax.(V)▲▼(all)5,Package▲▼(all)WCSP6,Image path
SiP32205,Precision Threshold Logic Gate Switch,2,5,WCSP6,
