Z ± 25 % AT 100 MHz );FREQUENCY (MHz);DCR MAX. );RATED DC CURRENT (mA);File Name;Image Path;Description
19 26 31 50 60 70 80 90 100 120 150 200 300 500 600 800 1000 1200 1500 2000;100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 50 30;0.05 0.05 0.05 0.10 0.10 0.10 0.20 0.20 0.20 0.20 0.20 0.20 0.30 0.30 0.30 0.30 0.40 0.40 0.50 0.50;500 500 500 600 600 600 400 400 400 400 300 300 300 200 200 200 200 100 100 100;ILB-1206;image/small_inductors/34023.png;Multilayer Ferrite Beads
