File Name;Image Path;Description;PART NUMBER;L 0 INDUCTANCE ± 20 % AT 100 kHz, 0.25 V, 0 A (μH);DCR TYP. 25 °C (mΩ);DCR MAX. 25 °C (mΩ);HEAT RATING CURRENT DC TYP. (A) (3);SATURATION CURRENT DC TYP. (A) (4);SRF TYP. (MHz)
IHTH-0750IZ-5A;image/small_inductors/34348.png;www.vishay.com Vishay Dale;IHTH0750IZER0R47M5A;0.47;0.47;0.52;83.0;44.0;67.00
IHTH-0750IZ-5A;image/small_inductors/34348.png;www.vishay.com Vishay Dale;IHTH0750IZER1R0M5A;1.0;0.87;0.92;66.0;44.0;35.70
IHTH-0750IZ-5A;image/small_inductors/34348.png;www.vishay.com Vishay Dale;IHTH0750IZER2R2M5A;2.2;1.51;1.63;45.0;38.0;17.85
IHTH-0750IZ-5A;image/small_inductors/34348.png;www.vishay.com Vishay Dale;IHTH0750IZER3R3M5A;3.3;2.28;2.40;40.0;33.0;16.70
IHTH-0750IZ-5A;image/small_inductors/34348.png;www.vishay.com Vishay Dale;IHTH0750IZER4R7M5A;4.7;2.85;3.00;30.0;26.0;13.22
IHTH-0750IZ-5A;image/small_inductors/34348.png;www.vishay.com Vishay Dale;IHTH0750IZER6R8M5A;6.8;3.97;4.18;24.5;22.0;9.50
IHTH-0750IZ-5A;image/small_inductors/34348.png;www.vishay.com Vishay Dale;IHTH0750IZER8R2M5A;8.2;5.7;6.14;20.0;14.5;11.60
IHTH-0750IZ-5A;image/small_inductors/34348.png;www.vishay.com Vishay Dale;IHTH0750IZER100M5A;10;7.32;7.70;17.7;13.0;9.77
IHTH-0750IZ-5A;image/small_inductors/34348.png;www.vishay.com Vishay Dale;IHTH0750IZER220M5A;22;12.56;13.22;12.7;11.5;6.42
IHTH-0750IZ-5A;image/small_inductors/34348.png;www.vishay.com Vishay Dale;IHTH0750IZER330M5A;33;22.61;23.80;9.5;10.0;4.58
IHTH-0750IZ-5A;image/small_inductors/34348.png;www.vishay.com Vishay Dale;IHTH0750IZER470M5A;47;35.34;37.20;6.8;6.5;4.28
IHTH-0750IZ-5A;image/small_inductors/34348.png;www.vishay.com Vishay Dale;IHTH0750IZER680M5A;68;46.47;48.92;6.2;6.2;2.74
IHTH-0750IZ-5A;image/small_inductors/34348.png;www.vishay.com Vishay Dale;IHTH0750IZER820M5A;82;55.20;58.10;5.2;6.0;3.09
IHTH-0750IZ-5A;image/small_inductors/34348.png;www.vishay.com Vishay Dale;IHTH0750IZER101M5A;100;60.80;64.00;5.0;5.2;2.63
