File Name;Image Path;Description;PART NUMBER;L 0 INDUCTANCE ± 20 % AT 100 kHz, 0.25 V, 0 A (μH);DCR TYP. 25 °C (mΩ);DCR MAX. 25 °C (mΩ);HEAT RATING CURRENT DC TYP. (A) (1);SATURATION CURRENT DC TYP. (A) (2);SRF TYP. (MHz)
IHLP-2020BZ-5A;image/small_inductors/34500.png;IHLP® Automotive Inductors, High Temperature (155 °C) Series;IHLP2020BZER0R47M5A;0.47;7.3;7.8;13.43;9.35;101.6
IHLP-2020BZ-5A;image/small_inductors/34500.png;IHLP® Automotive Inductors, High Temperature (155 °C) Series;IHLP2020BZER0R68M5A;0.68;13.3;14.2;9.44;8.01;92.3
IHLP-2020BZ-5A;image/small_inductors/34500.png;IHLP® Automotive Inductors, High Temperature (155 °C) Series;IHLP2020BZER1R0M5A;1.0;19.5;20.9;7.40;7.25;55.7
IHLP-2020BZ-5A;image/small_inductors/34500.png;IHLP® Automotive Inductors, High Temperature (155 °C) Series;IHLP2020BZER2R2M5A;2.2;44.5;47.6;5.10;6.40;43.1
IHLP-2020BZ-5A;image/small_inductors/34500.png;IHLP® Automotive Inductors, High Temperature (155 °C) Series;IHLP2020BZER3R3M5A;3.3;70.0;74.9;4.00;5.10;33.7
IHLP-2020BZ-5A;image/small_inductors/34500.png;IHLP® Automotive Inductors, High Temperature (155 °C) Series;IHLP2020BZER4R7M5A;4.7;89.1;95.3;3.20;2.80;30.5
IHLP-2020BZ-5A;image/small_inductors/34500.png;IHLP® Automotive Inductors, High Temperature (155 °C) Series;IHLP2020BZER6R8M5A;6.8;126.9;135.8;2.80;2.60;24.8
IHLP-2020BZ-5A;image/small_inductors/34500.png;IHLP® Automotive Inductors, High Temperature (155 °C) Series;IHLP2020BZER100M5A;10;181.0;193.7;2.50;2.13;17.5
IHLP-2020BZ-5A;image/small_inductors/34500.png;IHLP® Automotive Inductors, High Temperature (155 °C) Series;IHLP2020BZER150M5A;15;289.0;303.0;1.72;1.72;16.8
IHLP-2020BZ-5A;image/small_inductors/34500.png;IHLP® Automotive Inductors, High Temperature (155 °C) Series;IHLP2020BZER220M5A;22;413.0;433.0;1.62;1.50;12.0
