File Name;Image Path;Description;PART NUMBER;L 0 INDUCTANCE ± 20 % AT 100 kHz, 0.25 V, 0 A (μH);DCR TYP. 25 °C (mΩ);DCR MAX. 25 °C (mΩ);HEAT RATING CURRENT DC TYP. (A) (1);SATURATION CURRENT DC TYP. (A) (2);SRF TYP. (MHz)
IHLP-3232DZ-8A;image/small_inductors/34403.png;IHLP® Automotive Inductors, High Temperature (180 °C) Series;IHLP3232DZER0R22M8A;0.22;1.68;1.86;36.0;32.0;117
IHLP-3232DZ-8A;image/small_inductors/34403.png;IHLP® Automotive Inductors, High Temperature (180 °C) Series;IHLP3232DZER0R47M8A;0.47;2.38;2.55;27.0;19.0;77
IHLP-3232DZ-8A;image/small_inductors/34403.png;IHLP® Automotive Inductors, High Temperature (180 °C) Series;IHLP3232DZER0R68M8A;0.68;3.30;3.53;21.5;16.2;51
IHLP-3232DZ-8A;image/small_inductors/34403.png;IHLP® Automotive Inductors, High Temperature (180 °C) Series;IHLP3232DZER0R82M8A;0.82;3.70;4.00;20.0;16.0;49
IHLP-3232DZ-8A;image/small_inductors/34403.png;IHLP® Automotive Inductors, High Temperature (180 °C) Series;IHLP3232DZER1R0M8A;1.0;4.58;4.90;19.0;16.2;45
IHLP-3232DZ-8A;image/small_inductors/34403.png;IHLP® Automotive Inductors, High Temperature (180 °C) Series;IHLP3232DZER1R5M8A;1.5;6.78;7.25;15.5;14.0;35
IHLP-3232DZ-8A;image/small_inductors/34403.png;IHLP® Automotive Inductors, High Temperature (180 °C) Series;IHLP3232DZER2R2M8A;2.2;11.70;12.50;11.5;14.0;32
IHLP-3232DZ-8A;image/small_inductors/34403.png;IHLP® Automotive Inductors, High Temperature (180 °C) Series;IHLP3232DZER3R3M8A;3.3;15.40;16.48;10.6;11.8;23
IHLP-3232DZ-8A;image/small_inductors/34403.png;IHLP® Automotive Inductors, High Temperature (180 °C) Series;IHLP3232DZER4R7M8A;4.7;26.60;28.46;7.2;9.1;18
IHLP-3232DZ-8A;image/small_inductors/34403.png;IHLP® Automotive Inductors, High Temperature (180 °C) Series;IHLP3232DZER5R6M8A;5.6;29.60;31.67;6.9;9.0;18
IHLP-3232DZ-8A;image/small_inductors/34403.png;IHLP® Automotive Inductors, High Temperature (180 °C) Series;IHLP3232DZER100M8A;10;50.00;53.50;5.1;5.2;13
IHLP-3232DZ-8A;image/small_inductors/34403.png;IHLP® Automotive Inductors, High Temperature (180 °C) Series;IHLP3232DZER150M8A;15;62.00;66.34;4.8;3.6;10
IHLP-3232DZ-8A;image/small_inductors/34403.png;IHLP® Automotive Inductors, High Temperature (180 °C) Series;IHLP3232DZER000M8A;22 33;103.00 149.00;110.21 159.43;3.7 3.1;3.8 3.2;9 6.1
