Series▲▼,Product Image,Product Line▲▼,PPPMat 10 x 1000 μs(W)▲▼,Package (JEDEC®)Code▲▼,TVS Polarity▲▼,Stand-OffVoltageVWM(V)▲▼,BreakdownVoltage VBRat IT(V) Min.▲▼,BreakdownVoltage VBRat IT(V) Max.▲▼,TJMax.(°C)▲▼,AEC-Q101Qualified▲▼,Image path
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",40.2,44.7,49.4,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",8.55,9.5,10.5,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",18.8,20.9,23.1,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",256,285,315,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",111,124,137,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",30.8,34.2,37.8,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",6.4,7.13,7.88,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",64.1,71.3,78.8,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",13.6,15.2,16.8,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",171,190,210,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",434,485,535,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",85.5,95,105,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",23.1,25.7,28.4,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",47.8,53.2,58.8,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",10.2,11.4,12.6,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",342,380,420,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",136,152,168,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",36.8,40.9,45.2,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",7.78,8.65,9.55,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",17.1,19,21,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",214,237,263,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",102,114,126,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",28.2,31.4,34.7,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",5.8,6.45,7.14,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",58.1,64.6,71.4,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",12.8,14.3,15.8,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",154,171,189,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",408,456,504,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",77.8,86.5,95.5,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",20.5,22.8,25.2,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",43.6,48.5,53.6,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",9.4,10.5,11.6,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",300,333,368,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",128,143,158,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",33.3,37.1,41,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",7.02,7.79,8.61,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",15.3,17.1,18.9,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",185,209,231,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",459,513,567,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",94,105,116,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",25.6,28.5,31.5,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",53,58.9,65.1,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",11.1,12.4,13.7,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",376,418,462,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",70.1,77.9,86.1,175,Yes,image/diodes/tvs-protection/88301.png
"1.5KE6.8A thru 1.5KE540A, 1N6267A thru 1N6303A",Enlarge,TRANSZORB® TVS,1500,1.5KE,"Unidirectional, bidirectional",145,162,179,175,Yes,image/diodes/tvs-protection/88301.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",6.4,7.13,7.88,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",64.1,71.3,78.8,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",13.6,15.2,16.8,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",136,152,168,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",30.8,34.2,37.8,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",434,485,535,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",47.8,53.2,58.8,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",10.2,11.4,12.6,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",102,114,126,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",23.1,25.7,28.4,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",342,380,420,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",36.8,40.9,45.2,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",7.78,8.65,9.55,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",77.8,86.5,95.5,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",17.1,19,21,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",154,171,189,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",214,237,263,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",5.8,6.45,7.14,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",58.1,64.6,71.4,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",12.8,14.3,15.8,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",128,143,158,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",28.2,31.4,34.7,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",408,456,504,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",43.6,48.5,53.6,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",9.4,10.5,11.6,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",94,105,116,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",20.5,22.8,25.2,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",185,209,231,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",300,333,368,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",33.3,37.1,41,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",7.02,7.79,8.61,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",70.1,77.9,86.1,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",15.3,17.1,18.9,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",145,162,179,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",459,513,567,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",53,58.9,65.1,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",11.1,12.4,13.7,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",111,124,137,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",25.6,28.5,31.5,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",376,418,462,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",40.2,44.7,49.4,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",8.55,9.5,10.5,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",85.5,95,105,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",18.8,20.9,23.1,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",171,190,210,150,Yes,image/diodes/tvs-protection/88303.png
1.5SMC Series,Enlarge,TRANSZORB® TVS,1500,SMC (DO-214AB),"Unidirectional, bidirectional",256,285,315,150,Yes,image/diodes/tvs-protection/88303.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,45,50,55.3,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,13,14.4,15.9,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,75,83.3,92.1,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,24,26.7,29.5,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,60,66.7,73.7,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,18,20,22.1,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,110,122,135,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,36,40,44.2,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,51,56.7,62.7,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,15,16.7,18.5,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,85,94.4,104,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,28,31.1,34.4,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,43,47.8,52.8,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,12,13.3,14.7,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,70,77.8,86,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,22,24.4,26.9,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,58,64.4,71.2,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,17,18.9,20.9,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,100,111,123,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,33,36.7,40.6,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,48,53.3,58.9,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,14,15.6,17.2,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,78,86.7,95.8,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,26,28.9,31.9,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,10,11.1,12.3,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,64,71.1,78.6,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,20,22.2,24.5,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,120,133,147,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,40,44.4,49.1,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,54,60,66.3,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,16,17.8,19.7,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,90,100,111,175,No,image/diodes/tvs-protection/98266.png
3.0C10CA-M3 thru 3.0C120CA-M3,Enlarge,TRANSZORB® TVS,3000,SMC (DO-214AB),Bidirectional,30,33.3,36.8,175,No,image/diodes/tvs-protection/98266.png
3KASMC10A thru 3KASMC43A,Enlarge,PAR® TVS,3000,SMC (DO-214AB),Unidirectional,15,16.7,18.5,185,Yes,image/diodes/tvs-protection/88480.png
3KASMC10A thru 3KASMC43A,Enlarge,PAR® TVS,3000,SMC (DO-214AB),Unidirectional,28,31.1,34.4,185,Yes,image/diodes/tvs-protection/88480.png
3KASMC10A thru 3KASMC43A,Enlarge,PAR® TVS,3000,SMC (DO-214AB),Unidirectional,12,13.3,14.7,185,Yes,image/diodes/tvs-protection/88480.png
3KASMC10A thru 3KASMC43A,Enlarge,PAR® TVS,3000,SMC (DO-214AB),Unidirectional,22,24.4,26.9,185,Yes,image/diodes/tvs-protection/88480.png
3KASMC10A thru 3KASMC43A,Enlarge,PAR® TVS,3000,SMC (DO-214AB),Unidirectional,43,47.8,52.8,185,Yes,image/diodes/tvs-protection/88480.png
3KASMC10A thru 3KASMC43A,Enlarge,PAR® TVS,3000,SMC (DO-214AB),Unidirectional,17,18.9,20.9,185,Yes,image/diodes/tvs-protection/88480.png
3KASMC10A thru 3KASMC43A,Enlarge,PAR® TVS,3000,SMC (DO-214AB),Unidirectional,33,36.7,40.6,185,Yes,image/diodes/tvs-protection/88480.png
3KASMC10A thru 3KASMC43A,Enlarge,PAR® TVS,3000,SMC (DO-214AB),Unidirectional,14,15.6,17.2,185,Yes,image/diodes/tvs-protection/88480.png
3KASMC10A thru 3KASMC43A,Enlarge,PAR® TVS,3000,SMC (DO-214AB),Unidirectional,26,28.9,31.9,185,Yes,image/diodes/tvs-protection/88480.png
3KASMC10A thru 3KASMC43A,Enlarge,PAR® TVS,3000,SMC (DO-214AB),Unidirectional,20,22.2,24.5,185,Yes,image/diodes/tvs-protection/88480.png
3KASMC10A thru 3KASMC43A,Enlarge,PAR® TVS,3000,SMC (DO-214AB),Unidirectional,40,44.4,49.1,185,Yes,image/diodes/tvs-protection/88480.png
3KASMC10A thru 3KASMC43A,Enlarge,PAR® TVS,3000,SMC (DO-214AB),Unidirectional,11,12.2,13.5,185,Yes,image/diodes/tvs-protection/88480.png
3KASMC10A thru 3KASMC43A,Enlarge,PAR® TVS,3000,SMC (DO-214AB),Unidirectional,16,17.8,19.7,185,Yes,image/diodes/tvs-protection/88480.png
3KASMC10A thru 3KASMC43A,Enlarge,PAR® TVS,3000,SMC (DO-214AB),Unidirectional,30,33.3,36.8,185,Yes,image/diodes/tvs-protection/88480.png
3KASMC10A thru 3KASMC43A,Enlarge,PAR® TVS,3000,SMC (DO-214AB),Unidirectional,13,14.4,15.9,185,Yes,image/diodes/tvs-protection/88480.png
3KASMC10A thru 3KASMC43A,Enlarge,PAR® TVS,3000,SMC (DO-214AB),Unidirectional,24,26.7,29.5,185,Yes,image/diodes/tvs-protection/88480.png
3KASMC10A thru 3KASMC43A,Enlarge,PAR® TVS,3000,SMC (DO-214AB),Unidirectional,18,20,22.1,185,Yes,image/diodes/tvs-protection/88480.png
