Series▲▼,Product Image,Product Line▲▼,PPPMat 10 x 1000 μs(W)▲▼,Package (JEDEC®)Code▲▼,TVS Polarity▲▼,Stand-OffVoltageVWM(V)▲▼,BreakdownVoltage VBRat IT(V) Min.▲▼,BreakdownVoltage VBRat IT(V) Max.▲▼,TJMax.(°C)▲▼,AEC-Q101Qualified▲▼,Image path
"SMPC5.0A thru SMPC36A, SMPC22AN thru SMPC85AN",Enlarge,TRANSZORB® TVS,1500,SMPC (TO-277A),Unidirectional,40,44.4,49.1,150,Yes,image/diodes/tvs-protection/89116.png
"SMPC5.0A thru SMPC36A, SMPC22AN thru SMPC85AN",Enlarge,TRANSZORB® TVS,1500,SMPC (TO-277A),Unidirectional,11,12.2,13.5,150,Yes,image/diodes/tvs-protection/89116.png
"SMPC5.0A thru SMPC36A, SMPC22AN thru SMPC85AN",Enlarge,TRANSZORB® TVS,1500,SMPC (TO-277A),Unidirectional,64,71.1,78.6,150,Yes,image/diodes/tvs-protection/89116.png
"SMPC5.0A thru SMPC36A, SMPC22AN thru SMPC85AN",Enlarge,TRANSZORB® TVS,1500,SMPC (TO-277A),Unidirectional,20,22.2,24.5,150,Yes,image/diodes/tvs-protection/89116.png
"SMPC5.0A thru SMPC36A, SMPC22AN thru SMPC85AN",Enlarge,TRANSZORB® TVS,1500,SMPC (TO-277A),Unidirectional,7,7.78,8.6,150,Yes,image/diodes/tvs-protection/89116.png
"SMPC5.0A thru SMPC36A, SMPC22AN thru SMPC85AN",Enlarge,TRANSZORB® TVS,1500,SMPC (TO-277A),Unidirectional,30,33.3,36.8,150,Yes,image/diodes/tvs-protection/89116.png
"SMPC5.0A thru SMPC36A, SMPC22AN thru SMPC85AN",Enlarge,TRANSZORB® TVS,1500,SMPC (TO-277A),Unidirectional,8.5,9.44,10.4,150,Yes,image/diodes/tvs-protection/89116.png
"SMPC5.0A thru SMPC36A, SMPC22AN thru SMPC85AN",Enlarge,TRANSZORB® TVS,1500,SMPC (TO-277A),Unidirectional,54,60,66.3,150,Yes,image/diodes/tvs-protection/89116.png
"SMPC5.0A thru SMPC36A, SMPC22AN thru SMPC85AN",Enlarge,TRANSZORB® TVS,1500,SMPC (TO-277A),Unidirectional,16,17.8,19.7,150,Yes,image/diodes/tvs-protection/89116.png
"SMPC5.0A thru SMPC36A, SMPC22AN thru SMPC85AN",Enlarge,TRANSZORB® TVS,1500,SMPC (TO-277A),Unidirectional,5,6.4,7.07,150,Yes,image/diodes/tvs-protection/89116.png
"SMPC5.0A thru SMPC36A, SMPC22AN thru SMPC85AN",Enlarge,TRANSZORB® TVS,1500,SMPC (TO-277A),Unidirectional,45,50,55.3,150,Yes,image/diodes/tvs-protection/89116.png
"SMPC5.0A thru SMPC36A, SMPC22AN thru SMPC85AN",Enlarge,TRANSZORB® TVS,1500,SMPC (TO-277A),Unidirectional,13,14.4,15.9,150,Yes,image/diodes/tvs-protection/89116.png
"SMPC5.0A thru SMPC36A, SMPC22AN thru SMPC85AN",Enlarge,TRANSZORB® TVS,1500,SMPC (TO-277A),Unidirectional,75,83.3,92.1,150,Yes,image/diodes/tvs-protection/89116.png
"SMPC5.0A thru SMPC36A, SMPC22AN thru SMPC85AN",Enlarge,TRANSZORB® TVS,1500,SMPC (TO-277A),Unidirectional,24,26.7,29.5,150,Yes,image/diodes/tvs-protection/89116.png
"SMPC5.0A thru SMPC36A, SMPC22AN thru SMPC85AN",Enlarge,TRANSZORB® TVS,1500,SMPC (TO-277A),Unidirectional,8,8.89,9.83,150,Yes,image/diodes/tvs-protection/89116.png
"SMPC5.0A thru SMPC36A, SMPC22AN thru SMPC85AN",Enlarge,TRANSZORB® TVS,1500,SMPC (TO-277A),Unidirectional,36,40,44.2,150,Yes,image/diodes/tvs-protection/89116.png
"SMPC5.0A thru SMPC36A, SMPC22AN thru SMPC85AN",Enlarge,TRANSZORB® TVS,1500,SMPC (TO-277A),Unidirectional,10,11.1,12.3,150,Yes,image/diodes/tvs-protection/89116.png
"SMPC5.0A thru SMPC36A, SMPC22AN thru SMPC85AN",Enlarge,TRANSZORB® TVS,1500,SMPC (TO-277A),Unidirectional,60,66.7,73.7,150,Yes,image/diodes/tvs-protection/89116.png
"SMPC5.0A thru SMPC36A, SMPC22AN thru SMPC85AN",Enlarge,TRANSZORB® TVS,1500,SMPC (TO-277A),Unidirectional,18,20,22.1,150,Yes,image/diodes/tvs-protection/89116.png
"SMPC5.0A thru SMPC36A, SMPC22AN thru SMPC85AN",Enlarge,TRANSZORB® TVS,1500,SMPC (TO-277A),Unidirectional,6.5,7.22,7.98,150,Yes,image/diodes/tvs-protection/89116.png
"SMPC5.0A thru SMPC36A, SMPC22AN thru SMPC85AN",Enlarge,TRANSZORB® TVS,1500,SMPC (TO-277A),Unidirectional,28,31.1,34.4,150,Yes,image/diodes/tvs-protection/89116.png
"SMPC5.0A thru SMPC36A, SMPC22AN thru SMPC85AN",Enlarge,TRANSZORB® TVS,1500,SMPC (TO-277A),Unidirectional,51,56.7,62.7,150,Yes,image/diodes/tvs-protection/89116.png
"SMPC5.0A thru SMPC36A, SMPC22AN thru SMPC85AN",Enlarge,TRANSZORB® TVS,1500,SMPC (TO-277A),Unidirectional,15,16.7,18.5,150,Yes,image/diodes/tvs-protection/89116.png
"SMPC5.0A thru SMPC36A, SMPC22AN thru SMPC85AN",Enlarge,TRANSZORB® TVS,1500,SMPC (TO-277A),Unidirectional,85,94.4,104,150,Yes,image/diodes/tvs-protection/89116.png
"SMPC5.0A thru SMPC36A, SMPC22AN thru SMPC85AN",Enlarge,TRANSZORB® TVS,1500,SMPC (TO-277A),Unidirectional,43,47.8,52.8,150,Yes,image/diodes/tvs-protection/89116.png
"SMPC5.0A thru SMPC36A, SMPC22AN thru SMPC85AN",Enlarge,TRANSZORB® TVS,1500,SMPC (TO-277A),Unidirectional,12,13.3,14.7,150,Yes,image/diodes/tvs-protection/89116.png
"SMPC5.0A thru SMPC36A, SMPC22AN thru SMPC85AN",Enlarge,TRANSZORB® TVS,1500,SMPC (TO-277A),Unidirectional,70,77.8,86,150,Yes,image/diodes/tvs-protection/89116.png
"SMPC5.0A thru SMPC36A, SMPC22AN thru SMPC85AN",Enlarge,TRANSZORB® TVS,1500,SMPC (TO-277A),Unidirectional,22,24.4,26.9,150,Yes,image/diodes/tvs-protection/89116.png
T15B12A thru T15B51A,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Unidirectional,12.8,14.3,15.8,185,Yes,image/diodes/tvs-protection/98360.png
T15B12A thru T15B51A,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Unidirectional,36.8,40.9,45.2,185,Yes,image/diodes/tvs-protection/98360.png
T15B12A thru T15B51A,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Unidirectional,17.1,19,21,185,Yes,image/diodes/tvs-protection/98360.png
T15B12A thru T15B51A,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Unidirectional,28.2,31.4,34.7,185,Yes,image/diodes/tvs-protection/98360.png
T15B12A thru T15B51A,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Unidirectional,43.6,48.5,53.6,185,Yes,image/diodes/tvs-protection/98360.png
T15B12A thru T15B51A,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Unidirectional,20.5,22.8,25.2,185,Yes,image/diodes/tvs-protection/98360.png
T15B12A thru T15B51A,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Unidirectional,11.1,12.4,13.7,185,Yes,image/diodes/tvs-protection/98360.png
T15B12A thru T15B51A,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Unidirectional,33.3,37.1,41,185,Yes,image/diodes/tvs-protection/98360.png
T15B12A thru T15B51A,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Unidirectional,15.3,17.1,18.9,185,Yes,image/diodes/tvs-protection/98360.png
T15B12A thru T15B51A,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Unidirectional,25.6,28.5,31.5,185,Yes,image/diodes/tvs-protection/98360.png
T15B12A thru T15B51A,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Unidirectional,40.2,44.7,49.4,185,Yes,image/diodes/tvs-protection/98360.png
T15B12A thru T15B51A,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Unidirectional,18.8,20.9,23.1,185,Yes,image/diodes/tvs-protection/98360.png
T15B12A thru T15B51A,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Unidirectional,10.2,11.4,12.6,185,Yes,image/diodes/tvs-protection/98360.png
T15B12A thru T15B51A,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Unidirectional,30.8,34.2,37.8,185,Yes,image/diodes/tvs-protection/98360.png
T15B12A thru T15B51A,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Unidirectional,13.6,15.2,16.8,185,Yes,image/diodes/tvs-protection/98360.png
T15B12A thru T15B51A,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Unidirectional,23.1,25.7,28.4,185,Yes,image/diodes/tvs-protection/98360.png
T15B12CA thru T15B100CA,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Bidirectional,77.8,86.5,95.5,185,Yes,image/diodes/tvs-protection/98551.png
T15B12CA thru T15B100CA,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Bidirectional,17.1,19,21,185,Yes,image/diodes/tvs-protection/98551.png
T15B12CA thru T15B100CA,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Bidirectional,36.8,40.9,45.2,185,Yes,image/diodes/tvs-protection/98551.png
T15B12CA thru T15B100CA,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Bidirectional,58.1,64.6,71.4,185,Yes,image/diodes/tvs-protection/98551.png
T15B12CA thru T15B100CA,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Bidirectional,12.8,14.3,15.8,185,Yes,image/diodes/tvs-protection/98551.png
T15B12CA thru T15B100CA,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Bidirectional,28.2,31.4,34.7,185,Yes,image/diodes/tvs-protection/98551.png
T15B12CA thru T15B100CA,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Bidirectional,20.5,22.8,25.2,185,Yes,image/diodes/tvs-protection/98551.png
T15B12CA thru T15B100CA,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Bidirectional,43.6,48.5,53.6,185,Yes,image/diodes/tvs-protection/98551.png
T15B12CA thru T15B100CA,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Bidirectional,70.1,77.9,86.1,185,Yes,image/diodes/tvs-protection/98551.png
T15B12CA thru T15B100CA,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Bidirectional,15.3,17.1,18.9,185,Yes,image/diodes/tvs-protection/98551.png
T15B12CA thru T15B100CA,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Bidirectional,33.3,37.1,41,185,Yes,image/diodes/tvs-protection/98551.png
T15B12CA thru T15B100CA,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Bidirectional,53,58.9,65.1,185,Yes,image/diodes/tvs-protection/98551.png
T15B12CA thru T15B100CA,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Bidirectional,11.1,12.4,13.7,185,Yes,image/diodes/tvs-protection/98551.png
T15B12CA thru T15B100CA,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Bidirectional,25.6,28.5,31.5,185,Yes,image/diodes/tvs-protection/98551.png
T15B12CA thru T15B100CA,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Bidirectional,85.5,95,105,185,Yes,image/diodes/tvs-protection/98551.png
T15B12CA thru T15B100CA,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Bidirectional,18.8,20.9,23.1,185,Yes,image/diodes/tvs-protection/98551.png
T15B12CA thru T15B100CA,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Bidirectional,40.2,44.7,49.4,185,Yes,image/diodes/tvs-protection/98551.png
T15B12CA thru T15B100CA,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Bidirectional,64.1,71.3,78.8,185,Yes,image/diodes/tvs-protection/98551.png
T15B12CA thru T15B100CA,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Bidirectional,13.6,15.2,16.8,185,Yes,image/diodes/tvs-protection/98551.png
T15B12CA thru T15B100CA,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Bidirectional,30.8,34.2,37.8,185,Yes,image/diodes/tvs-protection/98551.png
T15B12CA thru T15B100CA,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Bidirectional,10.2,11.4,12.6,185,Yes,image/diodes/tvs-protection/98551.png
T15B12CA thru T15B100CA,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Bidirectional,23.1,25.7,28.4,185,Yes,image/diodes/tvs-protection/98551.png
T15B12CA thru T15B100CA,Enlarge,PAR® TVS,1500,SMB (DO-214AA),Bidirectional,47.8,53.2,58.8,185,Yes,image/diodes/tvs-protection/98551.png
T4F10A thru T4F51A,Enlarge,PAR® TVS,400,SMF (DO-219AB),Unidirectional,13.6,15.2,16.8,185,Yes,image/diodes/tvs-protection/87645.png
T4F10A thru T4F51A,Enlarge,PAR® TVS,400,SMF (DO-219AB),Unidirectional,30.8,34.2,37.8,185,Yes,image/diodes/tvs-protection/87645.png
T4F10A thru T4F51A,Enlarge,PAR® TVS,400,SMF (DO-219AB),Unidirectional,40.2,44.7,49.4,185,Yes,image/diodes/tvs-protection/87645.png
T4F10A thru T4F51A,Enlarge,PAR® TVS,400,SMF (DO-219AB),Unidirectional,10.2,11.4,12.6,185,Yes,image/diodes/tvs-protection/87645.png
T4F10A thru T4F51A,Enlarge,PAR® TVS,400,SMF (DO-219AB),Unidirectional,23.1,25.7,28.4,185,Yes,image/diodes/tvs-protection/87645.png
T4F10A thru T4F51A,Enlarge,PAR® TVS,400,SMF (DO-219AB),Unidirectional,17.1,19,21,185,Yes,image/diodes/tvs-protection/87645.png
T4F10A thru T4F51A,Enlarge,PAR® TVS,400,SMF (DO-219AB),Unidirectional,12.8,14.3,15.8,185,Yes,image/diodes/tvs-protection/87645.png
T4F10A thru T4F51A,Enlarge,PAR® TVS,400,SMF (DO-219AB),Unidirectional,28.2,31.4,34.7,185,Yes,image/diodes/tvs-protection/87645.png
T4F10A thru T4F51A,Enlarge,PAR® TVS,400,SMF (DO-219AB),Unidirectional,36.8,40.9,45.2,185,Yes,image/diodes/tvs-protection/87645.png
T4F10A thru T4F51A,Enlarge,PAR® TVS,400,SMF (DO-219AB),Unidirectional,9.4,10.5,11.6,185,Yes,image/diodes/tvs-protection/87645.png
T4F10A thru T4F51A,Enlarge,PAR® TVS,400,SMF (DO-219AB),Unidirectional,20.5,22.8,25.2,185,Yes,image/diodes/tvs-protection/87645.png
T4F10A thru T4F51A,Enlarge,PAR® TVS,400,SMF (DO-219AB),Unidirectional,15.3,17.1,18.9,185,Yes,image/diodes/tvs-protection/87645.png
T4F10A thru T4F51A,Enlarge,PAR® TVS,400,SMF (DO-219AB),Unidirectional,43.6,48.5,53.6,185,Yes,image/diodes/tvs-protection/87645.png
T4F10A thru T4F51A,Enlarge,PAR® TVS,400,SMF (DO-219AB),Unidirectional,11.1,12.4,13.7,185,Yes,image/diodes/tvs-protection/87645.png
T4F10A thru T4F51A,Enlarge,PAR® TVS,400,SMF (DO-219AB),Unidirectional,25.6,28.5,31.5,185,Yes,image/diodes/tvs-protection/87645.png
T4F10A thru T4F51A,Enlarge,PAR® TVS,400,SMF (DO-219AB),Unidirectional,33.3,37.1,41,185,Yes,image/diodes/tvs-protection/87645.png
T4F10A thru T4F51A,Enlarge,PAR® TVS,400,SMF (DO-219AB),Unidirectional,18.8,20.9,23.1,185,Yes,image/diodes/tvs-protection/87645.png
T4F10A thru T4F51A,Enlarge,PAR® TVS,400,SMF (DO-219AB),Unidirectional,8.55,9.5,10.5,185,Yes,image/diodes/tvs-protection/87645.png
T6N12A thru T6N51A,Enlarge,PAR® TVS,600,DFN3820A,Unidirectional,20.5,22.8,25.2,185,Yes,image/diodes/tvs-protection/98432.png
T6N12A thru T6N51A,Enlarge,PAR® TVS,600,DFN3820A,Unidirectional,43.6,48.5,53.6,185,Yes,image/diodes/tvs-protection/98432.png
T6N12A thru T6N51A,Enlarge,PAR® TVS,600,DFN3820A,Unidirectional,33.3,37.1,41,185,Yes,image/diodes/tvs-protection/98432.png
T6N12A thru T6N51A,Enlarge,PAR® TVS,600,DFN3820A,Unidirectional,15.3,17.1,18.9,185,Yes,image/diodes/tvs-protection/98432.png
T6N12A thru T6N51A,Enlarge,PAR® TVS,600,DFN3820A,Unidirectional,25.6,28.5,31.5,185,Yes,image/diodes/tvs-protection/98432.png
T6N12A thru T6N51A,Enlarge,PAR® TVS,600,DFN3820A,Unidirectional,11.1,12.4,13.7,185,Yes,image/diodes/tvs-protection/98432.png
T6N12A thru T6N51A,Enlarge,PAR® TVS,600,DFN3820A,Unidirectional,40.2,44.7,49.4,185,Yes,image/diodes/tvs-protection/98432.png
T6N12A thru T6N51A,Enlarge,PAR® TVS,600,DFN3820A,Unidirectional,18.8,20.9,23.1,185,Yes,image/diodes/tvs-protection/98432.png
T6N12A thru T6N51A,Enlarge,PAR® TVS,600,DFN3820A,Unidirectional,30.8,34.2,37.8,185,Yes,image/diodes/tvs-protection/98432.png
T6N12A thru T6N51A,Enlarge,PAR® TVS,600,DFN3820A,Unidirectional,13.6,15.2,16.8,185,Yes,image/diodes/tvs-protection/98432.png
T6N12A thru T6N51A,Enlarge,PAR® TVS,600,DFN3820A,Unidirectional,23.1,25.7,28.4,185,Yes,image/diodes/tvs-protection/98432.png
T6N12A thru T6N51A,Enlarge,PAR® TVS,600,DFN3820A,Unidirectional,10.2,11.4,12.6,185,Yes,image/diodes/tvs-protection/98432.png
T6N12A thru T6N51A,Enlarge,PAR® TVS,600,DFN3820A,Unidirectional,36.8,40.9,45.2,185,Yes,image/diodes/tvs-protection/98432.png
T6N12A thru T6N51A,Enlarge,PAR® TVS,600,DFN3820A,Unidirectional,17.1,19,21,185,Yes,image/diodes/tvs-protection/98432.png
T6N12A thru T6N51A,Enlarge,PAR® TVS,600,DFN3820A,Unidirectional,28.2,31.4,34.7,185,Yes,image/diodes/tvs-protection/98432.png
T6N12A thru T6N51A,Enlarge,PAR® TVS,600,DFN3820A,Unidirectional,12.8,14.3,15.8,185,Yes,image/diodes/tvs-protection/98432.png
T6N12CA thru T6N100CA,Enlarge,PAR® TVS,600,DFN3820A,Bidirectional,64.1,71.3,78.8,185,Yes,image/diodes/tvs-protection/98489.png
T6N12CA thru T6N100CA,Enlarge,PAR® TVS,600,DFN3820A,Bidirectional,13.6,15.2,16.8,185,Yes,image/diodes/tvs-protection/98489.png
T6N12CA thru T6N100CA,Enlarge,PAR® TVS,600,DFN3820A,Bidirectional,30.8,34.2,37.8,185,Yes,image/diodes/tvs-protection/98489.png
T6N12CA thru T6N100CA,Enlarge,PAR® TVS,600,DFN3820A,Bidirectional,47.8,53.2,58.8,185,Yes,image/diodes/tvs-protection/98489.png
T6N12CA thru T6N100CA,Enlarge,PAR® TVS,600,DFN3820A,Bidirectional,10.2,11.4,12.6,185,Yes,image/diodes/tvs-protection/98489.png
T6N12CA thru T6N100CA,Enlarge,PAR® TVS,600,DFN3820A,Bidirectional,23.1,25.7,28.4,185,Yes,image/diodes/tvs-protection/98489.png
T6N12CA thru T6N100CA,Enlarge,PAR® TVS,600,DFN3820A,Bidirectional,77.8,86.5,95.5,185,Yes,image/diodes/tvs-protection/98489.png
T6N12CA thru T6N100CA,Enlarge,PAR® TVS,600,DFN3820A,Bidirectional,17.1,19,21,185,Yes,image/diodes/tvs-protection/98489.png
T6N12CA thru T6N100CA,Enlarge,PAR® TVS,600,DFN3820A,Bidirectional,36.8,40.9,45.2,185,Yes,image/diodes/tvs-protection/98489.png
T6N12CA thru T6N100CA,Enlarge,PAR® TVS,600,DFN3820A,Bidirectional,58.1,64.6,71.4,185,Yes,image/diodes/tvs-protection/98489.png
T6N12CA thru T6N100CA,Enlarge,PAR® TVS,600,DFN3820A,Bidirectional,12.8,14.3,15.8,185,Yes,image/diodes/tvs-protection/98489.png
T6N12CA thru T6N100CA,Enlarge,PAR® TVS,600,DFN3820A,Bidirectional,28.2,31.4,34.7,185,Yes,image/diodes/tvs-protection/98489.png
T6N12CA thru T6N100CA,Enlarge,PAR® TVS,600,DFN3820A,Bidirectional,43.6,48.5,53.6,185,Yes,image/diodes/tvs-protection/98489.png
T6N12CA thru T6N100CA,Enlarge,PAR® TVS,600,DFN3820A,Bidirectional,20.5,22.8,25.2,185,Yes,image/diodes/tvs-protection/98489.png
T6N12CA thru T6N100CA,Enlarge,PAR® TVS,600,DFN3820A,Bidirectional,70.1,77.9,86.1,185,Yes,image/diodes/tvs-protection/98489.png
T6N12CA thru T6N100CA,Enlarge,PAR® TVS,600,DFN3820A,Bidirectional,15.3,17.1,18.9,185,Yes,image/diodes/tvs-protection/98489.png
T6N12CA thru T6N100CA,Enlarge,PAR® TVS,600,DFN3820A,Bidirectional,33.3,37.1,41,185,Yes,image/diodes/tvs-protection/98489.png
T6N12CA thru T6N100CA,Enlarge,PAR® TVS,600,DFN3820A,Bidirectional,53,58.9,65.1,185,Yes,image/diodes/tvs-protection/98489.png
T6N12CA thru T6N100CA,Enlarge,PAR® TVS,600,DFN3820A,Bidirectional,11.1,12.4,13.7,185,Yes,image/diodes/tvs-protection/98489.png
T6N12CA thru T6N100CA,Enlarge,PAR® TVS,600,DFN3820A,Bidirectional,25.6,28.5,31.5,185,Yes,image/diodes/tvs-protection/98489.png
T6N12CA thru T6N100CA,Enlarge,PAR® TVS,600,DFN3820A,Bidirectional,85.5,95,105,185,Yes,image/diodes/tvs-protection/98489.png
T6N12CA thru T6N100CA,Enlarge,PAR® TVS,600,DFN3820A,Bidirectional,18.8,20.9,23.1,185,Yes,image/diodes/tvs-protection/98489.png
T6N12CA thru T6N100CA,Enlarge,PAR® TVS,600,DFN3820A,Bidirectional,40.2,44.7,49.4,185,Yes,image/diodes/tvs-protection/98489.png
TA6F6.8A thru TA6F51A,Enlarge,PAR® TVS,600,SlimSMA (DO-221AC),Unidirectional,23.1,25.7,28.4,185,Yes,image/diodes/tvs-protection/89939.png
TA6F6.8A thru TA6F51A,Enlarge,PAR® TVS,600,SlimSMA (DO-221AC),Unidirectional,10.2,11.4,12.6,185,Yes,image/diodes/tvs-protection/89939.png
TA6F6.8A thru TA6F51A,Enlarge,PAR® TVS,600,SlimSMA (DO-221AC),Unidirectional,17.1,19,21,185,Yes,image/diodes/tvs-protection/89939.png
TA6F6.8A thru TA6F51A,Enlarge,PAR® TVS,600,SlimSMA (DO-221AC),Unidirectional,36.8,40.9,45.2,185,Yes,image/diodes/tvs-protection/89939.png
TA6F6.8A thru TA6F51A,Enlarge,PAR® TVS,600,SlimSMA (DO-221AC),Unidirectional,7.78,8.65,9.55,185,Yes,image/diodes/tvs-protection/89939.png
TA6F6.8A thru TA6F51A,Enlarge,PAR® TVS,600,SlimSMA (DO-221AC),Unidirectional,28.2,31.4,34.7,185,Yes,image/diodes/tvs-protection/89939.png
TA6F6.8A thru TA6F51A,Enlarge,PAR® TVS,600,SlimSMA (DO-221AC),Unidirectional,5.8,6.45,7.14,185,Yes,image/diodes/tvs-protection/89939.png
TA6F6.8A thru TA6F51A,Enlarge,PAR® TVS,600,SlimSMA (DO-221AC),Unidirectional,12.8,14.3,15.8,185,Yes,image/diodes/tvs-protection/89939.png
TA6F6.8A thru TA6F51A,Enlarge,PAR® TVS,600,SlimSMA (DO-221AC),Unidirectional,20.5,22.8,25.2,185,Yes,image/diodes/tvs-protection/89939.png
TA6F6.8A thru TA6F51A,Enlarge,PAR® TVS,600,SlimSMA (DO-221AC),Unidirectional,43.6,48.5,53.6,185,Yes,image/diodes/tvs-protection/89939.png
TA6F6.8A thru TA6F51A,Enlarge,PAR® TVS,600,SlimSMA (DO-221AC),Unidirectional,9.4,10.5,11.6,185,Yes,image/diodes/tvs-protection/89939.png
TA6F6.8A thru TA6F51A,Enlarge,PAR® TVS,600,SlimSMA (DO-221AC),Unidirectional,15.3,17.1,18.9,185,Yes,image/diodes/tvs-protection/89939.png
TA6F6.8A thru TA6F51A,Enlarge,PAR® TVS,600,SlimSMA (DO-221AC),Unidirectional,33.3,37.1,41,185,Yes,image/diodes/tvs-protection/89939.png
TA6F6.8A thru TA6F51A,Enlarge,PAR® TVS,600,SlimSMA (DO-221AC),Unidirectional,7.02,7.79,8.61,185,Yes,image/diodes/tvs-protection/89939.png
TA6F6.8A thru TA6F51A,Enlarge,PAR® TVS,600,SlimSMA (DO-221AC),Unidirectional,25.6,28.5,31.5,185,Yes,image/diodes/tvs-protection/89939.png
TA6F6.8A thru TA6F51A,Enlarge,PAR® TVS,600,SlimSMA (DO-221AC),Unidirectional,11.1,12.4,13.7,185,Yes,image/diodes/tvs-protection/89939.png
TA6F6.8A thru TA6F51A,Enlarge,PAR® TVS,600,SlimSMA (DO-221AC),Unidirectional,18.8,20.9,23.1,185,Yes,image/diodes/tvs-protection/89939.png
TA6F6.8A thru TA6F51A,Enlarge,PAR® TVS,600,SlimSMA (DO-221AC),Unidirectional,40.2,44.7,49.4,185,Yes,image/diodes/tvs-protection/89939.png
TA6F6.8A thru TA6F51A,Enlarge,PAR® TVS,600,SlimSMA (DO-221AC),Unidirectional,8.55,9.5,10.5,185,Yes,image/diodes/tvs-protection/89939.png
TA6F6.8A thru TA6F51A,Enlarge,PAR® TVS,600,SlimSMA (DO-221AC),Unidirectional,13.6,15.2,16.8,185,Yes,image/diodes/tvs-protection/89939.png
TA6F6.8A thru TA6F51A,Enlarge,PAR® TVS,600,SlimSMA (DO-221AC),Unidirectional,30.8,34.2,37.8,185,Yes,image/diodes/tvs-protection/89939.png
TA6F6.8A thru TA6F51A,Enlarge,PAR® TVS,600,SlimSMA (DO-221AC),Unidirectional,6.4,7.13,7.88,185,Yes,image/diodes/tvs-protection/89939.png
TA6L6.8A thru TA6L51A,Enlarge,PAR® TVS,600,SlimSMAW (DO-221AD),Unidirectional,7.78,8.65,9.55,185,Yes,image/diodes/tvs-protection/87415.png
TA6L6.8A thru TA6L51A,Enlarge,PAR® TVS,600,SlimSMAW (DO-221AD),Unidirectional,17.1,19,21,185,Yes,image/diodes/tvs-protection/87415.png
TA6L6.8A thru TA6L51A,Enlarge,PAR® TVS,600,SlimSMAW (DO-221AD),Unidirectional,36.8,40.9,45.2,185,Yes,image/diodes/tvs-protection/87415.png
TA6L6.8A thru TA6L51A,Enlarge,PAR® TVS,600,SlimSMAW (DO-221AD),Unidirectional,12.8,14.3,15.8,185,Yes,image/diodes/tvs-protection/87415.png
TA6L6.8A thru TA6L51A,Enlarge,PAR® TVS,600,SlimSMAW (DO-221AD),Unidirectional,28.2,31.4,34.7,185,Yes,image/diodes/tvs-protection/87415.png
TA6L6.8A thru TA6L51A,Enlarge,PAR® TVS,600,SlimSMAW (DO-221AD),Unidirectional,5.8,6.45,7.14,185,Yes,image/diodes/tvs-protection/87415.png
TA6L6.8A thru TA6L51A,Enlarge,PAR® TVS,600,SlimSMAW (DO-221AD),Unidirectional,9.4,10.5,11.6,185,Yes,image/diodes/tvs-protection/87415.png
TA6L6.8A thru TA6L51A,Enlarge,PAR® TVS,600,SlimSMAW (DO-221AD),Unidirectional,20.5,22.8,25.2,185,Yes,image/diodes/tvs-protection/87415.png
TA6L6.8A thru TA6L51A,Enlarge,PAR® TVS,600,SlimSMAW (DO-221AD),Unidirectional,43.6,48.5,53.6,185,Yes,image/diodes/tvs-protection/87415.png
TA6L6.8A thru TA6L51A,Enlarge,PAR® TVS,600,SlimSMAW (DO-221AD),Unidirectional,7.02,7.79,8.61,185,Yes,image/diodes/tvs-protection/87415.png
