Series▲▼,Product Image,Part Number▲▼,VzMin.(V)▲▼,VzMax.(V)▲▼,VzNom.(V)▲▼,Izt(mA)▲▼,Ptot(mW)▲▼,Package (JEDEC®) Code▲▼,VzSpecification▲▼,AEC-Q101Qualified▲▼,Image path
BZT03-Series,Enlarge,BZT03C39,6.2,300,39,10,3250,SOD-57,Pulse current,No,image/diodes/zener-stabilizers/85599.png
BZT03-Series,Enlarge,BZT03C43,6.2,300,43,10,3250,SOD-57,Pulse current,No,image/diodes/zener-stabilizers/85599.png
BZT03-Series,Enlarge,BZT03C47,6.2,300,47,10,3250,SOD-57,Pulse current,No,image/diodes/zener-stabilizers/85599.png
BZT03-Series,Enlarge,BZT03C51,6.2,300,51,10,3250,SOD-57,Pulse current,No,image/diodes/zener-stabilizers/85599.png
BZT03-Series,Enlarge,BZT03C56,6.2,300,56,10,3250,SOD-57,Pulse current,No,image/diodes/zener-stabilizers/85599.png
BZT03-Series,Enlarge,BZT03C62,6.2,300,62,10,3250,SOD-57,Pulse current,No,image/diodes/zener-stabilizers/85599.png
BZT03-Series,Enlarge,BZT03C68,6.2,300,68,10,3250,SOD-57,Pulse current,No,image/diodes/zener-stabilizers/85599.png
BZT03-Series,Enlarge,BZT03C75,6.2,300,75,10,3250,SOD-57,Pulse current,No,image/diodes/zener-stabilizers/85599.png
BZT03-Series,Enlarge,BZT03C82,6.2,300,82,10,3250,SOD-57,Pulse current,No,image/diodes/zener-stabilizers/85599.png
BZT03-Series,Enlarge,BZT03C91,6.2,300,91,5,3250,SOD-57,Pulse current,No,image/diodes/zener-stabilizers/85599.png
BZT03-Series,Enlarge,BZT03C100,6.2,300,100,5,3250,SOD-57,Pulse current,No,image/diodes/zener-stabilizers/85599.png
BZT03-Series,Enlarge,BZT03C110,6.2,300,110,5,3250,SOD-57,Pulse current,No,image/diodes/zener-stabilizers/85599.png
BZT03-Series,Enlarge,BZT03C120,6.2,300,120,5,3250,SOD-57,Pulse current,No,image/diodes/zener-stabilizers/85599.png
BZT03-Series,Enlarge,BZT03C130,6.2,300,130,5,3250,SOD-57,Pulse current,No,image/diodes/zener-stabilizers/85599.png
BZT03-Series,Enlarge,BZT03C150,6.2,300,150,5,3250,SOD-57,Pulse current,No,image/diodes/zener-stabilizers/85599.png
BZT03-Series,Enlarge,BZT03C160,6.2,300,160,5,3250,SOD-57,Pulse current,No,image/diodes/zener-stabilizers/85599.png
BZT03-Series,Enlarge,BZT03C180,6.2,300,180,5,3250,SOD-57,Pulse current,No,image/diodes/zener-stabilizers/85599.png
BZT03-Series,Enlarge,BZT03C200,6.2,300,200,5,3250,SOD-57,Pulse current,No,image/diodes/zener-stabilizers/85599.png
BZT03-Series,Enlarge,BZT03C220,6.2,300,220,2,3250,SOD-57,Pulse current,No,image/diodes/zener-stabilizers/85599.png
BZT03-Series,Enlarge,BZT03C240,6.2,300,240,2,3250,SOD-57,Pulse current,No,image/diodes/zener-stabilizers/85599.png
BZT03-Series,Enlarge,BZT03C270,6.2,300,270,2,3250,SOD-57,Pulse current,No,image/diodes/zener-stabilizers/85599.png
BZT03-Series,Enlarge,BZT03C300,6.2,300,300,2,3250,SOD-57,Pulse current,No,image/diodes/zener-stabilizers/85599.png
BZT52 Series,Enlarge,BZT52C2V2,2.2,75,522.2,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C2V4,2.2,75,522.4,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C2V7,2.2,75,522.7,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C3V0,2.2,75,523,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C3V3,2.2,75,523.3,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C3V6,2.2,75,523.6,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C3V9,2.2,75,523.9,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C4V3,2.2,75,524.3,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C4V7,2.2,75,524.7,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C5V1,2.2,75,525.1,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C5V6,2.2,75,525.6,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C6V2,2.2,75,526.2,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C6V8,2.2,75,526.8,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C7V5,2.2,75,527.5,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C8V2,2.2,75,528.2,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C9V1,2.2,75,529.1,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C10,2.2,75,5210,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C11,2.2,75,5211,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C12,2.2,75,5212,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C13,2.2,75,5213,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C15,2.2,75,5215,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C16,2.2,75,5216,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C18,2.2,75,5218,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C20,2.2,75,5220,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C22,2.2,75,5222,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C24,2.2,75,5224,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C27,2.2,75,5227,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C30,2.2,75,5230,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C33,2.2,75,5233,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C36,2.2,75,5236,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C39,2.2,75,5239,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C43,2.2,75,5243,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C47,2.2,75,5247,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C51,2.2,75,5251,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C56,2.2,75,5256,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C62,2.2,75,5262,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C68,2.2,75,5268,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52C75,2.2,75,5275,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B2V2,2.2,75,522.2,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B2V4,2.2,75,522.4,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B2V7,2.2,75,522.7,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B3V0,2.2,75,523,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B3V3,2.2,75,523.3,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B3V6,2.2,75,523.6,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B3V9,2.2,75,523.9,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B4V3,2.2,75,524.3,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B4V7,2.2,75,524.7,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B5V1,2.2,75,525.1,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B5V6,2.2,75,525.6,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B6V2,2.2,75,526.2,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B6V8,2.2,75,526.8,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B7V5,2.2,75,527.5,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B8V2,2.2,75,528.2,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B9V1,2.2,75,529.1,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B10,2.2,75,5210,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B11,2.2,75,5211,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B12,2.2,75,5212,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B13,2.2,75,5213,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B15,2.2,75,5215,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B16,2.2,75,5216,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B18,2.2,75,5218,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B20,2.2,75,5220,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B22,2.2,75,5222,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B24,2.2,75,5224,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B27,2.2,75,5227,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B30,2.2,75,5230,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B33,2.2,75,5233,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B36,2.2,75,5236,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B39,2.2,75,5239,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B43,2.2,75,5243,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B47,2.2,75,5247,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B51,2.2,75,5251,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B56,2.2,75,5256,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B62,2.2,75,5262,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B68,2.2,75,5268,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52 Series,Enlarge,BZT52B75,2.2,75,5275,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86342.png
BZT52-G Series,Enlarge,BZT52C2V2-G,2.2,75,522.2,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C2V4-G,2.2,75,522.4,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C2V7-G,2.2,75,522.7,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C3V0-G,2.2,75,523,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C3V3-G,2.2,75,523.3,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C3V6-G,2.2,75,523.6,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C3V9-G,2.2,75,523.9,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C4V3-G,2.2,75,524.3,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C4V7-G,2.2,75,524.7,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C5V1-G,2.2,75,525.1,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C5V6-G,2.2,75,525.6,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C6V2-G,2.2,75,526.2,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C6V8-G,2.2,75,526.8,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C7V5-G,2.2,75,527.5,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C8V2-G,2.2,75,528.2,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C9V1-G,2.2,75,529.1,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C10-G,2.2,75,5210,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C11-G,2.2,75,5211,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C12-G,2.2,75,5212,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C13-G,2.2,75,5213,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C15-G,2.2,75,5215,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C16-G,2.2,75,5216,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C18-G,2.2,75,5218,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C20-G,2.2,75,5220,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C22-G,2.2,75,5222,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C24-G,2.2,75,5224,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C27-G,2.2,75,5227,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C30-G,2.2,75,5230,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C33-G,2.2,75,5233,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C36-G,2.2,75,5236,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C39-G,2.2,75,5239,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C43-G,2.2,75,5243,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C47-G,2.2,75,5247,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C51-G,2.2,75,5251,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C56-G,2.2,75,5256,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C62-G,2.2,75,5262,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C68-G,2.2,75,5268,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52C75-G,2.2,75,5275,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B2V2-G,2.2,75,522.2,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B2V4-G,2.2,75,522.4,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B2V7-G,2.2,75,522.7,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B3V0-G,2.2,75,523,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B3V3-G,2.2,75,523.3,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B3V6-G,2.2,75,523.6,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B3V9-G,2.2,75,523.9,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B4V3-G,2.2,75,524.3,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B4V7-G,2.2,75,524.7,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B5V1-G,2.2,75,525.1,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B5V6-G,2.2,75,525.6,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B6V2-G,2.2,75,526.2,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B6V8-G,2.2,75,526.8,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B7V5-G,2.2,75,527.5,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B8V2-G,2.2,75,528.2,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B9V1-G,2.2,75,529.1,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B10-G,2.2,75,5210,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B11-G,2.2,75,5211,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B12-G,2.2,75,5212,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B13-G,2.2,75,5213,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B15-G,2.2,75,5215,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B16-G,2.2,75,5216,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B18-G,2.2,75,5218,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B20-G,2.2,75,5220,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B22-G,2.2,75,5222,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B24-G,2.2,75,5224,5,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B27-G,2.2,75,5227,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B30-G,2.2,75,5230,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B33-G,2.2,75,5233,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B36-G,2.2,75,5236,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B39-G,2.2,75,5239,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B43-G,2.2,75,5243,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B47-G,2.2,75,5247,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B51-G,2.2,75,5251,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B56-G,2.2,75,5256,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B62-G,2.2,75,5262,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B68-G,2.2,75,5268,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT52-G Series,Enlarge,BZT52B75-G,2.2,75,5275,2,500,SOD-123,Pulse current,Yes,image/diodes/zener-stabilizers/86337.png
BZT55-Series,Enlarge,BZT55C2V4,2.4,75,2.4,5,500,QuadroMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85637.png
BZT55-Series,Enlarge,BZT55C2V7,2.4,75,2.7,5,500,QuadroMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85637.png
BZT55-Series,Enlarge,BZT55C3V0,2.4,75,3,5,500,QuadroMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85637.png
BZT55-Series,Enlarge,BZT55C3V3,2.4,75,3.3,5,500,QuadroMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85637.png
BZT55-Series,Enlarge,BZT55C3V6,2.4,75,3.6,5,500,QuadroMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85637.png
BZT55-Series,Enlarge,BZT55C3V9,2.4,75,3.9,5,500,QuadroMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85637.png
BZT55-Series,Enlarge,BZT55C4V3,2.4,75,4.3,5,500,QuadroMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85637.png
BZT55-Series,Enlarge,BZT55C4V7,2.4,75,4.7,5,500,QuadroMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85637.png
BZT55-Series,Enlarge,BZT55C5V1,2.4,75,5.1,5,500,QuadroMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85637.png
BZT55-Series,Enlarge,BZT55C5V6,2.4,75,5.6,5,500,QuadroMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85637.png
BZT55-Series,Enlarge,BZT55C6V2,2.4,75,6.2,5,500,QuadroMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85637.png
BZT55-Series,Enlarge,BZT55C6V8,2.4,75,6.8,5,500,QuadroMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85637.png
BZT55-Series,Enlarge,BZT55C7V5,2.4,75,7.5,5,500,QuadroMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85637.png
BZT55-Series,Enlarge,BZT55C8V2,2.4,75,8.2,5,500,QuadroMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85637.png
BZT55-Series,Enlarge,BZT55C9V1,2.4,75,9.1,5,500,QuadroMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85637.png
BZT55-Series,Enlarge,BZT55C10,2.4,75,10,5,500,QuadroMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85637.png
