Part Number▲▼,Product Image,Rev. Voltage(V)▲▼,IF(AV)(A)▲▼,VFat IF(V at A)▲▼,IFSM(A)▲▼,IRM(mA)▲▼,TJmax.(°C)▲▼,Package (JEDEC®) Code▲▼,Circuit Configuration▲▼,AEC-Q101Qualified▲▼,Image path
VS-MBR20...CT-1-M3,Enlarge,90,2 x 10,0.70,850,6 at 125 °C,150,TO-262AA,Common cathode,No,image/diodes/schottky/96404.png
VS-MBR20...CT-1HM3,Enlarge,80,2 x 10,0.70,850,6 at 125 °C,150,TO-262AA,Common cathode,Yes,image/diodes/schottky/95859.png
VS-MBR20...CT-1HM3,Enlarge,90,2 x 10,0.70,850,6 at 125 °C,150,TO-262AA,Common cathode,Yes,image/diodes/schottky/95859.png
VS-MBR20...CT-1HM3,Enlarge,100,2 x 10,0.70,850,6 at 125 °C,150,TO-262AA,Common cathode,Yes,image/diodes/schottky/95859.png
VS-MBR20...CTHN3 Series,Enlarge,,,,,,,,,,image/diodes/schottky/94960.png
VS-MBR20..CT-1-M3,Enlarge,45,2 x 10,0.72,1060,15 at 125 °C,150,TO-262AA,Common cathode,No,image/diodes/schottky/96405.png
VS-MBR20100CT-M3,Enlarge,100,2 x 10,0.70,850,6 at 125 °C,150,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96282.png
VS-MBR2035CT-M3,Enlarge,35,2 x 10,0.57,1060,15 at 125 °C,150,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96283.png
VS-MBR2045CT-M3,Enlarge,45,2 x 10,0.57,1060,15 at 125 °C,150,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96283.png
VS-MBR2080CT-M3,Enlarge,80,2 x 10,0.70,850,6 at 125 °C,150,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96282.png
VS-MBR2090CT-M3,Enlarge,90,2 x 10,0.70,850,6 at 125 °C,150,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96282.png
VS-MBR2535CT-M3,Enlarge,35,2 x 15,See datasheet,1060,40 at 125 °C,150,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96284.png
VS-MBR2545CT-M3,Enlarge,45,2 x 15,See datasheet,1060,40 at 125 °C,150,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96284.png
VS-MBR30..CT-M3,Enlarge,45,2 x 15,See datasheet,1020,100 at 125 °C,150,TO-262AA,Common cathode,No,image/diodes/schottky/96407.png
VS-MBR30..WT-N3 Series,Enlarge,35,2 x 15,See datasheet,1020,100 at 125 °C,150,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96483.png
VS-MBR30..WT-N3 Series,Enlarge,45,2 x 15,See datasheet,1020,100 at 125 °C,150,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96483.png
VS-MBR3045CT-M3,Enlarge,45,2 x 15,See datasheet,1020,100 at 125 °C,150,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96257.png
VS-MBR4045CT-1-M3,Enlarge,45,2 x 20,0.58,900,95 at 125 °C,150,TO-262AA,Common cathode,No,image/diodes/schottky/96408.png
VS-MBR4045CT-1HM3,Enlarge,45,2 x 20,0.58,900,95 at 125 °C,150,TO-262AA,Common cathode,Yes,image/diodes/schottky/94721.png
VS-MBR4045CT-M3,Enlarge,45,2 x 20,0.58,900,95 at 125 °C,150,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96258.png
VS-MBR4045WT-N3,Enlarge,45,2 x 20,0.56,1020,110 at 125 °C,150,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96466.png
VS-MBR4060WT-N3,Enlarge,60,2 x 20,0.62,1020,100 at 125 °C,150,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96467.png
VS-MBR40L15CW-N3,Enlarge,15,2 x 20,0.34,700,600 at 100 °C,125,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96468.png
VS-MBR6045WT-N3,Enlarge,45,2 x 30,0.55,2900,150 at 125 °C,150,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96469.png
VS-MBR735-M3,Enlarge,35,7.5,0.57,690,15 at 125 °C,150,TO-220AC 2L,Single,No,image/diodes/schottky/96268.png
VS-MBR745-M3,Enlarge,45,7.5,0.57,690,15 at 125 °C,150,TO-220AC 2L,Single,No,image/diodes/schottky/96268.png
VS-MBRA140-M3,Enlarge,40,1,0.49,120,26 at 125 °C,150,SMA (DO-214AC),Single,No,image/diodes/schottky/95883.png
VS-MBRA140TRPbF,Enlarge,40,1,0.49,120,26 at 125 °C,150,SMA (DO-214AC),Single,No,image/diodes/schottky/94301.png
VS-MBRB1035-M3,Enlarge,35,10,0.57,1060,15 at 125 °C,150,D2PAK (TO-263AB),Single,No,image/diodes/schottky/96393.png
VS-MBRB1035HM3,Enlarge,35,10,0.57,1060,15 at 125 °C,150,D2PAK (TO-263AB),Single,Yes,image/diodes/schottky/96115.png
VS-MBRB1045-M3,Enlarge,45,10,0.57,1060,15 at 125 °C,150,D2PAK (TO-263AB),Single,No,image/diodes/schottky/96393.png
VS-MBRB1045HM3,Enlarge,45,10,0.57,1060,15 at 125 °C,150,D2PAK (TO-263AB),Single,Yes,image/diodes/schottky/96115.png
VS-MBRB15..CT-M3,Enlarge,35,2 x 7.5,0.57,690,15 at 125 °C,150,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/96403.png
VS-MBRB1635-M3,Enlarge,35,16,0.57,1800,40 at 125 °C,150,D2PAK (TO-263AB),Single,No,image/diodes/schottky/96394.png
VS-MBRB1645-M3,Enlarge,45,16,0.57,1800,40 at 125 °C,150,D2PAK (TO-263AB),Single,No,image/diodes/schottky/96394.png
VS-MBRB20...CT-M3,Enlarge,80,2 x 10,0.70,850,6 at 125 °C,150,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/96404.png
VS-MBRB20...CT-M3,Enlarge,90,2 x 10,0.70,850,6 at 125 °C,150,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/96404.png
VS-MBRB20...CT-M3,Enlarge,100,2 x 10,0.70,850,6 at 125 °C,150,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/96404.png
VS-MBRB20...CTHM3,Enlarge,100,2 x 10,0.70,850,6 at 125 °C,150,D2PAK (TO-263AB),Common cathode,Yes,image/diodes/schottky/95859.png
VS-MBRB20...CTHM3,Enlarge,80,2 x 10,0.70,850,6 at 125 °C,150,D2PAK (TO-263AB),Common cathode,Yes,image/diodes/schottky/95859.png
VS-MBRB20...CTHM3,Enlarge,90,2 x 10,0.70,850,6 at 125 °C,150,D2PAK (TO-263AB),Common cathode,Yes,image/diodes/schottky/95859.png
VS-MBRB20..CT-M3,Enlarge,35,2 x 10,0.72,1060,15 at 125 °C,150,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/96405.png
"VS-MBRB25..CT-M3, VS-MBR25..CT-M3",Enlarge,,,,,,,,,,image/diodes/schottky/96406.png
VS-MBRB30..CT-M3,Enlarge,35,2 x 15,See datasheet,1020,100 at 125 °C,150,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/96407.png
VS-MBRB3030CTL-M3,Enlarge,30,2 x 15,0.34,1100,183 at 125 °C,150,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/96395.png
VS-MBRB4045CT-M3,Enlarge,45,2 x 20,0.58,900,95 at 125 °C,150,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/96408.png
VS-MBRB4045CTHM3,Enlarge,45,2 x 20,0.58,900,95 at 125 °C,150,D2PAK (TO-263AB),Common cathode,Yes,image/diodes/schottky/94721.png
VS-MBRB735-M3,Enlarge,35,7.5,0.57,690,15 at 125 °C,150,D2PAK (TO-263AB),Single,No,image/diodes/schottky/96396.png
VS-MBRB745-M3,Enlarge,45,7.5,0.57,690,15 at 125 °C,150,D2PAK (TO-263AB),Single,No,image/diodes/schottky/96396.png
VS-MBRD320-M3,Enlarge,20,3,0.49,490,20 at 125 °C,150,DPAK (TO-252AA),Single,No,image/diodes/schottky/93323.png
VS-MBRD330-M3,Enlarge,30,3,0.49,490,20 at 125 °C,150,DPAK (TO-252AA),Single,No,image/diodes/schottky/93323.png
VS-MBRD340-M3,Enlarge,40,3,0.49,490,20 at 125 °C,150,DPAK (TO-252AA),Single,No,image/diodes/schottky/93323.png
VS-MBRD650CT-M3,Enlarge,50,2 x 3,0.65,490,15 at 125 °C,150,DPAK (TO-252AA),Common cathode,No,image/diodes/schottky/93325.png
VS-MBRD660CT-M3,Enlarge,60,2 x 3,0.65,490,15 at 125 °C,150,DPAK (TO-252AA),Common cathode,No,image/diodes/schottky/93325.png
VS-MBRS1100-M3,Enlarge,100,1,0.78,870,1 at 125 °C,175,SMB (DO-214AA),Single,No,image/diodes/schottky/95744.png
VS-MBRS130-M3,Enlarge,30,1,0.420,230,15 at 125 °C,150,SMB (DO-214AA),Single,No,image/diodes/schottky/95746.png
VS-MBRS130L-M3,Enlarge,30,1,0.30,230,20 at 125 °C,125,SMB (DO-214AA),Single,No,image/diodes/schottky/95745.png
VS-MBRS140-M3,Enlarge,40,1,0.53,380,4.0 at 150 °C,150,SMB (DO-214AA),Single,No,image/diodes/schottky/95747.png
VS-MBRS190-M3,Enlarge,90,1,0.78,870,1 at 125 °C,175,SMB (DO-214AA),Single,No,image/diodes/schottky/95744.png
VS-MBRS340-M3,Enlarge,40,3,0.43,1580,35 at 125 °C,150,SMC (DO-214AB),Single,No,image/diodes/schottky/95748.png
VS-MBRS360-M3,Enlarge,60,3,0.61,790,30 at 125 °C,150,SMC (DO-214AB),Single,No,image/diodes/schottky/95749.png
VS-STPS1045B-M3,Enlarge,45,10,0.57,390,15 at 125 °C,175,DPAK (TO-252AA),Single,No,image/diodes/schottky/93327.png
VS-STPS20L15D-M3,Enlarge,15,20,See datasheet,700,600 at 100 °C,125,TO-220AC 2L,Single,No,image/diodes/schottky/96269.png
VS-STPS20L15G-M3,Enlarge,15,20,0.33,700,600 at 100 °C,125,D2PAK (TO-263AB),Single,No,image/diodes/schottky/96397.png
VS-STPS30L60CW-N3,Enlarge,60,2 x 15,0.56,1020,100 at 125 °C,150,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96470.png
VS-STPS40L15CT-M3,Enlarge,15,2 x 20,See datasheet,700,600 at 100 °C,125,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96259.png
VS-STPS40L15CW-N3,Enlarge,15,2 x 20,See datasheet,700,600 at 100 °C,125,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96471.png
VS-STPS40L40CW-N3,Enlarge,40,2 x 20,0.43,3500,60 at 100 °C,150,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96472.png
VS-STPS40L45CW-N3,Enlarge,45,2 x 20,0.49,1240,80 at 100 °C,150,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96473.png
VS12CTQ045-M3,Enlarge,45,2 x 6,0.53,690,7 at 125 °C,175,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96270.png
VS61CTQ045-M3,Enlarge,45,2 x 30,0.57,2600,40 at 125 °C,175,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96280.png
VSKY02300603,Enlarge,30,0.2,500 at 200,6,,150,CLP0603-2M,Single,No,image/diodes/schottky/85910.png
VSKY02400603,Enlarge,40,0.2,540 at 200,6,,150,CLP0603-2M,Single,No,image/diodes/schottky/85911.png
VSKY05201006,Enlarge,20,0.5,0.345,12,,150,CLP1006-2L,Single,No,image/diodes/schottky/85938.png
VSKY05301006,Enlarge,30,0.5,0.360,12,,150,CLP1006-2L,Single,No,image/diodes/schottky/85940.png
VSKY05401006,Enlarge,40,0.5,0.360,12,,150,CLP1006-2L,Single,No,image/diodes/schottky/85903.png
VSKY10201406,Enlarge,20,1,0.400,18,,150,CLP1406-2L,Single,No,image/diodes/schottky/85931.png
VSKY10301406,Enlarge,30,1,0.420,18,,150,CLP1406-2L,Single,No,image/diodes/schottky/85947.png
VSKY10401406,Enlarge,40,1,0.420,18,,150,CLP1406-2L,Single,No,image/diodes/schottky/85948.png
VSKY20301608,Enlarge,30,2,0.320,28,,125,CLP1608-2L,Single,No,image/diodes/schottky/85898.png
VSKY20401608,Enlarge,40,2,0.350,28,,125,CLP1608-2L,Single,No,image/diodes/schottky/85892.png
VSS8D2M10,Enlarge,100,2,0.56,50,,175,SlimSMAW (DO-221AD),Single,Yes,image/diodes/schottky/87442.png
VSS8D2M12,Enlarge,120,2,0.59,50,,175,SlimSMAW (DO-221AD),Single,Yes,image/diodes/schottky/87443.png
VSS8D2M15,Enlarge,150,2,0.64,50,,175,SlimSMAW (DO-221AD),Single,Yes,image/diodes/schottky/87444.png
VSS8D2M6,Enlarge,60,2,0.46,60,,175,SlimSMAW (DO-221AD),Single,Yes,image/diodes/schottky/87441.png
VSS8D3M10,Enlarge,100,3,0.58,60,,175,SlimSMAW (DO-221AD),Single,Yes,image/diodes/schottky/87413.png
VSS8D3M12,Enlarge,120,3,0.61,60,,175,SlimSMAW (DO-221AD),Single,Yes,image/diodes/schottky/87414.png
VSS8D3M15,Enlarge,150,3,0.64,60,,175,SlimSMAW (DO-221AD),Single,Yes,image/diodes/schottky/87440.png
VSS8D3M6,Enlarge,60,3,0.47,60,,175,SlimSMAW (DO-221AD),Single,Yes,image/diodes/schottky/87412.png
VSS8D5M10,Enlarge,100,5,0.62,100,,175,SlimSMAW (DO-221AD),Single,Yes,image/diodes/schottky/87446.png
VSS8D5M12,Enlarge,120,5,0.64,100,,175,SlimSMAW (DO-221AD),Single,Yes,image/diodes/schottky/87447.png
VSS8D5M15,Enlarge,150,5,0.68,100,,175,SlimSMAW (DO-221AD),Single,Yes,image/diodes/schottky/87448.png
VSS8D5M6,Enlarge,60,5,0.52,60,,175,SlimSMAW (DO-221AD),Single,Yes,image/diodes/schottky/87445.png
VSSA210,Enlarge,100,2,0.56,60,,150,SMA (DO-214AC),Single,Yes,image/diodes/schottky/89404.png
VSSA210,Enlarge,100,2,0.56,60,,150,SMA (DO-214AC),Single,No,image/diodes/schottky/89137.png
VSSA310S,Enlarge,100,3,0.62,60,,150,SMA (DO-214AC),Single,No,image/diodes/schottky/89138.png
VSSA310S-M3,Enlarge,100,3,0.62,60,,150,SMA (DO-214AC),Single,Yes,image/diodes/schottky/89405.png
VSSA310SHM3,Enlarge,100,3,0.62,60,,150,SMA (DO-214AC),Single,Yes,image/diodes/schottky/89405.png
VSSA36S-M3,Enlarge,60,3,0.48,60,,150,SMA (DO-214AC),Single,No,image/diodes/schottky/89345.png
VSSA3L6S-M3,Enlarge,60,3,0.41,80,,150,SMA (DO-214AC),Single,No,image/diodes/schottky/89346.png
VSSAF3103,Enlarge,100,3,0.52,80,,150,SlimSMA (DO-221AC),Single,Yes,image/diodes/schottky/98379.png
VSSAF3L45,Enlarge,45,3,0.37,80,,150,SlimSMA (DO-221AC),Single,Yes,image/diodes/schottky/89935.png
VSSAF3L63,Enlarge,60,3,0.41,80,,150,SlimSMA (DO-221AC),Single,Yes,image/diodes/schottky/98218.png
VSSAF3M10,Enlarge,100,3,0.56,80,,175,SlimSMA (DO-221AC),Single,Yes,image/diodes/schottky/87507.png
VSSAF3M103,Enlarge,100,3,0.54,80,,175,SlimSMA (DO-221AC),Single,Yes,image/diodes/schottky/98380.png
VSSAF3M6,Enlarge,60,3,0.46,80,,175,SlimSMA (DO-221AC),Single,Yes,image/diodes/schottky/87514.png
VSSAF3M63,Enlarge,60,3,0.48,80,,175,SlimSMA (DO-221AC),Single,Yes,image/diodes/schottky/98219.png
VSSAF3N50,Enlarge,50,3,0.40,80,,150,SlimSMA (DO-221AC),Single,No,image/diodes/schottky/87720.png
VSSAF510,Enlarge,100,5,0.59,100,,150,SlimSMA (DO-221AC),Single,Yes,image/diodes/schottky/87610.png
VSSAF5103,Enlarge,100,5,0.59,100,,150,SlimSMA (DO-221AC),Single,Yes,image/diodes/schottky/98381.png
VSSAF512,Enlarge,120,5,0.62,100,,150,SlimSMA (DO-221AC),Single,Yes,image/diodes/schottky/87611.png
VSSAF515,Enlarge,150,5,0.66,100,,150,SlimSMA (DO-221AC),Single,Yes,image/diodes/schottky/87612.png
VSSAF522,Enlarge,200,5,0.69,90,,175,SlimSMA (DO-221AC),Single,Yes,image/diodes/schottky/87453.png
VSSAF56,Enlarge,60,5,0.48,100,,150,SlimSMA (DO-221AC),Single,Yes,image/diodes/schottky/87733.png
VSSAF5L45,Enlarge,45,5,0.39,100,,150,SlimSMA (DO-221AC),Single,Yes,image/diodes/schottky/89934.png
VSSAF5L63,Enlarge,60,5,0.48,100,,150,SlimSMA (DO-221AC),Single,Yes,image/diodes/schottky/98220.png
VSSAF5M10,Enlarge,100,5,0.62,100,,175,SlimSMA (DO-221AC),Single,Yes,image/diodes/schottky/87667.png
VSSAF5M103,Enlarge,100,5,0.59,100,,175,SlimSMA (DO-221AC),Single,Yes,image/diodes/schottky/98382.png
VSSAF5M12,Enlarge,120,5,0.64,100,,175,SlimSMA (DO-221AC),Single,Yes,image/diodes/schottky/87668.png
VSSAF5M15,Enlarge,150,5,0.68,100,,175,SlimSMA (DO-221AC),Single,Yes,image/diodes/schottky/87669.png
VSSAF5M6,Enlarge,60,5,0.52,100,,175,SlimSMA (DO-221AC),Single,Yes,image/diodes/schottky/87666.png
VSSAF5M63,Enlarge,60,5,0.54,100,,175,SlimSMA (DO-221AC),Single,Yes,image/diodes/schottky/98221.png
VSSAF5N50,Enlarge,50,5,0.41,100,,150,SlimSMA (DO-221AC),Single,No,image/diodes/schottky/87719.png
VSSB310-E3,Enlarge,100,3,0.56,80,,150,SMB (DO-214AA),Single,No,image/diodes/schottky/89139.png
VSSB310-M3,Enlarge,100,3,0.56,80,,150,SMB (DO-214AA),Single,No,image/diodes/schottky/89932.png
VSSB3L6S-M3,Enlarge,60,3,0.42,80,,150,SMB (DO-214AA),Single,No,image/diodes/schottky/89347.png
VSSB410S,Enlarge,100,4,0.61,80,,150,SMB (DO-214AA),Single,No,image/diodes/schottky/89140.png
VSSB410S-M3,Enlarge,100,4,0.61,80,,150,SMB (DO-214AA),Single,No,image/diodes/schottky/89933.png
VSSB420S-M3,Enlarge,200,4,0.71,40,,150,SMB (DO-214AA),Single,No,image/diodes/schottky/89317.png
VSSB7L45-M3,Enlarge,45,7,0.40,120,,150,SMB (DO-214AA),Single,No,image/diodes/schottky/87792.png
VSSC520S-M3,Enlarge,200,5,0.67,100,,150,SMC (DO-214AB),Single,No,image/diodes/schottky/89318.png
VSSC8L45-M3,Enlarge,45,8,0.39,140,,150,SMC (DO-214AB),Single,No,image/diodes/schottky/87793.png
VT10200C-E3,Enlarge,200,2 x 5.0,0.65,80,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89177.png
VT10200C-M3,Enlarge,200,2 x 5.0,0.65,80,,150,TO-220AB,Common cathode,No,image/diodes/schottky/87997.png
"VT10202C, VFT10202C, VBT10202C, VIT10202C",Enlarge,,,,,,,,,,image/diodes/schottky/87796.png
VT1045BP,Enlarge,45,10,0.52,100,,200,TO-220AC,Single,No,image/diodes/schottky/89451.png
VT1045C,Enlarge,45,2 x 5.0,0.41,100,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89348.png
VT1045CBP,Enlarge,45,2 x 5.0,0.41,100,,200,TO-220AB,Common cathode,No,image/diodes/schottky/89363.png
VT1060C,Enlarge,60,2 x 5.0,0.50,100,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89232.png
VT1060C-E3,Enlarge,60,2 x 5,0.50,100,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89131.png
VT1080C,Enlarge,80,2 x 5,0.57,80,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89237.png
VT1080C-E3,Enlarge,80,2 x 5,0.57,80,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89164.png
VT1080S,Enlarge,80,10,0.60,100,,150,TO-220AB,Single,No,image/diodes/schottky/89238.png
VT1080S-E3,Enlarge,80,10,0.51,100,,150,D2PAK (TO-263AB),Single,No,image/diodes/schottky/89165.png
VT2045BP,Enlarge,45,20,0.51,160,,200,TO-220AC,Single,No,image/diodes/schottky/89448.png
VT2045C,Enlarge,45,2 x 10,0.41,160,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89349.png
VT2045CBP,Enlarge,45,2 x 10,0.41,160,,200,TO-220AB,Common cathode,No,image/diodes/schottky/89364.png
VT2060C,Enlarge,60,2 x 10,0.52,150,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89233.png
VT2060C-E3,Enlarge,60,2 x 10,0.52,150,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89132.png
VT2060G,Enlarge,60,2 x 10,0.63,100,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89234.png
VT2060G-E3,Enlarge,60,2 x 10,0.63,100,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89133.png
VT2080C,Enlarge,80,2 x 10,0.60,100,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89239.png
VT2080C-E3,Enlarge,80,2 x 10,0.60,100,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89166.png
VT2080S,Enlarge,80,20,0.70,150,,150,TO-220AB,Single,No,image/diodes/schottky/89240.png
VT2080S-E3,Enlarge,80,20,0.70,150,,150,TO-220AB,Single,No,image/diodes/schottky/89167.png
VT3045BP,Enlarge,45,30,0.51,200,,200,TO-220AC,Single,No,image/diodes/schottky/89447.png
VT3045C-M3,Enlarge,45,2 x 15,0.39,200,,150,TO-220AB,Dual common cathode,Yes,image/diodes/schottky/89350.png
VT3045CBP,Enlarge,45,2 x 15,0.39,200,,200,TO-220AB,Common cathode,No,image/diodes/schottky/89365.png
VT3045CHM3,Enlarge,45,2 x 15,0.39,200,,150,TO-220AB,Dual common cathode,Yes,image/diodes/schottky/89350.png
VT3060C,Enlarge,60,2 x 15,0.57,170,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89235.png
VT3060C-E3,Enlarge,60,2 x 15,0.57,170,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89134.png
VT3060G,Enlarge,60,2 x 15,0.61,150,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89236.png
VT3060G-E3,Enlarge,60,2 x 15,0.61,150,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89135.png
VT3080C,Enlarge,80,2 x 15,0.65,150,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89241.png
VT3080C-E3,Enlarge,80,2 x 15,0.65,150,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89168.png
VT3080S,Enlarge,80,30,0.73,200,,150,TO-220AB,Single,No,image/diodes/schottky/89242.png
VT3080S-E3,Enlarge,80,30,0.73,200,,150,TO-220AB,Single,No,image/diodes/schottky/89169.png
VT30L60C,Enlarge,60,2 x 15,0.45,200,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89438.png
VT30L60C-E3,Enlarge,60,2 x 15,0.45,200,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89380.png
VT4045BP-M3,Enlarge,45,40,0.51,240,,200,TO-220AC,Single,No,image/diodes/schottky/89441.png
VT4045C,Enlarge,45,2 x 20,0.41,240,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89351.png
VT4060C,Enlarge,60,2 x 20,0.48,240,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89439.png
VT4060C-E3,Enlarge,60,2 x 20,0.48,240,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89381.png
VT5200-E3,Enlarge,200,5,0.65,80,,150,TO-220AC,Single,No,image/diodes/schottky/89176.png
VT5202-M3,Enlarge,200,5,0.65,100,,175,TO-220AC,Single,No,image/diodes/schottky/87700.png
VT6045C,Enlarge,45,2 x 30,0.47,320,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89352.png
VT6045CBP,Enlarge,45,2 x 30,0.47,320,,200,TO-220AB,Common cathode,No,image/diodes/schottky/89366.png
VT60M45C,Enlarge,45,2 x 30,0.50,320,,175,TO-220AB,Common cathode,No,image/diodes/schottky/87782.png
VT760,Enlarge,60,7.5,0.60,100,,150,TO-220AC,Single,No,image/diodes/schottky/89231.png
VT760-E3,Enlarge,60,7.5,0.60,100,,150,TO-220AC,Single,No,image/diodes/schottky/89130.png
VX20170C,Enlarge,170,2 x 10,0.65,150,,175,TO-220AB,Common cathode,Yes,image/diodes/schottky/87172.png
VX20202C,Enlarge,200,2 x 10,0.65,150,,175,TO-220AB,Common cathode,Yes,image/diodes/schottky/87173.png
VX30170C,Enlarge,170,2 x 15,0.65,260,,175,TO-220AB,Common cathode,Yes,image/diodes/schottky/87174.png
VX30202C,Enlarge,200,2 x 15,0.65,260,,175,TO-220AB,Common cathode,Yes,image/diodes/schottky/87175.png
VX40100C,Enlarge,100,2 x 20,0.60,250,,150,TO-220AB,Common cathode,Yes,image/diodes/schottky/87161.png
VX40120C,Enlarge,120,2 x 20,0.63,250,,150,TO-220AB,Common cathode,Yes,image/diodes/schottky/87194.png
VX4045C,Enlarge,45,2 x 20,0.43,250,,150,TO-220AB,Common cathode,Yes,image/diodes/schottky/87180.png
VX4060C,Enlarge,60,2 x 20,0.47,250,,150,TO-220AB,Common cathode,Yes,image/diodes/schottky/87190.png
VX40M100C,Enlarge,100,2 x 20,0.61,250,,175,TO-220AB,Common cathode,Yes,image/diodes/schottky/87016.png
VX40M120C,Enlarge,120,2 x 20,0.63,250,,175,TO-220AB,Common cathode,Yes,image/diodes/schottky/87195.png
VX40M45C,Enlarge,45,2 x 20,0.47,250,,175,TO-220AB,Common cathode,Yes,image/diodes/schottky/87181.png
VX40M60C,Enlarge,60,2 x 20,0.5,250,,175,TO-220AB,Common cathode,Yes,image/diodes/schottky/87191.png
VX60100C,Enlarge,100,2 x 30,0.65,320,,150,TO-220AB,Common cathode,Yes,image/diodes/schottky/87162.png
VX60100PW,Enlarge,100,2 x 30,0.64,350,,150,TO-247AD 3L,Common cathode,Yes,image/diodes/schottky/87169.png
VX60120C,Enlarge,120,2 x 30,0.67,320,,150,TO-220AB,Common cathode,Yes,image/diodes/schottky/87196.png
VX60170PW,Enlarge,170,2 x 30,0.65,350,,175,TO-247AD 3L,Common cathode,Yes,image/diodes/schottky/87171.png
VX60202PGW,Enlarge,200,2 x 30,0.74,300,,175,TO-247AD 3L,Common cathode,Yes,image/diodes/schottky/87022.png
VX60202PW,Enlarge,200,2 x 30,0.65,350,,175,TO-247AD 3L,Common cathode,Yes,image/diodes/schottky/88018.png
VX6045C,Enlarge,45,2 x 30,0.45,320,,150,TO-220AB,Common cathode,Yes,image/diodes/schottky/87182.png
VX6045PW,Enlarge,45,2 x 30,0.43,350,,150,TO-247AD 3L,Common cathode,Yes,image/diodes/schottky/87176.png
VX6060C,Enlarge,60,2 x 30,0.51,300,,150,TO-220AB,Common cathode,Yes,image/diodes/schottky/87192.png
VX6060PW,Enlarge,60,2 x 30,0.49,350,,150,TO-247AD 3L,Common cathode,Yes,image/diodes/schottky/87139.png
VX60M100C,Enlarge,100,2 x 30,0.65,320,,175,TO-220AB,Common cathode,Yes,image/diodes/schottky/87011.png
VX60M100PW,Enlarge,100,2 x 30,0.65,350,,175,TO-247AD 3L,Common cathode,Yes,image/diodes/schottky/87008.png
VX60M120C,Enlarge,120,2 x 30,0.67,320,,175,TO-220AB,Common cathode,Yes,image/diodes/schottky/87197.png
VX60M153PW,Enlarge,150,2 x 30,0.70,350,,175,TO-247AD 3L,Common cathode,Yes,image/diodes/schottky/98222.png
VX60M45C,Enlarge,45,2 x 30,0.50,320,,175,TO-220AB,Common cathode,Yes,image/diodes/schottky/87183.png
VX60M45PW,Enlarge,45,2 x 30,0.47,350,,175,TO-247AD 3L,Common cathode,Yes,image/diodes/schottky/87177.png
