Z ± 25 % AT 100 MHz ();DCR MAX. ();RATED DC CURRENT (mA);SIGNAL SPEED;File Name;Image Path;Description
60 120 300 600 1000;0.25 0.30 0.40 0.50 0.75;400 350 250 200 150;Standard;ILAS-1206;image/small_inductors/34103.png;Chip Array Ferrite Beads
