File Name,Description,PART NUMBER,"L
0
INDUCTANCE
± 20 %
AT 100 kHz,
0.25 V, 0 A
(μH)","DCR
TYP.
25 °C
(mΩ)","DCR
MAX.
25 °C
(mΩ)","HEAT
RATING
CURRENT
DC TYP.
(A) (1)","SATURATION
CURRENT
DC TYP.
(A) (2)","SRF
TYP.
(MHz)"
IHLP-2020BZ-51,"www.vishay.com Vishay Dale
IHLP® Commercial Inductors, High Temperature (155 °C) Series
FEATURES
• High temperature, up to 155 °C
• Shielded construction",IHLP2020BZERR47M51,0.47,7.3,7.8,13.43,9.35,101.6
IHLP-2020BZ-51,"www.vishay.com Vishay Dale
IHLP® Commercial Inductors, High Temperature (155 °C) Series
FEATURES
• High temperature, up to 155 °C
• Shielded construction",IHLP2020BZERR68M51,0.68,13.3,14.2,9.44,8.01,92.3
IHLP-2020BZ-51,"www.vishay.com Vishay Dale
IHLP® Commercial Inductors, High Temperature (155 °C) Series
FEATURES
• High temperature, up to 155 °C
• Shielded construction",IHLP2020BZER1R0M51,1.0,19.5,20.9,7.4,7.25,55.7
IHLP-2020BZ-51,"www.vishay.com Vishay Dale
IHLP® Commercial Inductors, High Temperature (155 °C) Series
FEATURES
• High temperature, up to 155 °C
• Shielded construction",IHLP2020BZER2R2M51,2.2,44.5,47.6,5.1,6.4,43.1
IHLP-2020BZ-51,"www.vishay.com Vishay Dale
IHLP® Commercial Inductors, High Temperature (155 °C) Series
FEATURES
• High temperature, up to 155 °C
• Shielded construction",IHLP2020BZER3R3M51,3.3,70.0,74.9,4.0,5.1,33.7
IHLP-2020BZ-51,"www.vishay.com Vishay Dale
IHLP® Commercial Inductors, High Temperature (155 °C) Series
FEATURES
• High temperature, up to 155 °C
• Shielded construction",IHLP2020BZER4R7M51,4.7,89.1,95.3,3.2,2.8,30.5
IHLP-2020BZ-51,"www.vishay.com Vishay Dale
IHLP® Commercial Inductors, High Temperature (155 °C) Series
FEATURES
• High temperature, up to 155 °C
• Shielded construction",IHLP2020BZER6R8M51,6.8,126.9,135.8,2.8,2.6,24.8
IHLP-2020BZ-51,"www.vishay.com Vishay Dale
IHLP® Commercial Inductors, High Temperature (155 °C) Series
FEATURES
• High temperature, up to 155 °C
• Shielded construction",IHLP2020BZER100M51,10.0,181.0,193.7,2.5,2.13,17.5
IHLP-2020BZ-51,"www.vishay.com Vishay Dale
IHLP® Commercial Inductors, High Temperature (155 °C) Series
FEATURES
• High temperature, up to 155 °C
• Shielded construction",IHLP2020BZER150M51,15.0,289.0,303.0,1.72,1.72,16.8
IHLP-2020BZ-51,"www.vishay.com Vishay Dale
IHLP® Commercial Inductors, High Temperature (155 °C) Series
FEATURES
• High temperature, up to 155 °C
• Shielded construction",IHLP2020BZER220M51,22.0,413.0,433.0,1.62,1.5,12.0
