Series▲▼;Product Image;Order Code▲▼;Cap (µF)▲▼;Voltage (V)▲▼;Form▲▼;Case Size▲▼;Temp Max (°C)▲▼;Useful Life▲▼;Style▲▼;Technology▲▼;Image path
220 EDLC ENYCAP™;Enlarge;MAL222090006E3;20000000;2.7;Radial;Ø16x25;+85 °C;1000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222050006E3;20000000;2.7;Radial;Ø16x25;+85 °C;1000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222030006E3;20000000;2.7;Radial;Ø16x25;+85 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222090004E3;20000000;2.7;Radial;Ø18x20;+85 °C;1000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222030004E3;20000000;2.7;Radial;Ø18x20;+85 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222050004E3;20000000;2.7;Radial;Ø18x20;+85 °C;1000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222031017E3;22000000;2.7;Radial;Ø12.5x40;+85 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222051017E3;22000000;2.7;Radial;Ø12.5x40;+85 °C;1000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222031002E3;35000000;2.7;Radial;Ø16x31;+85 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222031006E3;25000000;2.7;Radial;Ø16x25;+85 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222091002E3;35000000;2.7;Radial;Ø16x31;+85 °C;1000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222091006E3;25000000;2.7;Radial;Ø16x25;+85 °C;1000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222051002E3;35000000;2.7;Radial;Ø16x31;+85 °C;1000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222051006E3;25000000;2.7;Radial;Ø16x25;+85 °C;1000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222050001E3;35000000;2.7;Radial;Ø18x31;+85 °C;1000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222091004E3;25000000;2.7;Radial;Ø18x20;+85 °C;1000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222090001E3;35000000;2.7;Radial;Ø18x31;+85 °C;1000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222031004E3;25000000;2.7;Radial;Ø18x20;+85 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222030001E3;35000000;2.7;Radial;Ø18x31;+85 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222051004E3;25000000;2.7;Radial;Ø18x20;+85 °C;1000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222031001E3;40000000;2.7;Radial;Ø18x31;+85 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222030007E3;25000000;2.7;Radial;Ø18x25;+85 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222051001E3;40000000;2.7;Radial;Ø18x31;+85 °C;1000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222050007E3;25000000;2.7;Radial;Ø18x25;+85 °C;1000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222091001E3;40000000;2.7;Radial;Ø18x31;+85 °C;1000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222090007E3;25000000;2.7;Radial;Ø18x25;+85 °C;1000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222030008E3;45000000;2.7;Radial;Ø18x35;+85 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222090002E3;30000000;2.7;Radial;Ø16x31;+85 °C;1000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222090008E3;45000000;2.7;Radial;Ø18x35;+85 °C;1000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222050008E3;45000000;2.7;Radial;Ø18x35;+85 °C;1000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222050002E3;30000000;2.7;Radial;Ø16x31;+85 °C;1000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222031011E3;5000000;2.7;Radial;Ø10x20;+85 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222030002E3;30000000;2.7;Radial;Ø16x31;+85 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222051007E3;30000000;2.7;Radial;Ø18x25;+85 °C;1000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222051011E3;5000000;2.7;Radial;Ø10x20;+85 °C;1000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222051013E3;10000000;2.7;Radial;Ø10x30;+85 °C;1000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222031007E3;30000000;2.7;Radial;Ø18x25;+85 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222091008E3;50000000;2.7;Radial;Ø18x35;+85 °C;1000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222031013E3;10000000;2.7;Radial;Ø10x30;+85 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222091007E3;30000000;2.7;Radial;Ø18x25;+85 °C;1000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222031008E3;50000000;2.7;Radial;Ø18x35;+85 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28421.png
220 EDLC ENYCAP™;Enlarge;MAL222051015E3;12000000;2.7;Radial;Ø12.5x25;+85 °C;1000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28421.png
225 EDLC-R ENYCAP™;Enlarge;MAL222551007E3;30000000;2.7;Radial;Ø18x25;+85 °C;2000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222591002E3;35000000;2.7;Radial;Ø16x31;+85 °C;2000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222551002E3;35000000;2.7;Radial;Ø16x31;+85 °C;2000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222531002E3;35000000;2.7;Radial;Ø16x31;+85 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222531001E3;40000000;2.7;Radial;Ø18x31;+85 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222551001E3;40000000;2.7;Radial;Ø18x31;+85 °C;2000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222591001E3;40000000;2.7;Radial;Ø18x31;+85 °C;2000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222551011E3;5000000;2.7;Radial;Ø10x20;+85 °C;1000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222531011E3;5000000;2.7;Radial;Ø10x20;+85 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222531008E3;50000000;2.7;Radial;Ø18x35;+85 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222591008E3;50000000;2.7;Radial;Ø18x35;+85 °C;2000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222551008E3;50000000;2.7;Radial;Ø18x35;+85 °C;2000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222551013E3;10000000;2.7;Radial;Ø10x30;+85 °C;1000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222551009E3;60000000;2.7;Radial;Ø18x40;+85 °C;2000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222531013E3;10000000;2.7;Radial;Ø10x30;+85 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222591009E3;60000000;2.7;Radial;Ø18x40;+85 °C;2000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222551024E3;100000000;2.7;Radial;Ø20x40;+85 °C;2000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222551012E3;7000000;2.7;Radial;Ø10x25;+85 °C;1000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222531015E3;12000000;2.7;Radial;Ø12.5x25;+85 °C;1500;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222531012E3;7000000;2.7;Radial;Ø10x25;+85 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222551015E3;12000000;2.7;Radial;Ø12.5x25;+85 °C;1500;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222551014E3;8000000;2.7;Radial;Ø12.5x20;+85 °C;1500;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222531016E3;15000000;2.7;Radial;Ø12.5x30;+85 °C;1500;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222531014E3;8000000;2.7;Radial;Ø12.5x20;+85 °C;1500;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222551016E3;15000000;2.7;Radial;Ø12.5x30;+85 °C;1500;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222531003E3;20000000;2.7;Radial;Ø16x20;+85 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222591003E3;20000000;2.7;Radial;Ø16x20;+85 °C;2000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222551003E3;20000000;2.7;Radial;Ø16x20;+85 °C;2000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222551017E3;22000000;2.7;Radial;Ø12.5x40;+85 °C;1500;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222531017E3;22000000;2.7;Radial;Ø12.5x40;+85 °C;1500;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222531006E3;25000000;2.7;Radial;Ø16x25;+85 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222591006E3;25000000;2.7;Radial;Ø16x25;+85 °C;2000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222551006E3;25000000;2.7;Radial;Ø16x25;+85 °C;2000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222531004E3;25000000;2.7;Radial;Ø18x20;+85 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222551004E3;25000000;2.7;Radial;Ø18x20;+85 °C;2000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222591004E3;25000000;2.7;Radial;Ø18x20;+85 °C;2000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222591007E3;30000000;2.7;Radial;Ø18x25;+85 °C;2000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28449.png
225 EDLC-R ENYCAP™;Enlarge;MAL222531007E3;30000000;2.7;Radial;Ø18x25;+85 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28449.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223051007E3;30000000;3;Radial;Ø18x25;+85 °C;2000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223031007E3;30000000;3;Radial;Ø18x25;+85 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223091007E3;30000000;3;Radial;Ø18x25;+85 °C;2000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223091002E3;35000000;3;Radial;Ø16x31;+85 °C;2000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223051002E3;35000000;3;Radial;Ø16x31;+85 °C;2000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223031002E3;35000000;3;Radial;Ø16x31;+85 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223031001E3;40000000;3;Radial;Ø18x31;+85 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223051001E3;40000000;3;Radial;Ø18x31;+85 °C;2000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223091001E3;40000000;3;Radial;Ø18x31;+85 °C;2000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223031013E3;10000000;3;Radial;Ø10x30;+85 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223051011E3;5000000;3;Radial;Ø10x20;+85 °C;1000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223051013E3;10000000;3;Radial;Ø10x30;+85 °C;1000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223031011E3;5000000;3;Radial;Ø10x20;+85 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223091008E3;50000000;3;Radial;Ø18x35;+85 °C;2000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223051015E3;12000000;3;Radial;Ø12.5x25;+85 °C;1500;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223031008E3;50000000;3;Radial;Ø18x35;+85 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223031015E3;12000000;3;Radial;Ø12.5x25;+85 °C;1500;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223051008E3;50000000;3;Radial;Ø18x35;+85 °C;2000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223051016E3;15000000;3;Radial;Ø12.5x30;+85 °C;1500;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223051009E3;60000000;3;Radial;Ø18x40;+85 °C;2000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223031016E3;15000000;3;Radial;Ø12.5x30;+85 °C;1500;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223091009E3;60000000;3;Radial;Ø18x40;+85 °C;2000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223031003E3;20000000;3;Radial;Ø16x20;+85 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223031012E3;7000000;3;Radial;Ø10x25;+85 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223091003E3;20000000;3;Radial;Ø16x20;+85 °C;2000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223051003E3;20000000;3;Radial;Ø16x20;+85 °C;2000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223051012E3;7000000;3;Radial;Ø10x25;+85 °C;1000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223051017E3;22000000;3;Radial;Ø12.5x40;+85 °C;1500;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223031014E3;8000000;3;Radial;Ø12.5x20;+85 °C;1500;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223031017E3;22000000;3;Radial;Ø12.5x40;+85 °C;1500;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223051014E3;8000000;3;Radial;Ø12.5x20;+85 °C;1500;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223091006E3;25000000;3;Radial;Ø16x25;+85 °C;2000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223031006E3;25000000;3;Radial;Ø16x25;+85 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223051006E3;25000000;3;Radial;Ø16x25;+85 °C;2000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223051004E3;25000000;3;Radial;Ø18x20;+85 °C;2000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223031004E3;25000000;3;Radial;Ø18x20;+85 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28450.png
230 EDLC-HV ENYCAP™;Enlarge;MAL223091004E3;25000000;3;Radial;Ø18x20;+85 °C;2000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28450.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223591008E3;50000000;3;Radial;Ø18x35;+85 °C;2000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223531008E3;50000000;3;Radial;Ø18x35;+85 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223551009E3;60000000;3;Radial;Ø18x40;+85 °C;2000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223591009E3;60000000;3;Radial;Ø18x40;+85 °C;2000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223531012E3;7000000;3;Radial;Ø10x25;+85 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223551012E3;7000000;3;Radial;Ø10x25;+85 °C;1000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223551014E3;8000000;3;Radial;Ø12.5x20;+85 °C;1500;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223551015E3;12000000;3;Radial;Ø12.5x25;+85 °C;1500;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223531014E3;8000000;3;Radial;Ø12.5x20;+85 °C;1500;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223551016E3;15000000;3;Radial;Ø12.5x30;+85 °C;1500;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223531016E3;15000000;3;Radial;Ø12.5x30;+85 °C;1500;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223531003E3;20000000;3;Radial;Ø16x20;+85 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28455.png
