Series▲▼(all)VS-ENV020M120M,Product Image,Package▲▼(all)EMIPAK 1B,Circuit Configuration▲▼(all)6 x independent diodes legs for AC line input rectification,VRRM(V)▲▼(all)1200,IF(AV)(A)▲▼(all)23,TSINK(°C)▲▼(all)80,IFSM(A)▲▼(all)230,VF(V)▲▼(all)1.29,TJMax.(°C)▲▼(all)150,Image path
VS-ENV020M120M,Enlarge,EMIPAK 1B,6 x independent diodes legs for AC line input rectification,1200,23,80,230,1.29,150,image/modules/automotive-modules/modules-high-voltage/96857.png
