Series▲▼(all)VS-ENW30S120T,Product Image,Package▲▼(all)EMIPAK 1B,Circuit Configuration▲▼(all)SiC diodes full bridge,VRRM(V)▲▼(all)1200,IO(A)▲▼(all)30,TSINK(°C)▲▼(all)138,IFSM(A)▲▼(all)230,VF(V)▲▼(all)1.35,QC(nC)▲▼(all)118,TJMax.(°C)▲▼(all)175,Image path
VS-ENW30S120T,Enlarge,EMIPAK 1B,SiC diodes full bridge,1200,30,138,230,1.35,118,175,image/modules/automotive-modules/modules-silicon-carbide/96873.png
