Series▲▼(all)VS-ENV020F65U,Product Image,Package▲▼(all)EMIPAK 1B,Circuit Configuration▲▼(all)6 x independent ultrafast rectifiers legs for output rectification,VRRM(V)▲▼(all)650,IF(AV)(A)▲▼(all)23,TSINK(°C)▲▼(all)80,IFSM(A)▲▼(all)160,VF(V)▲▼(all)1.7,TJMax.(°C)▲▼(all)175,Image path
VS-ENV020F65U,Enlarge,EMIPAK 1B,6 x independent ultrafast rectifiers legs for output rectification,650,23,80,160,1.7,175,image/modules/automotive-modules/modules-fred-pt/96880.png
