Part Number▲▼,Product Image,IT(AV)(A)▲▼,TC(°C)▲▼,IT(RMS)(A)▲▼,VDRM/VRRM(V)▲▼,ITSMat 50 Hz(A)▲▼,ITSMat 60 Hz(A)▲▼,VTMat 25 °C(V)▲▼,TJ(°C)▲▼,dV/dt(V/µs)▲▼,Package▲▼,Circuit Configuration▲▼,Image path
"VS-VSKT71.., VS-VSKH71.., VS-VSKL71.., VS-VSKN",Enlarge,75,85,165,400,1300,1360,1.72,-40 to +125,1000,AAP Gen 7 (TO-240AA),SCR/diode common anodes,image/modules/thyristor-modules/94631.png
"VS-VSKT71.., VS-VSKH71.., VS-VSKL71.., VS-VSKN",Enlarge,75,85,165,600,1300,1360,1.72,-40 to +125,1000,AAP Gen 7 (TO-240AA),SCR/diode common anodes,image/modules/thyristor-modules/94631.png
"VS-VSKT71.., VS-VSKH71.., VS-VSKL71.., VS-VSKN",Enlarge,75,85,165,800,1300,1360,1.72,-40 to +125,1000,AAP Gen 7 (TO-240AA),SCR/diode common anodes,image/modules/thyristor-modules/94631.png
"VS-VSKT71.., VS-VSKH71.., VS-VSKL71.., VS-VSKN",Enlarge,75,85,165,1000,1300,1360,1.72,-40 to +125,1000,AAP Gen 7 (TO-240AA),SCR/diode common anodes,image/modules/thyristor-modules/94631.png
"VS-VSKT71.., VS-VSKH71.., VS-VSKL71.., VS-VSKN",Enlarge,75,85,165,1200,1300,1360,1.72,-40 to +125,1000,AAP Gen 7 (TO-240AA),SCR/diode common anodes,image/modules/thyristor-modules/94631.png
"VS-VSKT71.., VS-VSKH71.., VS-VSKL71.., VS-VSKN",Enlarge,75,85,165,1400,1300,1360,1.72,-40 to +125,1000,AAP Gen 7 (TO-240AA),SCR/diode common anodes,image/modules/thyristor-modules/94631.png
"VS-VSKT71.., VS-VSKH71.., VS-VSKL71.., VS-VSKN",Enlarge,75,85,165,1600,1300,1360,1.72,-40 to +125,1000,AAP Gen 7 (TO-240AA),SCR/diode common anodes,image/modules/thyristor-modules/94631.png
"VS-VSKT91.., VS-VSKH91.., VS-VSKL91.., VS-VSKN",Enlarge,95,85,210,400,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs doubler circuit,image/modules/thyristor-modules/94632.png
"VS-VSKT91.., VS-VSKH91.., VS-VSKL91.., VS-VSKN",Enlarge,95,85,210,600,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs doubler circuit,image/modules/thyristor-modules/94632.png
"VS-VSKT91.., VS-VSKH91.., VS-VSKL91.., VS-VSKN",Enlarge,95,85,210,800,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs doubler circuit,image/modules/thyristor-modules/94632.png
"VS-VSKT91.., VS-VSKH91.., VS-VSKL91.., VS-VSKN",Enlarge,95,85,210,1000,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs doubler circuit,image/modules/thyristor-modules/94632.png
"VS-VSKT91.., VS-VSKH91.., VS-VSKL91.., VS-VSKN",Enlarge,95,85,210,1200,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs doubler circuit,image/modules/thyristor-modules/94632.png
"VS-VSKT91.., VS-VSKH91.., VS-VSKL91.., VS-VSKN",Enlarge,95,85,210,1400,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs doubler circuit,image/modules/thyristor-modules/94632.png
"VS-VSKT91.., VS-VSKH91.., VS-VSKL91.., VS-VSKN",Enlarge,95,85,210,1600,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs doubler circuit,image/modules/thyristor-modules/94632.png
"VS-VSKT91.., VS-VSKH91.., VS-VSKL91.., VS-VSKN",Enlarge,95,85,210,400,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, positive control",image/modules/thyristor-modules/94632.png
"VS-VSKT91.., VS-VSKH91.., VS-VSKL91.., VS-VSKN",Enlarge,95,85,210,600,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, positive control",image/modules/thyristor-modules/94632.png
"VS-VSKT91.., VS-VSKH91.., VS-VSKL91.., VS-VSKN",Enlarge,95,85,210,800,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, positive control",image/modules/thyristor-modules/94632.png
"VS-VSKT91.., VS-VSKH91.., VS-VSKL91.., VS-VSKN",Enlarge,95,85,210,1000,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, positive control",image/modules/thyristor-modules/94632.png
"VS-VSKT91.., VS-VSKH91.., VS-VSKL91.., VS-VSKN",Enlarge,95,85,210,1200,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, positive control",image/modules/thyristor-modules/94632.png
"VS-VSKT91.., VS-VSKH91.., VS-VSKL91.., VS-VSKN",Enlarge,95,85,210,1400,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, positive control",image/modules/thyristor-modules/94632.png
"VS-VSKT91.., VS-VSKH91.., VS-VSKL91.., VS-VSKN",Enlarge,95,85,210,1600,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, positive control",image/modules/thyristor-modules/94632.png
"VS-VSKT91.., VS-VSKH91.., VS-VSKL91.., VS-VSKN",Enlarge,95,85,210,400,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, negative control",image/modules/thyristor-modules/94632.png
"VS-VSKT91.., VS-VSKH91.., VS-VSKL91.., VS-VSKN",Enlarge,95,85,210,600,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, negative control",image/modules/thyristor-modules/94632.png
"VS-VSKT91.., VS-VSKH91.., VS-VSKL91.., VS-VSKN",Enlarge,95,85,210,800,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, negative control",image/modules/thyristor-modules/94632.png
"VS-VSKT91.., VS-VSKH91.., VS-VSKL91.., VS-VSKN",Enlarge,95,85,210,1000,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, negative control",image/modules/thyristor-modules/94632.png
"VS-VSKT91.., VS-VSKH91.., VS-VSKL91.., VS-VSKN",Enlarge,95,85,210,1200,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, negative control",image/modules/thyristor-modules/94632.png
"VS-VSKT91.., VS-VSKH91.., VS-VSKL91.., VS-VSKN",Enlarge,95,85,210,1400,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, negative control",image/modules/thyristor-modules/94632.png
"VS-VSKT91.., VS-VSKH91.., VS-VSKL91.., VS-VSKN",Enlarge,95,85,210,1600,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, negative control",image/modules/thyristor-modules/94632.png
"VS-VSKT91.., VS-VSKH91.., VS-VSKL91.., VS-VSKN",Enlarge,95,85,210,400,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),SCR/diode common anodes,image/modules/thyristor-modules/94632.png
"VS-VSKT91.., VS-VSKH91.., VS-VSKL91.., VS-VSKN",Enlarge,95,85,210,600,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),SCR/diode common anodes,image/modules/thyristor-modules/94632.png
"VS-VSKT91.., VS-VSKH91.., VS-VSKL91.., VS-VSKN",Enlarge,95,85,210,800,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),SCR/diode common anodes,image/modules/thyristor-modules/94632.png
"VS-VSKT91.., VS-VSKH91.., VS-VSKL91.., VS-VSKN",Enlarge,95,85,210,1000,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),SCR/diode common anodes,image/modules/thyristor-modules/94632.png
"VS-VSKT91.., VS-VSKH91.., VS-VSKL91.., VS-VSKN",Enlarge,95,85,210,1200,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),SCR/diode common anodes,image/modules/thyristor-modules/94632.png
"VS-VSKT91.., VS-VSKH91.., VS-VSKL91.., VS-VSKN",Enlarge,95,85,210,1400,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),SCR/diode common anodes,image/modules/thyristor-modules/94632.png
"VS-VSKT91.., VS-VSKH91.., VS-VSKL91.., VS-VSKN",Enlarge,95,85,210,1600,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),SCR/diode common anodes,image/modules/thyristor-modules/94632.png
"VS-VSKU105.., VS-VSKV105.. Series",Enlarge,105,85,165,400,2000,2094,1.8,-40 to +130,1000,AAP Gen 7 (TO-240AA),Two SCRs common cathodes,image/modules/thyristor-modules/94656.png
"VS-VSKU105.., VS-VSKV105.. Series",Enlarge,105,85,165,800,2000,2094,1.8,-40 to +130,1000,AAP Gen 7 (TO-240AA),Two SCRs common cathodes,image/modules/thyristor-modules/94656.png
"VS-VSKU105.., VS-VSKV105.. Series",Enlarge,105,85,165,1200,2000,2094,1.8,-40 to +130,1000,AAP Gen 7 (TO-240AA),Two SCRs common cathodes,image/modules/thyristor-modules/94656.png
"VS-VSKU105.., VS-VSKV105.. Series",Enlarge,105,85,165,1600,2000,2094,1.8,-40 to +130,1000,AAP Gen 7 (TO-240AA),Two SCRs common cathodes,image/modules/thyristor-modules/94656.png
"VS-VSKU105.., VS-VSKV105.. Series",Enlarge,105,85,165,400,2000,2094,1.8,-40 to +130,1000,AAP Gen 7 (TO-240AA),Two SCRs common anodes,image/modules/thyristor-modules/94656.png
"VS-VSKU105.., VS-VSKV105.. Series",Enlarge,105,85,165,800,2000,2094,1.8,-40 to +130,1000,AAP Gen 7 (TO-240AA),Two SCRs common anodes,image/modules/thyristor-modules/94656.png
"VS-VSKU105.., VS-VSKV105.. Series",Enlarge,105,85,165,1200,2000,2094,1.8,-40 to +130,1000,AAP Gen 7 (TO-240AA),Two SCRs common anodes,image/modules/thyristor-modules/94656.png
"VS-VSKU105.., VS-VSKV105.. Series",Enlarge,105,85,165,1600,2000,2094,1.8,-40 to +130,1000,AAP Gen 7 (TO-240AA),Two SCRs common anodes,image/modules/thyristor-modules/94656.png
"VS-VSKU162...PbF, VS-VSKV162...PbF Series",Enlarge,160,85,355,1200,4870,5100,1.54,-40 to +125,1000,INT-A-PAK,Two SCRs common cathodes,image/modules/thyristor-modules/95901.png
"VS-VSKU162...PbF, VS-VSKV162...PbF Series",Enlarge,160,85,355,1600,4870,5100,1.54,-40 to +125,1000,INT-A-PAK,Two SCRs common cathodes,image/modules/thyristor-modules/95901.png
"VS-VSKU162...PbF, VS-VSKV162...PbF Series",Enlarge,160,85,355,1200,4870,5100,1.54,-40 to +125,1000,INT-A-PAK,Two SCRs common anodes,image/modules/thyristor-modules/95901.png
"VS-VSKU162...PbF, VS-VSKV162...PbF Series",Enlarge,160,85,355,1600,4870,5100,1.54,-40 to +125,1000,INT-A-PAK,Two SCRs common anodes,image/modules/thyristor-modules/95901.png
"VS-VSKU41.., VS-VSKV41.., VS-VSKU56.., VS-VSKV",Enlarge,45,85,70,400,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common cathodes,image/modules/thyristor-modules/94653.png
"VS-VSKU41.., VS-VSKV41.., VS-VSKU56.., VS-VSKV",Enlarge,45,85,70,800,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common cathodes,image/modules/thyristor-modules/94653.png
"VS-VSKU41.., VS-VSKV41.., VS-VSKU56.., VS-VSKV",Enlarge,45,85,70,1200,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common cathodes,image/modules/thyristor-modules/94653.png
"VS-VSKU41.., VS-VSKV41.., VS-VSKU56.., VS-VSKV",Enlarge,45,85,70,1600,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common cathodes,image/modules/thyristor-modules/94653.png
"VS-VSKU41.., VS-VSKV41.., VS-VSKU56.., VS-VSKV",Enlarge,60,85,95,400,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common cathodes,image/modules/thyristor-modules/94653.png
"VS-VSKU41.., VS-VSKV41.., VS-VSKU56.., VS-VSKV",Enlarge,60,85,95,800,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common cathodes,image/modules/thyristor-modules/94653.png
"VS-VSKU41.., VS-VSKV41.., VS-VSKU56.., VS-VSKV",Enlarge,60,85,95,1200,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common cathodes,image/modules/thyristor-modules/94653.png
"VS-VSKU41.., VS-VSKV41.., VS-VSKU56.., VS-VSKV",Enlarge,60,85,95,1600,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common cathodes,image/modules/thyristor-modules/94653.png
"VS-VSKU41.., VS-VSKV41.., VS-VSKU56.., VS-VSKV",Enlarge,45,85,70,400,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common anodes,image/modules/thyristor-modules/94653.png
"VS-VSKU41.., VS-VSKV41.., VS-VSKU56.., VS-VSKV",Enlarge,45,85,70,800,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common anodes,image/modules/thyristor-modules/94653.png
"VS-VSKU41.., VS-VSKV41.., VS-VSKU56.., VS-VSKV",Enlarge,45,85,70,1200,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common anodes,image/modules/thyristor-modules/94653.png
"VS-VSKU41.., VS-VSKV41.., VS-VSKU56.., VS-VSKV",Enlarge,45,85,70,1600,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common anodes,image/modules/thyristor-modules/94653.png
"VS-VSKU41.., VS-VSKV41.., VS-VSKU56.., VS-VSKV",Enlarge,60,85,95,400,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common anodes,image/modules/thyristor-modules/94653.png
"VS-VSKU41.., VS-VSKV41.., VS-VSKU56.., VS-VSKV",Enlarge,60,85,95,800,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common anodes,image/modules/thyristor-modules/94653.png
"VS-VSKU41.., VS-VSKV41.., VS-VSKU56.., VS-VSKV",Enlarge,60,85,95,1200,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common anodes,image/modules/thyristor-modules/94653.png
"VS-VSKU41.., VS-VSKV41.., VS-VSKU56.., VS-VSKV",Enlarge,60,85,95,1600,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common anodes,image/modules/thyristor-modules/94653.png
"VS-VSKU71.., VS-VSKV71.. Series",Enlarge,75,85,115,400,1300,1360,1.72,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common cathodes,image/modules/thyristor-modules/94654.png
"VS-VSKU71.., VS-VSKV71.. Series",Enlarge,75,85,115,800,1300,1360,1.72,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common cathodes,image/modules/thyristor-modules/94654.png
"VS-VSKU71.., VS-VSKV71.. Series",Enlarge,75,85,115,1200,1300,1360,1.72,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common cathodes,image/modules/thyristor-modules/94654.png
"VS-VSKU71.., VS-VSKV71.. Series",Enlarge,75,85,115,1600,1300,1360,1.72,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common cathodes,image/modules/thyristor-modules/94654.png
"VS-VSKU71.., VS-VSKV71.. Series",Enlarge,75,85,115,400,1300,1360,1.72,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common anodes,image/modules/thyristor-modules/94654.png
"VS-VSKU71.., VS-VSKV71.. Series",Enlarge,75,85,115,800,1300,1360,1.72,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common anodes,image/modules/thyristor-modules/94654.png
"VS-VSKU71.., VS-VSKV71.. Series",Enlarge,75,85,115,1200,1300,1360,1.72,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common anodes,image/modules/thyristor-modules/94654.png
"VS-VSKU71.., VS-VSKV71.. Series",Enlarge,75,85,115,1600,1300,1360,1.72,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common anodes,image/modules/thyristor-modules/94654.png
"VS-VSKU91.., VS-VSKV91.. Series",Enlarge,95,85,150,400,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common cathodes,image/modules/thyristor-modules/94655.png
"VS-VSKU91.., VS-VSKV91.. Series",Enlarge,95,85,150,800,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common cathodes,image/modules/thyristor-modules/94655.png
"VS-VSKU91.., VS-VSKV91.. Series",Enlarge,95,85,150,1200,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common cathodes,image/modules/thyristor-modules/94655.png
"VS-VSKU91.., VS-VSKV91.. Series",Enlarge,95,85,150,1600,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common cathodes,image/modules/thyristor-modules/94655.png
"VS-VSKU91.., VS-VSKV91.. Series",Enlarge,95,85,150,400,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common anodes,image/modules/thyristor-modules/94655.png
"VS-VSKU91.., VS-VSKV91.. Series",Enlarge,95,85,150,800,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common anodes,image/modules/thyristor-modules/94655.png
"VS-VSKU91.., VS-VSKV91.. Series",Enlarge,95,85,150,1200,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common anodes,image/modules/thyristor-modules/94655.png
"VS-VSKU91.., VS-VSKV91.. Series",Enlarge,95,85,150,1600,2000,2094,1.73,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs common anodes,image/modules/thyristor-modules/94655.png
