Series;Product Image;Type;SMD Size Class;Height;Inductance;DC;Saturation Current;Impedance;DCR MAX.;Operating temperature;Image path;Path to the PDF;Path to the ZIP
IHLP-1212BZ-5A;Enlarge;Power Inductors;;2.0;3.3 µH;3.26 A;2.52;;0.09679;-55 to +155;image\small_inductors\34535.png;Datasheet\IHLP-1212BZ-5A\IHLP-1212BZ-5A.pdf;Datasheet\IHLP-1212BZ-5A\IHLP-1212BZ-5A.zip
IHLP-1212BZ-5A;Enlarge;Power Inductors;;2.0;220 nH;8.35 A;5.75;;0.01374;-55 to +155;image\small_inductors\34535.png;Datasheet\IHLP-1212BZ-5A\IHLP-1212BZ-5A.pdf;Datasheet\IHLP-1212BZ-5A\IHLP-1212BZ-5A.zip
IHLP-1212BZ-5A;Enlarge;Power Inductors;;2.0;1.2 µH;4.78 A;2.97;;0.03899;-55 to +155;image\small_inductors\34535.png;Datasheet\IHLP-1212BZ-5A\IHLP-1212BZ-5A.pdf;Datasheet\IHLP-1212BZ-5A\IHLP-1212BZ-5A.zip
IHLP-1212BZ-5A;Enlarge;Power Inductors;;2.0;470 nH;6.73 A;4.66;;0.02175;-55 to +155;image\small_inductors\34535.png;Datasheet\IHLP-1212BZ-5A\IHLP-1212BZ-5A.pdf;Datasheet\IHLP-1212BZ-5A\IHLP-1212BZ-5A.zip
IHLP-1212BZ-5A;Enlarge;Power Inductors;;2.0;1.5 µH;4.7 A;3.34;;0.045;-55 to +155;image\small_inductors\34535.png;Datasheet\IHLP-1212BZ-5A\IHLP-1212BZ-5A.pdf;Datasheet\IHLP-1212BZ-5A\IHLP-1212BZ-5A.zip
IHLP-1212BZ-5A;Enlarge;Power Inductors;;2.0;680 nH;5.96 A;4.27;;0.02775;-55 to +155;image\small_inductors\34535.png;Datasheet\IHLP-1212BZ-5A\IHLP-1212BZ-5A.pdf;Datasheet\IHLP-1212BZ-5A\IHLP-1212BZ-5A.zip
IHLP-1212BZ-A1;Enlarge;Power Inductors;;2.0;2.2 µH;3.55 A;4.93;;0.08037;-55 to +125;image\small_inductors\34536.png;Datasheet\IHLP-1212BZ-A1\IHLP-1212BZ-A1.pdf;Datasheet\IHLP-1212BZ-A1\IHLP-1212BZ-A1.zip
IHLP-1212BZ-A1;Enlarge;Power Inductors;;2.0;470 nH;6.29 A;9.28;;0.02508;-55 to +125;image\small_inductors\34536.png;Datasheet\IHLP-1212BZ-A1\IHLP-1212BZ-A1.pdf;Datasheet\IHLP-1212BZ-A1\IHLP-1212BZ-A1.zip
IHLP-1212BZ-A1;Enlarge;Power Inductors;;2.0;3.3 µH;3.3 A;4.50;;0.09848;-55 to +125;image\small_inductors\34536.png;Datasheet\IHLP-1212BZ-A1\IHLP-1212BZ-A1.pdf;Datasheet\IHLP-1212BZ-A1\IHLP-1212BZ-A1.zip
IHLP-1212BZ-A1;Enlarge;Power Inductors;;2.0;1 µH;4.99 A;6.92;;0.04293;-55 to +125;image\small_inductors\34536.png;Datasheet\IHLP-1212BZ-A1\IHLP-1212BZ-A1.pdf;Datasheet\IHLP-1212BZ-A1\IHLP-1212BZ-A1.zip
IHLP-1212BZ-A1;Enlarge;Power Inductors;;2.0;100 nH;11.02 A;20.58;;0.00876;-55 to +125;image\small_inductors\34536.png;Datasheet\IHLP-1212BZ-A1\IHLP-1212BZ-A1.pdf;Datasheet\IHLP-1212BZ-A1\IHLP-1212BZ-A1.zip
IHLP-1212BZ-A1;Enlarge;Power Inductors;;2.0;1.5 µH;4.08 A;5.96;;0.06281;-55 to +125;image\small_inductors\34536.png;Datasheet\IHLP-1212BZ-A1\IHLP-1212BZ-A1.pdf;Datasheet\IHLP-1212BZ-A1\IHLP-1212BZ-A1.zip
IHLP-1212BZ-A1;Enlarge;Power Inductors;;2.0;220 nH;8.14 A;9.82;;0.01468;-55 to +125;image\small_inductors\34536.png;Datasheet\IHLP-1212BZ-A1\IHLP-1212BZ-A1.pdf;Datasheet\IHLP-1212BZ-A1\IHLP-1212BZ-A1.zip
IHLP-1616AB-01;Enlarge;Power Inductors;;1.2;220 nH;8.5 A;20.0;;0.012;-55 to +125;image\small_inductors\34197.png;Datasheet\IHLP-1616AB-01\IHLP-1616AB-01.pdf;None
IHLP-1616AB-01;Enlarge;Power Inductors;;1.2;470 nH;5 A;13.0;;0.022;-55 to +125;image\small_inductors\34197.png;Datasheet\IHLP-1616AB-01\IHLP-1616AB-01.pdf;None
IHLP-1616AB-01;Enlarge;Power Inductors;;1.2;47 nH;13 A;32.0;;0.00375;-55 to +125;image\small_inductors\34197.png;Datasheet\IHLP-1616AB-01\IHLP-1616AB-01.pdf;None
IHLP-1616AB-01;Enlarge;Power Inductors;;1.2;680 nH;4.9 A;9.3;;0.0314;-55 to +125;image\small_inductors\34197.png;Datasheet\IHLP-1616AB-01\IHLP-1616AB-01.pdf;None
IHLP-1616AB-01;Enlarge;Power Inductors;;1.2;100 nH;11.5 A;25.0;;0.006;-55 to +125;image\small_inductors\34197.png;Datasheet\IHLP-1616AB-01\IHLP-1616AB-01.pdf;None
IHLP-1616AB-01;Enlarge;Power Inductors;;1.2;1 µH;4 A;7.0;;0.0525;-55 to +125;image\small_inductors\34197.png;Datasheet\IHLP-1616AB-01\IHLP-1616AB-01.pdf;None
IHLP-1616AB-11;Enlarge;Power Inductors;;1.2;1 µH;4.2 A;4.5;;0.047;-55 to +125;image\small_inductors\34194.png;Datasheet\IHLP-1616AB-11\IHLP-1616AB-11.pdf;None
IHLP-1616AB-11;Enlarge;Power Inductors;;1.2;100 nH;12 A;12.0;;0.0055;-55 to +125;image\small_inductors\34194.png;Datasheet\IHLP-1616AB-11\IHLP-1616AB-11.pdf;None
IHLP-1616AB-11;Enlarge;Power Inductors;;1.2;1.2 µH;3.75 A;3.75;;0.0585;-55 to +125;image\small_inductors\34194.png;Datasheet\IHLP-1616AB-11\IHLP-1616AB-11.pdf;None
IHLP-1616AB-11;Enlarge;Power Inductors;;1.2;220 nH;9.5 A;9.5;;0.0105;-55 to +125;image\small_inductors\34194.png;Datasheet\IHLP-1616AB-11\IHLP-1616AB-11.pdf;None
IHLP-1616AB-11;Enlarge;Power Inductors;;1.2;1.5 µH;3.25 A;3.25;;0.075;-55 to +125;image\small_inductors\34194.png;Datasheet\IHLP-1616AB-11\IHLP-1616AB-11.pdf;None
IHLP-1616AB-11;Enlarge;Power Inductors;;1.2;470 nH;6 A;5.7;;0.021;-55 to +125;image\small_inductors\34194.png;Datasheet\IHLP-1616AB-11\IHLP-1616AB-11.pdf;None
IHLP-1616AB-11;Enlarge;Power Inductors;;1.2;2.2 µH;2.75 A;3.00;;0.0835;-55 to +125;image\small_inductors\34194.png;Datasheet\IHLP-1616AB-11\IHLP-1616AB-11.pdf;None
IHLP-1616AB-1A;Enlarge;Power Inductors;;1.2;470 nH;6 A;5.7;;0.021;-55 to +125;image\small_inductors\34236.png;Datasheet\IHLP-1616AB-1A\IHLP-1616AB-1A.pdf;None
IHLP-1616AB-1A;Enlarge;Power Inductors;;1.2;1 µH;4.2 A;4.5;;0.047;-55 to +125;image\small_inductors\34236.png;Datasheet\IHLP-1616AB-1A\IHLP-1616AB-1A.pdf;None
IHLP-1616AB-1A;Enlarge;Power Inductors;;1.2;100 nH;12 A;12.0;;0.0055;-55 to +125;image\small_inductors\34236.png;Datasheet\IHLP-1616AB-1A\IHLP-1616AB-1A.pdf;None
IHLP-1616AB-1A;Enlarge;Power Inductors;;1.2;2.2 µH;2.75 A;3.00;;0.0835;-55 to +125;image\small_inductors\34236.png;Datasheet\IHLP-1616AB-1A\IHLP-1616AB-1A.pdf;None
IHLP-1616AB-1A;Enlarge;Power Inductors;;1.2;220 nH;9.5 A;9.5;;0.0105;-55 to +125;image\small_inductors\34236.png;Datasheet\IHLP-1616AB-1A\IHLP-1616AB-1A.pdf;None
IHLP-1616AB-1L;Enlarge;Power Inductors;;1.2;1.5 µH;3.25 A;3.25;;0.075;-55 to +125;image\small_inductors\34233.png;Datasheet\IHLP-1616AB-1L\IHLP-1616AB-1L.pdf;None
IHLP-1616AB-1L;Enlarge;Power Inductors;;1.2;470 nH;6 A;5.7;;0.021;-55 to +125;image\small_inductors\34233.png;Datasheet\IHLP-1616AB-1L\IHLP-1616AB-1L.pdf;None
IHLP-1616AB-1L;Enlarge;Power Inductors;;1.2;2.2 µH;2.75 A;3.00;;0.0835;-55 to +125;image\small_inductors\34233.png;Datasheet\IHLP-1616AB-1L\IHLP-1616AB-1L.pdf;None
IHLP-1616AB-1L;Enlarge;Power Inductors;;1.2;1 µH;4.2 A;4.5;;0.047;-55 to +125;image\small_inductors\34233.png;Datasheet\IHLP-1616AB-1L\IHLP-1616AB-1L.pdf;None
IHLP-1616AB-1L;Enlarge;Power Inductors;;1.2;100 nH;12 A;12.0;;0.0055;-55 to +125;image\small_inductors\34233.png;Datasheet\IHLP-1616AB-1L\IHLP-1616AB-1L.pdf;None
IHLP-1616AB-1L;Enlarge;Power Inductors;;1.2;1.2 µH;3.75 A;3.75;;0.0585;-55 to +125;image\small_inductors\34233.png;Datasheet\IHLP-1616AB-1L\IHLP-1616AB-1L.pdf;None
IHLP-1616AB-1L;Enlarge;Power Inductors;;1.2;220 nH;9.5 A;9.5;;0.0105;-55 to +125;image\small_inductors\34233.png;Datasheet\IHLP-1616AB-1L\IHLP-1616AB-1L.pdf;None
IHLP-1616AB-A1;Enlarge;Power Inductors;;1.2;47 nH;13 A;32.0;;0.00375;-55 to +125;image\small_inductors\34235.png;Datasheet\IHLP-1616AB-A1\IHLP-1616AB-A1.pdf;None
IHLP-1616AB-A1;Enlarge;Power Inductors;;1.2;680 nH;4.9 A;9.3;;0.0314;-55 to +125;image\small_inductors\34235.png;Datasheet\IHLP-1616AB-A1\IHLP-1616AB-A1.pdf;None
IHLP-1616AB-A1;Enlarge;Power Inductors;;1.2;100 nH;11.5 A;25.0;;0.006;-55 to +125;image\small_inductors\34235.png;Datasheet\IHLP-1616AB-A1\IHLP-1616AB-A1.pdf;None
IHLP-1616AB-A1;Enlarge;Power Inductors;;1.2;1 µH;4 A;7.0;;0.0525;-55 to +125;image\small_inductors\34235.png;Datasheet\IHLP-1616AB-A1\IHLP-1616AB-A1.pdf;None
IHLP-1616AB-A1;Enlarge;Power Inductors;;1.2;220 nH;8.5 A;20.0;;0.012;-55 to +125;image\small_inductors\34235.png;Datasheet\IHLP-1616AB-A1\IHLP-1616AB-A1.pdf;None
IHLP-1616AB-A1;Enlarge;Power Inductors;;1.2;470 nH;5 A;13.0;;0.022;-55 to +125;image\small_inductors\34235.png;Datasheet\IHLP-1616AB-A1\IHLP-1616AB-A1.pdf;None
IHLP-1616AB-L1;Enlarge;Power Inductors;;1.2;100 nH;11.5 A;25.0;;0.006;-55 to +125;image\small_inductors\34205.png;Datasheet\IHLP-1616AB-L1\IHLP-1616AB-L1.pdf;None
IHLP-1616AB-L1;Enlarge;Power Inductors;;1.2;1 µH;4 A;7.0;;0.0525;-55 to +125;image\small_inductors\34205.png;Datasheet\IHLP-1616AB-L1\IHLP-1616AB-L1.pdf;None
IHLP-1616AB-L1;Enlarge;Power Inductors;;1.2;220 nH;8.5 A;20.0;;0.012;-55 to +125;image\small_inductors\34205.png;Datasheet\IHLP-1616AB-L1\IHLP-1616AB-L1.pdf;None
IHLP-1616AB-L1;Enlarge;Power Inductors;;1.2;470 nH;5 A;13.0;;0.022;-55 to +125;image\small_inductors\34205.png;Datasheet\IHLP-1616AB-L1\IHLP-1616AB-L1.pdf;None
IHLP-1616AB-L1;Enlarge;Power Inductors;;1.2;47 nH;13 A;32.0;;0.00375;-55 to +125;image\small_inductors\34205.png;Datasheet\IHLP-1616AB-L1\IHLP-1616AB-L1.pdf;None
IHLP-1616AB-L1;Enlarge;Power Inductors;;1.2;680 nH;4.9 A;9.3;;0.0314;-55 to +125;image\small_inductors\34205.png;Datasheet\IHLP-1616AB-L1\IHLP-1616AB-L1.pdf;None
IHLP-1616BZ-01;Enlarge;Power Inductors;;2.0;1 µH;3.75 A;8.50;;0.037;-55 to +125;image\small_inductors\34195.png;Datasheet\IHLP-1616BZ-01\IHLP-1616BZ-01.pdf;None
IHLP-1616BZ-01;Enlarge;Power Inductors;;2.0;100 nH;16 A;35.0;;0.005;-55 to +125;image\small_inductors\34195.png;Datasheet\IHLP-1616BZ-01\IHLP-1616BZ-01.pdf;None
IHLP-1616BZ-01;Enlarge;Power Inductors;;2.0;1.5 µH;5.1 A;6.1;;0.0463;-55 to +125;image\small_inductors\34195.png;Datasheet\IHLP-1616BZ-01\IHLP-1616BZ-01.pdf;None
IHLP-1616BZ-01;Enlarge;Power Inductors;;2.0;220 nH;13 A;24.0;;0.0086;-55 to +125;image\small_inductors\34195.png;Datasheet\IHLP-1616BZ-01\IHLP-1616BZ-01.pdf;None
IHLP-1616BZ-01;Enlarge;Power Inductors;;2.0;2.2 µH;2.85 A;6.00;;0.09;-55 to +125;image\small_inductors\34195.png;Datasheet\IHLP-1616BZ-01\IHLP-1616BZ-01.pdf;None
IHLP-1616BZ-01;Enlarge;Power Inductors;;2.0;470 nH;5.6 A;11.50;;0.018;-55 to +125;image\small_inductors\34195.png;Datasheet\IHLP-1616BZ-01\IHLP-1616BZ-01.pdf;None
IHLP-1616BZ-0H;Enlarge;Power Inductors;;2.0;1 µH;6.1 A;13.0;;0.0285;-55 to +125;image\small_inductors\34452.png;Datasheet\IHLP-1616BZ-0H\IHLP-1616BZ-0H.pdf;None
IHLP-1616BZ-0H;Enlarge;Power Inductors;;2.0;470 nH;8.5 A;13.0;;0.0165;-55 to +125;image\small_inductors\34452.png;Datasheet\IHLP-1616BZ-0H\IHLP-1616BZ-0H.pdf;None
IHLP-1616BZ-0H;Enlarge;High Frequency Inductors;;2.0;1 µH;6.1 A;13.0;;0.0285;-55 to +125;image\small_inductors\34452.png;Datasheet\IHLP-1616BZ-0H\IHLP-1616BZ-0H.pdf;None
IHLP-1616BZ-0H;Enlarge;High Frequency Inductors;;2.0;470 nH;8.5 A;13.0;;0.0165;-55 to +125;image\small_inductors\34452.png;Datasheet\IHLP-1616BZ-0H\IHLP-1616BZ-0H.pdf;None
IHLP-1616BZ-0H;Enlarge;Power Inductors;;2.0;1 µH;6.1 A;10.3;;0.0285;-55 to +125;image\small_inductors\34452.png;Datasheet\IHLP-1616BZ-0H\IHLP-1616BZ-0H.pdf;None
IHLP-1616BZ-0H;Enlarge;Power Inductors;;2.0;100 nH;14 A;45.0;;0.0059;-55 to +125;image\small_inductors\34452.png;Datasheet\IHLP-1616BZ-0H\IHLP-1616BZ-0H.pdf;None
IHLP-1616BZ-0H;Enlarge;High Frequency Inductors;;2.0;1 µH;6.1 A;10.3;;0.0285;-55 to +125;image\small_inductors\34452.png;Datasheet\IHLP-1616BZ-0H\IHLP-1616BZ-0H.pdf;None
IHLP-1616BZ-0H;Enlarge;High Frequency Inductors;;2.0;100 nH;14 A;45.0;;0.0059;-55 to +125;image\small_inductors\34452.png;Datasheet\IHLP-1616BZ-0H\IHLP-1616BZ-0H.pdf;None
IHLP-1616BZ-0H;Enlarge;Power Inductors;;2.0;470 nH;8.5 A;15.5;;0.0165;-55 to +125;image\small_inductors\34452.png;Datasheet\IHLP-1616BZ-0H\IHLP-1616BZ-0H.pdf;None
IHLP-1616BZ-0H;Enlarge;Power Inductors;;2.0;100 nH;14 A;36.0;;0.0059;-55 to +125;image\small_inductors\34452.png;Datasheet\IHLP-1616BZ-0H\IHLP-1616BZ-0H.pdf;None
IHLP-1616BZ-0H;Enlarge;High Frequency Inductors;;2.0;470 nH;8.5 A;15.5;;0.0165;-55 to +125;image\small_inductors\34452.png;Datasheet\IHLP-1616BZ-0H\IHLP-1616BZ-0H.pdf;None
IHLP-1616BZ-0H;Enlarge;High Frequency Inductors;;2.0;100 nH;14 A;36.0;;0.0059;-55 to +125;image\small_inductors\34452.png;Datasheet\IHLP-1616BZ-0H\IHLP-1616BZ-0H.pdf;None
IHLP-1616BZ-11;Enlarge;Power Inductors;;2.0;2.2 µH;3.25 A;3.25;;0.068;-55 to +125;image\small_inductors\34196.png;Datasheet\IHLP-1616BZ-11\IHLP-1616BZ-11.pdf;None
IHLP-1616BZ-11;Enlarge;Power Inductors;;2.0;220 nH;9 A;9.0;;0.007;-55 to +125;image\small_inductors\34196.png;Datasheet\IHLP-1616BZ-11\IHLP-1616BZ-11.pdf;None
IHLP-1616BZ-11;Enlarge;Power Inductors;;2.0;3.3 µH;2.7 A;2.2;;0.0943;-55 to +125;image\small_inductors\34196.png;Datasheet\IHLP-1616BZ-11\IHLP-1616BZ-11.pdf;None
IHLP-1616BZ-11;Enlarge;Power Inductors;;2.0;470 nH;7 A;7.0;;0.016;-55 to +125;image\small_inductors\34196.png;Datasheet\IHLP-1616BZ-11\IHLP-1616BZ-11.pdf;None
IHLP-1616BZ-11;Enlarge;Power Inductors;;2.0;4.7 µH;1.7 A;1.75;;0.105;-55 to +125;image\small_inductors\34196.png;Datasheet\IHLP-1616BZ-11\IHLP-1616BZ-11.pdf;None
IHLP-1616BZ-11;Enlarge;Power Inductors;;2.0;1 µH;4.5 A;5.0;;0.027;-55 to +125;image\small_inductors\34196.png;Datasheet\IHLP-1616BZ-11\IHLP-1616BZ-11.pdf;None
IHLP-1616BZ-11;Enlarge;Power Inductors;;2.0;100 nH;12 A;12.0;;0.0045;-55 to +125;image\small_inductors\34196.png;Datasheet\IHLP-1616BZ-11\IHLP-1616BZ-11.pdf;None
IHLP-1616BZ-1A;Enlarge;Power Inductors;;2.0;220 nH;9 A;9.0;;0.007;-55 to +125;image\small_inductors\34238.png;Datasheet\IHLP-1616BZ-1A\IHLP-1616BZ-1A.pdf;None
IHLP-1616BZ-1A;Enlarge;Power Inductors;;2.0;3.3 µH;2.7 A;2.2;;0.0943;-55 to +125;image\small_inductors\34238.png;Datasheet\IHLP-1616BZ-1A\IHLP-1616BZ-1A.pdf;None
IHLP-1616BZ-1A;Enlarge;Power Inductors;;2.0;470 nH;7 A;7.0;;0.016;-55 to +125;image\small_inductors\34238.png;Datasheet\IHLP-1616BZ-1A\IHLP-1616BZ-1A.pdf;None
IHLP-1616BZ-1A;Enlarge;Power Inductors;;2.0;4.7 µH;1.7 A;1.75;;0.105;-55 to +125;image\small_inductors\34238.png;Datasheet\IHLP-1616BZ-1A\IHLP-1616BZ-1A.pdf;None
IHLP-1616BZ-1A;Enlarge;Power Inductors;;2.0;1 µH;4.5 A;5.0;;0.027;-55 to +125;image\small_inductors\34238.png;Datasheet\IHLP-1616BZ-1A\IHLP-1616BZ-1A.pdf;None
IHLP-1616BZ-1A;Enlarge;Power Inductors;;2.0;100 nH;12 A;12.0;;0.0045;-55 to +125;image\small_inductors\34238.png;Datasheet\IHLP-1616BZ-1A\IHLP-1616BZ-1A.pdf;None
IHLP-1616BZ-1A;Enlarge;Power Inductors;;2.0;2.2 µH;3.25 A;3.25;;0.068;-55 to +125;image\small_inductors\34238.png;Datasheet\IHLP-1616BZ-1A\IHLP-1616BZ-1A.pdf;None
IHLP-1616BZ-1L;Enlarge;Power Inductors;;2.0;470 nH;7 A;7.0;;0.016;-55 to +125;image\small_inductors\34290.png;Datasheet\IHLP-1616BZ-1L\IHLP-1616BZ-1L.pdf;None
IHLP-1616BZ-1L;Enlarge;Power Inductors;;2.0;4.7 µH;1.7 A;1.75;;0.105;-55 to +125;image\small_inductors\34290.png;Datasheet\IHLP-1616BZ-1L\IHLP-1616BZ-1L.pdf;None
IHLP-1616BZ-1L;Enlarge;Power Inductors;;2.0;1 µH;4.5 A;5.0;;0.027;-55 to +125;image\small_inductors\34290.png;Datasheet\IHLP-1616BZ-1L\IHLP-1616BZ-1L.pdf;None
IHLP-1616BZ-1L;Enlarge;Power Inductors;;2.0;100 nH;12 A;12.0;;0.0045;-55 to +125;image\small_inductors\34290.png;Datasheet\IHLP-1616BZ-1L\IHLP-1616BZ-1L.pdf;None
IHLP-1616BZ-1L;Enlarge;Power Inductors;;2.0;2.2 µH;3.25 A;3.25;;0.068;-55 to +125;image\small_inductors\34290.png;Datasheet\IHLP-1616BZ-1L\IHLP-1616BZ-1L.pdf;None
IHLP-1616BZ-1L;Enlarge;Power Inductors;;2.0;220 nH;9 A;9.0;;0.007;-55 to +125;image\small_inductors\34290.png;Datasheet\IHLP-1616BZ-1L\IHLP-1616BZ-1L.pdf;None
IHLP-1616BZ-1L;Enlarge;Power Inductors;;2.0;3.3 µH;2.7 A;2.2;;0.0943;-55 to +125;image\small_inductors\34290.png;Datasheet\IHLP-1616BZ-1L\IHLP-1616BZ-1L.pdf;None
IHLP-1616BZ-51;Enlarge;Power Inductors;;2.0;3.3 µH;3.5 A;3.0;;0.0831;-55 to +155;image\small_inductors\34438.png;Datasheet\IHLP-1616BZ-51\IHLP-1616BZ-51.pdf;None
IHLP-1616BZ-51;Enlarge;Power Inductors;;2.0;680 nH;7.6 A;6.8;;0.0188;-55 to +155;image\small_inductors\34438.png;Datasheet\IHLP-1616BZ-51\IHLP-1616BZ-51.pdf;None
IHLP-1616BZ-51;Enlarge;Power Inductors;;2.0;4.7 µH;3.2 A;1.8;;0.11;-55 to +155;image\small_inductors\34438.png;Datasheet\IHLP-1616BZ-51\IHLP-1616BZ-51.pdf;None
IHLP-1616BZ-51;Enlarge;Power Inductors;;2.0;100 nH;17.3 A;19.0;;0.0042;-55 to +155;image\small_inductors\34438.png;Datasheet\IHLP-1616BZ-51\IHLP-1616BZ-51.pdf;None
IHLP-1616BZ-51;Enlarge;Power Inductors;;2.0;1 µH;6.2 A;4.8;;0.0274;-55 to +155;image\small_inductors\34438.png;Datasheet\IHLP-1616BZ-51\IHLP-1616BZ-51.pdf;None
IHLP-1616BZ-51;Enlarge;Power Inductors;;2.0;220 nH;12.6 A;12.0;;0.0075;-55 to +155;image\small_inductors\34438.png;Datasheet\IHLP-1616BZ-51\IHLP-1616BZ-51.pdf;None
IHLP-1616BZ-51;Enlarge;Power Inductors;;2.0;2.2 µH;3.8 A;4.0;;0.065;-55 to +155;image\small_inductors\34438.png;Datasheet\IHLP-1616BZ-51\IHLP-1616BZ-51.pdf;None
IHLP-1616BZ-51;Enlarge;Power Inductors;;2.0;470 nH;9.3 A;6.9;;0.0131;-55 to +155;image\small_inductors\34438.png;Datasheet\IHLP-1616BZ-51\IHLP-1616BZ-51.pdf;None
IHLP-1616BZ-5A;Enlarge;Power Inductors;;2.0;1 µH;6.2 A;4.8;;0.0274;-55 to +155;image\small_inductors\34436.png;Datasheet\IHLP-1616BZ-5A\IHLP-1616BZ-5A.pdf;None
IHLP-1616BZ-5A;Enlarge;Power Inductors;;2.0;2.2 µH;3.8 A;4.0;;0.065;-55 to +155;image\small_inductors\34436.png;Datasheet\IHLP-1616BZ-5A\IHLP-1616BZ-5A.pdf;None
IHLP-1616BZ-5A;Enlarge;Power Inductors;;2.0;470 nH;9.3 A;6.9;;0.0131;-55 to +155;image\small_inductors\34436.png;Datasheet\IHLP-1616BZ-5A\IHLP-1616BZ-5A.pdf;None
IHLP-1616BZ-5A;Enlarge;Power Inductors;;2.0;3.3 µH;3.5 A;3.0;;0.0831;-55 to +155;image\small_inductors\34436.png;Datasheet\IHLP-1616BZ-5A\IHLP-1616BZ-5A.pdf;None
IHLP-1616BZ-5A;Enlarge;Power Inductors;;2.0;100 nH;17.3 A;19.0;;0.0042;-55 to +155;image\small_inductors\34436.png;Datasheet\IHLP-1616BZ-5A\IHLP-1616BZ-5A.pdf;None
IHLP-1616BZ-5A;Enlarge;Power Inductors;;2.0;680 nH;7.6 A;6.8;;0.0188;-55 to +155;image\small_inductors\34436.png;Datasheet\IHLP-1616BZ-5A\IHLP-1616BZ-5A.pdf;None
IHLP-1616BZ-5A;Enlarge;Power Inductors;;2.0;4.7 µH;3.2 A;1.8;;0.11;-55 to +155;image\small_inductors\34436.png;Datasheet\IHLP-1616BZ-5A\IHLP-1616BZ-5A.pdf;None
IHLP-1616BZ-5A;Enlarge;Power Inductors;;2.0;220 nH;12.6 A;12.0;;0.0075;-55 to +155;image\small_inductors\34436.png;Datasheet\IHLP-1616BZ-5A\IHLP-1616BZ-5A.pdf;None
IHLP-1616BZ-5L;Enlarge;Power Inductors;;2.0;470 nH;9.3 A;6.9;;0.0131;-55 to +155;image\small_inductors\34437.png;Datasheet\IHLP-1616BZ-5L\IHLP-1616BZ-5L.pdf;None
IHLP-1616BZ-5L;Enlarge;Power Inductors;;2.0;3.3 µH;3.5 A;3.0;;0.0831;-55 to +155;image\small_inductors\34437.png;Datasheet\IHLP-1616BZ-5L\IHLP-1616BZ-5L.pdf;None
IHLP-1616BZ-5L;Enlarge;Power Inductors;;2.0;680 nH;7.6 A;6.8;;0.0188;-55 to +155;image\small_inductors\34437.png;Datasheet\IHLP-1616BZ-5L\IHLP-1616BZ-5L.pdf;None
IHLP-1616BZ-5L;Enlarge;Power Inductors;;2.0;4.7 µH;3.2 A;1.8;;0.11;-55 to +155;image\small_inductors\34437.png;Datasheet\IHLP-1616BZ-5L\IHLP-1616BZ-5L.pdf;None
IHLP-1616BZ-5L;Enlarge;Power Inductors;;2.0;100 nH;17.3 A;19.0;;0.0042;-55 to +155;image\small_inductors\34437.png;Datasheet\IHLP-1616BZ-5L\IHLP-1616BZ-5L.pdf;None
IHLP-1616BZ-5L;Enlarge;Power Inductors;;2.0;1 µH;6.2 A;4.8;;0.0274;-55 to +155;image\small_inductors\34437.png;Datasheet\IHLP-1616BZ-5L\IHLP-1616BZ-5L.pdf;None
IHLP-1616BZ-5L;Enlarge;Power Inductors;;2.0;220 nH;12.6 A;12.0;;0.0075;-55 to +155;image\small_inductors\34437.png;Datasheet\IHLP-1616BZ-5L\IHLP-1616BZ-5L.pdf;None
IHLP-1616BZ-5L;Enlarge;Power Inductors;;2.0;2.2 µH;3.8 A;4.0;;0.065;-55 to +155;image\small_inductors\34437.png;Datasheet\IHLP-1616BZ-5L\IHLP-1616BZ-5L.pdf;None
IHLP-1616BZ-A1;Enlarge;Power Inductors;;2.0;100 nH;11 A;35.0;;0.005;-55 to +125;image\small_inductors\34237.png;Datasheet\IHLP-1616BZ-A1\IHLP-1616BZ-A1.pdf;None
IHLP-1616BZ-A1;Enlarge;Power Inductors;;2.0;1.5 µH;5.1 A;6.1;;0.0463;-55 to +125;image\small_inductors\34237.png;Datasheet\IHLP-1616BZ-A1\IHLP-1616BZ-A1.pdf;None
IHLP-1616BZ-A1;Enlarge;Power Inductors;;2.0;220 nH;13 A;24.0;;0.0086;-55 to +125;image\small_inductors\34237.png;Datasheet\IHLP-1616BZ-A1\IHLP-1616BZ-A1.pdf;None
IHLP-1616BZ-A1;Enlarge;Power Inductors;;2.0;2.2 µH;2.85 A;6.00;;0.09;-55 to +125;image\small_inductors\34237.png;Datasheet\IHLP-1616BZ-A1\IHLP-1616BZ-A1.pdf;None
IHLP-1616BZ-A1;Enlarge;Power Inductors;;2.0;470 nH;5.6 A;11.50;;0.018;-55 to +125;image\small_inductors\34237.png;Datasheet\IHLP-1616BZ-A1\IHLP-1616BZ-A1.pdf;None
IHLP-1616BZ-A1;Enlarge;Power Inductors;;2.0;1 µH;3.75 A;8.50;;0.037;-55 to +125;image\small_inductors\34237.png;Datasheet\IHLP-1616BZ-A1\IHLP-1616BZ-A1.pdf;None
IHLP-1616BZ-L1;Enlarge;Power Inductors;;2.0;220 nH;13 A;24.0;;0.0086;-55 to +125;image\small_inductors\34206.png;Datasheet\IHLP-1616BZ-L1\IHLP-1616BZ-L1.pdf;None
IHLP-1616BZ-L1;Enlarge;Power Inductors;;2.0;470 nH;5.6 A;11.50;;0.018;-55 to +125;image\small_inductors\34206.png;Datasheet\IHLP-1616BZ-L1\IHLP-1616BZ-L1.pdf;None
