Z ± 25 % AT 100 MHz ();DCR MAX. ();RATED DC CURRENT (mA);File Name;Image Path;Description
10 30 40 60 68 80 120 150 180 220 300 420 450 600 750 1000 1500 2000;0.05 0.09 0.10 0.10 0.10 0.20 0.20 0.30 0.30 0.30 0.35 0.40 0.40 0.45 0.60 0.60 0.70 0.80;500 500 400 400 200 150 150 150 150 150 150 150 100 100 100 100 50 50;ILBB-0603;image/small_inductors/34024.png;Multilayer Ferrite Beads
