File Name;Image Path;Description;PART NUMBER;L 0 INDUCTANC ± 20 % AT 100 kHz, 0.25 V, 0 A (μH);E DCR TYP. 25 °C (mΩ);DCR MAX. 25 °C (mΩ);HEAT RATING CURRENT DC TYP. (A) (1);SATURATION CURRENT DC TYP. (A) (2);SRF TYP. (MHz)
IHLP-1616BZ-L1;image/small_inductors/34206.png;IHLP® Tin/Lead Inductors, High Saturation Series;IHLP1616BZER0R1ML1;0.10;4.5;5.0;11.0;35.0;327
IHLP-1616BZ-L1;image/small_inductors/34206.png;IHLP® Tin/Lead Inductors, High Saturation Series;IHLP1616BZER0R22ML1;0.22;8.2;8.6;13.0;24.0;151
IHLP-1616BZ-L1;image/small_inductors/34206.png;IHLP® Tin/Lead Inductors, High Saturation Series;IHLP1616BZER0R47ML1;0.47;16.0;18.0;5.60;11.50;97
IHLP-1616BZ-L1;image/small_inductors/34206.png;IHLP® Tin/Lead Inductors, High Saturation Series;IHLP1616BZER1R0ML1;1.00;33.0;37.0;3.75;8.50;90
IHLP-1616BZ-L1;image/small_inductors/34206.png;IHLP® Tin/Lead Inductors, High Saturation Series;IHLP1616BZER2R2ML1;2.20;80.0;90.0;2.85;6.00;39
