Z ± 25 % AT 100 MHz );DCR MAX. ();RATED DC CURRENT (mA);File Name;Image Path;Description
7 11 17 26 32 40 50 60 75 80 90 100 120 150 180 220 300 400 600 1000 1500 2000 2200;0.06 0.06 0.06 0.06 0.06 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.20 0.20 0.20 0.30 0.30 0.35 0.40 0.50 0.60;600 600 600 600 600 300 300 300 300 300 300 300 300 300 200 200 200 200 200 100 100 80 80;ILBB-0805;image/small_inductors/34025.png;Multilayer Ferrite Beads
