File Name;Image Path;Description;PART NUMBER;L 0 INDUCTANCE ± 20 % AT 100 kHz, 0.25 V, 0 A (μH);DCR TYP. 25 °C (mΩ);DCR MAX. 25 °C (mΩ);HEAT RATING CURRENT DC TYP. (A) (1);SATURATION CURRENT DC TYP. (A) (2);SRF TYP. (MHz)
SGIHLP-48FA-8;image/small_inductors/34467.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP48FAER0R47M8;0.47;1.66;1.77;30.0;28.5;72.1
SGIHLP-48FA-8;image/small_inductors/34467.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP48FAER1R0M8;1.0;2.98;3.19;23.5;24.0;37.2
SGIHLP-48FA-8;image/small_inductors/34467.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP48FAER1R5M8;1.5;4.31;4.62;22.0;17.9;32
SGIHLP-48FA-8;image/small_inductors/34467.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP48FAER2R2M8;2.2;8.26;8.88;15;12;30.1
SGIHLP-48FA-8;image/small_inductors/34467.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP48FAER3R3M8;3.3;11.11;11.93;11.0;12.0;25.5
SGIHLP-48FA-8;image/small_inductors/34467.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP48FAER4R7M8;4.7;14.3;15.32;9.8;9.2;20.1
SGIHLP-48FA-8;image/small_inductors/34467.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP48FAER5R6M8;5.6;16.5;17.60;9.3;9.0;16.3
SGIHLP-48FA-8;image/small_inductors/34467.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP48FAER6R8M8;6.8;20.9;22.36;8.0;9.0;16.3
SGIHLP-48FA-8;image/small_inductors/34467.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP48FAER100M8;10;30.9;33.06;6.5;8.5;11.5
SGIHLP-48FA-8;image/small_inductors/34467.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP48FAER150M8;15;47.0;50.29;5.1;7.7;10.4
SGIHLP-48FA-8;image/small_inductors/34467.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP48FAER220M8;22;70.5;75.44;4.1;6.4;8.30
SGIHLP-48FA-8;image/small_inductors/34467.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP48FAER330M8;33;110;117.70;3.7;4.2;5.79
SGIHLP-48FA-8;image/small_inductors/34467.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP48FAER470M8;47;167;178;3.1;4.1;5.22
SGIHLP-48FA-8;image/small_inductors/34467.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP48FAER680M8;68;240;252;2.4;3.5;4.02
