File Name;Image Path;Description;PART NUMBER;L 0 INDUCTANCE ± 20 % AT 100 kHz, 0.25 V, 0 A (μH);DCR TYP. 25 °C (mΩ);DCR MAX. 25 °C (mΩ);HEAT RATING CURRENT DC TYP. (A) (1);SATURATION CURRENT DC TYP. (A) (2);SRF TYP. (MHz)
IHLP-1616BZ-A1;image/small_inductors/34237.png;www.vishay.com Vishay Dale;IHLP1616BZER0R1MA1;0.10;4.50;5.00;11.0;35.0;327
IHLP-1616BZ-A1;image/small_inductors/34237.png;www.vishay.com Vishay Dale;IHLP1616BZER0R22MA1;0.22;8.20;8.60;13.0;24.0;151
IHLP-1616BZ-A1;image/small_inductors/34237.png;www.vishay.com Vishay Dale;IHLP1616BZER0R47MA1;0.47;16.0;18.0;5.60;11.50;97
IHLP-1616BZ-A1;image/small_inductors/34237.png;www.vishay.com Vishay Dale;IHLP1616BZER1R0MA1;1.0;33.0;37.0;3.75;8.50;90
IHLP-1616BZ-A1;image/small_inductors/34237.png;www.vishay.com Vishay Dale;IHLP1616BZER1R5MA1;1.5;43.3;46.3;5.1;6.1;90
IHLP-1616BZ-A1;image/small_inductors/34237.png;www.vishay.com Vishay Dale;IHLP1616BZER2R2MA1;2.2;80.0;90.0;2.85;6.00;39
