File Name;Image Path;Description;PART NUMBER;L 0 INDUCTANCE ± 20 % AT 100 kHz, 0.25 V, 0 A (μH);DCR TYP. 25 °C (mΩ);DCR MAX. 25 °C (mΩ);HEAT RATING CURRENT DC TYP. (A) (1);SATURATION CURRENT DC TYP. (A) (2);SRF TYP. (MHz)
IHLP-1212AE-11;image/small_inductors/34300.png;IHLP® Commercial Inductors, Low DCR Series;IHLP1212AEER0R22M11;0.22;9.5;11.4;8.5;9.0;222
IHLP-1212AE-11;image/small_inductors/34300.png;IHLP® Commercial Inductors, Low DCR Series;IHLP1212AEER0R33M11;0.33;11.5;13.8;7.8;7.0;164
IHLP-1212AE-11;image/small_inductors/34300.png;IHLP® Commercial Inductors, Low DCR Series;IHLP1212AEER0R47M11;0.47;12.7;15.0;6.7;6.7;126
IHLP-1212AE-11;image/small_inductors/34300.png;IHLP® Commercial Inductors, Low DCR Series;IHLP1212AEER0R56M11;0.56;17.0;20.4;6.0;5.5;125
IHLP-1212AE-11;image/small_inductors/34300.png;IHLP® Commercial Inductors, Low DCR Series;IHLP1212AEER0R68M11;0.68;18.4;22.0;5.4;5.5;122
IHLP-1212AE-11;image/small_inductors/34300.png;IHLP® Commercial Inductors, Low DCR Series;IHLP1212AEER0R82M11;0.82;22.5;26.0;4.9;5.5;117
IHLP-1212AE-11;image/small_inductors/34300.png;IHLP® Commercial Inductors, Low DCR Series;IHLP1212AEER1R0M11;1.0;29.5;33.0;3.9;5.3;99
IHLP-1212AE-11;image/small_inductors/34300.png;IHLP® Commercial Inductors, Low DCR Series;IHLP1212AEER1R5M11;1.5;41.0;46.0;2.7;4.5;74
