File Name,Description,PART NUMBER,"L
0
INDUCTANCE
± 20 %
AT 100 kHz,
0.25 V, 0 A
(μH)","DCR
TYP.
25 °C
(mΩ)","DCR
MAX.
25 °C
(mΩ)","HEAT
RATING
CURRENT
DC TYP.
(A) (1)","SATURATION
CURRENT
DC TYP.
(A) (2)","SRF
TYP.
(MHz)"
IHLP-2020CZ-8A,"www.vishay.com Vishay Dale
IHLP® Automotive Inductors, High Temperature (180 °C) Series
FEATURES
• High temperature, up to 180 °C
• Shielded construction",IHLP2020CZERR22M8A,0.22,3.95,4.23,18.0,11.0,190.0
IHLP-2020CZ-8A,"www.vishay.com Vishay Dale
IHLP® Automotive Inductors, High Temperature (180 °C) Series
FEATURES
• High temperature, up to 180 °C
• Shielded construction",IHLP2020CZERR33M8A,0.33,4.9,5.34,16.0,9.8,117.0
IHLP-2020CZ-8A,"www.vishay.com Vishay Dale
IHLP® Automotive Inductors, High Temperature (180 °C) Series
FEATURES
• High temperature, up to 180 °C
• Shielded construction",IHLP2020CZERR47M8A,0.47,6.02,6.44,14.5,8.7,94.8
IHLP-2020CZ-8A,"www.vishay.com Vishay Dale
IHLP® Automotive Inductors, High Temperature (180 °C) Series
FEATURES
• High temperature, up to 180 °C
• Shielded construction",IHLP2020CZERR68M8A,0.68,9.1,9.74,11.3,8.2,77.7
IHLP-2020CZ-8A,"www.vishay.com Vishay Dale
IHLP® Automotive Inductors, High Temperature (180 °C) Series
FEATURES
• High temperature, up to 180 °C
• Shielded construction",IHLP2020CZER1R0M8A,1.0,11.5,12.1,10.8,8.0,60.7
IHLP-2020CZ-8A,"www.vishay.com Vishay Dale
IHLP® Automotive Inductors, High Temperature (180 °C) Series
FEATURES
• High temperature, up to 180 °C
• Shielded construction",IHLP2020CZER1R5M8A,1.5,18.0,19.8,7.9,7.1,49.2
IHLP-2020CZ-8A,"www.vishay.com Vishay Dale
IHLP® Automotive Inductors, High Temperature (180 °C) Series
FEATURES
• High temperature, up to 180 °C
• Shielded construction",IHLP2020CZER2R2M8A,2.2,24.7,26.0,6.6,6.3,39.8
IHLP-2020CZ-8A,"www.vishay.com Vishay Dale
IHLP® Automotive Inductors, High Temperature (180 °C) Series
FEATURES
• High temperature, up to 180 °C
• Shielded construction",IHLP2020CZER3R3M8A,3.3,44.0,47.0,5.3,5.5,33.4
IHLP-2020CZ-8A,"www.vishay.com Vishay Dale
IHLP® Automotive Inductors, High Temperature (180 °C) Series
FEATURES
• High temperature, up to 180 °C
• Shielded construction",IHLP2020CZER4R7M8A,4.7,72.8,78.3,4.1,3.7,23.8
IHLP-2020CZ-8A,"www.vishay.com Vishay Dale
IHLP® Automotive Inductors, High Temperature (180 °C) Series
FEATURES
• High temperature, up to 180 °C
• Shielded construction",IHLP2020CZER6R8M8A,6.8,104.0,111.0,3.2,2.2,18.8
IHLP-2020CZ-8A,"www.vishay.com Vishay Dale
IHLP® Automotive Inductors, High Temperature (180 °C) Series
FEATURES
• High temperature, up to 180 °C
• Shielded construction",IHLP2020CZER100M8A,10.0,132.0,138.0,2.8,1.6,15.9
IHLP-2020CZ-8A,"www.vishay.com Vishay Dale
IHLP® Automotive Inductors, High Temperature (180 °C) Series
FEATURES
• High temperature, up to 180 °C
• Shielded construction",IHLP2020CZER150M8A,15.0,195.0,208.0,2.4,1.6,14.1
