File Name,Description,PART NUMBER,"L
0
INDUCTANC
± 20 %
AT 100 kHz,
0.25 V, 0 A
(μH)","E
DCR
TYP.
25 °C
(mΩ)","DCR
MAX.
25 °C
(mΩ)","HEAT
RATING
CURRENT
DC TYP.
(A) (1)","SATURATION
CURRENT
DC TYP.
(A) (2)","SRF
TYP.
(MHz)"
IHLM-2525CZ-01,"www.vishay.com Vishay Dale
Low Profile, High Current Inductors - Special Molding
FEATURES
• Lowest molded height (3.0 mm) in this package
footprint",IHLM2525CZERR1M01,0.1,1.5,1.7,32.5,60.0,400.0
IHLM-2525CZ-01,"www.vishay.com Vishay Dale
Low Profile, High Current Inductors - Special Molding
FEATURES
• Lowest molded height (3.0 mm) in this package
footprint",IHLM2525CZERR15M01,0.15,1.9,2.5,26.0,52.0,180.0
IHLM-2525CZ-01,"www.vishay.com Vishay Dale
Low Profile, High Current Inductors - Special Molding
FEATURES
• Lowest molded height (3.0 mm) in this package
footprint",IHLM2525CZERR2M01,0.2,2.4,3.0,24.0,41.0,150.0
IHLM-2525CZ-01,"www.vishay.com Vishay Dale
Low Profile, High Current Inductors - Special Molding
FEATURES
• Lowest molded height (3.0 mm) in this package
footprint",IHLM2525CZERR22M01,0.22,2.5,2.8,23.0,40.0,126.0
IHLM-2525CZ-01,"www.vishay.com Vishay Dale
Low Profile, High Current Inductors - Special Molding
FEATURES
• Lowest molded height (3.0 mm) in this package
footprint",IHLM2525CZERR33M01,0.33,3.5,3.9,20.0,30.0,100.0
IHLM-2525CZ-01,"www.vishay.com Vishay Dale
Low Profile, High Current Inductors - Special Molding
FEATURES
• Lowest molded height (3.0 mm) in this package
footprint",IHLM2525CZERR47M01,0.47,4.0,4.2,17.5,26.0,75.0
IHLM-2525CZ-01,"www.vishay.com Vishay Dale
Low Profile, High Current Inductors - Special Molding
FEATURES
• Lowest molded height (3.0 mm) in this package
footprint",IHLM2525CZERR68M01,0.68,5.0,5.5,15.5,25.0,62.0
IHLM-2525CZ-01,"www.vishay.com Vishay Dale
Low Profile, High Current Inductors - Special Molding
FEATURES
• Lowest molded height (3.0 mm) in this package
footprint",IHLM2525CZERR82M01,0.82,6.7,8.0,13.0,24.0,60.0
IHLM-2525CZ-01,"www.vishay.com Vishay Dale
Low Profile, High Current Inductors - Special Molding
FEATURES
• Lowest molded height (3.0 mm) in this package
footprint",IHLM2525CZER1R0M01,1.0,9.0,10.0,11.0,22.0,55.0
IHLM-2525CZ-01,"www.vishay.com Vishay Dale
Low Profile, High Current Inductors - Special Molding
FEATURES
• Lowest molded height (3.0 mm) in this package
footprint",IHLM2525CZER1R5M01,1.5,14.0,15.0,9.0,18.0,40.0
IHLM-2525CZ-01,"www.vishay.com Vishay Dale
Low Profile, High Current Inductors - Special Molding
FEATURES
• Lowest molded height (3.0 mm) in this package
footprint",IHLM2525CZER2R2M01,2.2,18.0,20.0,8.0,14.0,38.0
IHLM-2525CZ-01,"www.vishay.com Vishay Dale
Low Profile, High Current Inductors - Special Molding
FEATURES
• Lowest molded height (3.0 mm) in this package
footprint",IHLM2525CZER3R3M01,3.3,28.0,30.0,6.0,13.5,30.0
IHLM-2525CZ-01,"www.vishay.com Vishay Dale
Low Profile, High Current Inductors - Special Molding
FEATURES
• Lowest molded height (3.0 mm) in this package
footprint",IHLM2525CZER4R7M01,4.7,37.0,40.0,5.5,10.0,25.0
IHLM-2525CZ-01,"www.vishay.com Vishay Dale
Low Profile, High Current Inductors - Special Molding
FEATURES
• Lowest molded height (3.0 mm) in this package
footprint",IHLM2525CZER6R8M01,6.8,54.0,60.0,4.5,8.0,21.0
IHLM-2525CZ-01,"www.vishay.com Vishay Dale
Low Profile, High Current Inductors - Special Molding
FEATURES
• Lowest molded height (3.0 mm) in this package
footprint",IHLM2525CZER8R2M01,8.2,64.0,68.0,4.0,7.5,17.0
IHLM-2525CZ-01,"www.vishay.com Vishay Dale
Low Profile, High Current Inductors - Special Molding
FEATURES
• Lowest molded height (3.0 mm) in this package
footprint",IHLM2525CZER100M01,10.0,102.0,105.0,3.0,7.0,16.0
