File Name;Image Path;Description;PART NUMBER;L 0 INDUCTANC ± 20 % AT 100 kHz, 0.25 V, 0 A (μH);E DCR TYP. 25 °C (mΩ);DCR MAX. 25 °C (mΩ);HEAT RATING CURRENT DC TYP. (A) (1);SATURATION CURRENT DC TYP. (A) (2);SRF TYP. (MHz)
IHLP-1212BZ-51;image/small_inductors/34544.png;IHLP® Commercial Inductors, High Temperature (155 °C) Series;IHLP1212BZER0R1M51;0.10;6.58;6.95;12.26;13.46;380
IHLP-1212BZ-51;image/small_inductors/34544.png;IHLP® Commercial Inductors, High Temperature (155 °C) Series;IHLP1212BZER0R22M51;0.22;12.92;13.74;8.35;5.75;215
IHLP-1212BZ-51;image/small_inductors/34544.png;IHLP® Commercial Inductors, High Temperature (155 °C) Series;IHLP1212BZER0R47M51;0.47;19.68;21.75;6.73;4.66;135
IHLP-1212BZ-51;image/small_inductors/34544.png;IHLP® Commercial Inductors, High Temperature (155 °C) Series;IHLP1212BZER0R68M51;0.68;24.95;27.75;5.96;4.27;106
IHLP-1212BZ-51;image/small_inductors/34544.png;IHLP® Commercial Inductors, High Temperature (155 °C) Series;IHLP1212BZER1R0M51;1.0;27.64;30.17;5.73;3.64;81
IHLP-1212BZ-51;image/small_inductors/34544.png;IHLP® Commercial Inductors, High Temperature (155 °C) Series;IHLP1212BZER1R2M51;1.2;36.73;38.99;4.78;2.97;67
IHLP-1212BZ-51;image/small_inductors/34544.png;IHLP® Commercial Inductors, High Temperature (155 °C) Series;IHLP1212BZER1R5M51;1.5;41.51;45.00;4.70;3.34;55
IHLP-1212BZ-51;image/small_inductors/34544.png;IHLP® Commercial Inductors, High Temperature (155 °C) Series;IHLP1212BZER2R2M51;2.2;58.93;63.05;4.01;2.62;42
IHLP-1212BZ-51;image/small_inductors/34544.png;IHLP® Commercial Inductors, High Temperature (155 °C) Series;IHLP1212BZER3R3M51;3.3;88.38;96.79;3.26;2.52;40
