File Name;Image Path;Description;PART NUMBER;TEST IND. FREQ. Q SRF DCR RATED DC (μH) TOL. (MHz) MIN. MIN. MAX. CURRENT (MHz) () (mA) (1) L & Q; ; ; ; ; ;L & Q; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
ISC-1210;image/small_inductors/34060.png;Wirewound, Surface-Mount, Molded, Shielded Inductors;ISC1210ER000M;;;;;;;L & Q;;;;;;;;;;;;;;;;;;;;
ISC-1210;image/small_inductors/34060.png;Wirewound, Surface-Mount, Molded, Shielded Inductors;ISC1210ER000M;0.010 0.012 0.015 0.018 0.022 0.027 0.033 0.039 0.047 0.056 0.068 0.082 0.10 0.12 0.15 0.18 0.22 0.27 0.33 0.39 0.47 0.56 0.68 0.82 1.0 1.2 1.5 1.8 2.2 2.7 3.3 3.9 4.7 5.6 6.8 8.2 10.0 12.0 15.0 18.0 22.0 27.0 33.0 39.0 47.0 56.0 68.0 82.0 100.0;± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 %;50 50 50 50 45 45 45 40 40 40 40 38 36 40 40 40 40 40 40 40 40 40 40 40 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30;1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 900 700 500 470 400 330 310 280 230 220 200 180 160 120 110 90.0 85.0 65.0 60.0 60.0 58.0 52.0 50.0 40.0 35.0 30.0 24.0 20.0 17.0 16.0 14.5 14.5 14.0 13.0 11.5 11.0 11.0 6.0;0.10 0.11 0.12 0.13 0.15 0.17 0.18 0.24 0.26 0.28 0.35 0.45 0.50 0.20 0.20 0.24 0.30 0.33 0.36 0.40 0.44 0.46 0.48 0.50 0.60 0.65 0.75 0.85 0.90 1.00 1.10 1.20 1.25 1.40 1.60 1.65 2.00 2.30 2.50 2.70. 3.10 3.30 5.10 5.90 8.00 10.0 10.0 11.0 12.0;810 750 720 690 640 610 585 530 495 485 475 460 450 630 600 580 565 500 475 465 460 455 450 450 400 390 370 350 320 290 270 250 220 210 205 195 185 175 165 155 150 125 115 105 100 95 90 85 80;50 50 50 50 50 50 50 50 50 50 50 50 50 25.2 25.2 25.2 25.2 25.2 25.2 25.2 25.2 25.2 25.2 25.2 7.96 7.96 7.96 7.96 7.96 7.96 7.96 7.96 7.96 7.96 7.96 7.96 2.52 2.52 2.52 2.52 2.52 2.52 2.52 2.52 2.52 2.52 2.52 2.52 0.796;± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 %;50 50 50 50 45 45 45 40 40 40 40 38 36 40 40 40 40 40 40 40 40 40 40 40 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30;1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 900 700 500 470 400 330 310 280 230 220 200 180 160 120 110 90.0 85.0 65.0 60.0 60.0 58.0 52.0 50.0 40.0 35.0 30.0 24.0 20.0 17.0 16.0 14.5 14.5 14.0 13.0 11.5 11.0 11.0 6.0;0.10 0.11 0.12 0.13 0.15 0.17 0.18 0.24 0.26 0.28 0.35 0.45 0.50 0.20 0.20 0.24 0.30 0.33 0.36 0.40 0.44 0.46 0.48 0.50 0.60 0.65 0.75 0.85 0.90 1.00 1.10 1.20 1.25 1.40 1.60 1.65 2.00 2.30 2.50 2.70. 3.10 3.30 5.10 5.90 8.00 10.0 10.0 11.0 12.0;810 750 720 690 640 610 585 530 495 485 475 460 450 630 600 580 565 500 475 465 460 455 450 450 400 390 370 350 320 290 270 250 220 210 205 195 185 175 165 155 150 125 115 105 100 95 90 85 80;± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 %;50 50 50 50 45 45 45 40 40 40 40 38 36 40 40 40 40 40 40 40 40 40 40 40 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30;1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 900 700 500 470 400 330 310 280 230 220 200 180 160 120 110 90.0 85.0 65.0 60.0 60.0 58.0 52.0 50.0 40.0 35.0 30.0 24.0 20.0 17.0 16.0 14.5 14.5 14.0 13.0 11.5 11.0 11.0 6.0;0.10 0.11 0.12 0.13 0.15 0.17 0.18 0.24 0.26 0.28 0.35 0.45 0.50 0.20 0.20 0.24 0.30 0.33 0.36 0.40 0.44 0.46 0.48 0.50 0.60 0.65 0.75 0.85 0.90 1.00 1.10 1.20 1.25 1.40 1.60 1.65 2.00 2.30 2.50 2.70. 3.10 3.30 5.10 5.90 8.00 10.0 10.0 11.0 12.0;810 750 720 690 640 610 585 530 495 485 475 460 450 630 600 580 565 500 475 465 460 455 450 450 400 390 370 350 320 290 270 250 220 210 205 195 185 175 165 155 150 125 115 105 100 95 90 85 80;± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 %;50 50 50 50 45 45 45 40 40 40 40 38 36 40 40 40 40 40 40 40 40 40 40 40 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30;1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 900 700 500 470 400 330 310 280 230 220 200 180 160 120 110 90.0 85.0 65.0 60.0 60.0 58.0 52.0 50.0 40.0 35.0 30.0 24.0 20.0 17.0 16.0 14.5 14.5 14.0 13.0 11.5 11.0 11.0 6.0;0.10 0.11 0.12 0.13 0.15 0.17 0.18 0.24 0.26 0.28 0.35 0.45 0.50 0.20 0.20 0.24 0.30 0.33 0.36 0.40 0.44 0.46 0.48 0.50 0.60 0.65 0.75 0.85 0.90 1.00 1.10 1.20 1.25 1.40 1.60 1.65 2.00 2.30 2.50 2.70. 3.10 3.30 5.10 5.90 8.00 10.0 10.0 11.0 12.0;810 750 720 690 640 610 585 530 495 485 475 460 450 630 600 580 565 500 475 465 460 455 450 450 400 390 370 350 320 290 270 250 220 210 205 195 185 175 165 155 150 125 115 105 100 95 90 85 80;± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 %;50 50 50 50 45 45 45 40 40 40 40 38 36 40 40 40 40 40 40 40 40 40 40 40 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30;1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 900 700 500 470 400 330 310 280 230 220 200 180 160 120 110 90.0 85.0 65.0 60.0 60.0 58.0 52.0 50.0 40.0 35.0 30.0 24.0 20.0 17.0 16.0 14.5 14.5 14.0 13.0 11.5 11.0 11.0 6.0;0.10 0.11 0.12 0.13 0.15 0.17 0.18 0.24 0.26 0.28 0.35 0.45 0.50 0.20 0.20 0.24 0.30 0.33 0.36 0.40 0.44 0.46 0.48 0.50 0.60 0.65 0.75 0.85 0.90 1.00 1.10 1.20 1.25 1.40 1.60 1.65 2.00 2.30 2.50 2.70. 3.10 3.30 5.10 5.90 8.00 10.0 10.0 11.0 12.0;810 750 720 690 640 610 585 530 495 485 475 460 450 630 600 580 565 500 475 465 460 455 450 450 400 390 370 350 320 290 270 250 220 210 205 195 185 175 165 155 150 125 115 105 100 95 90 85 80
