File Name,Description,PART NUMBER,"L
0
INDUCTANCE
± 20 %
AT 100 kHz,
0.25 V, 0 A
(μH)","DCR
TYP.
25 °C
(mΩ)","DCR
MAX.
25 °C
(mΩ)","HEAT
RATING
CURRENT
DC TYP.
(A) (1)","SATURATION
CURRENT
DC TYP.
(A) (2)","SRF
TYP.
(MHz)"
IHLP-1616BZ-01,"IHLP-1616BZ-01
www.vishay.com Vishay Dale
IHLP® Commercial Inductors, High Saturation Series
FEATURES
• Shielded construction",IHLP1616BZERR1M01,0.1,4.5,5.0,16.0,35.0,327.0
IHLP-1616BZ-01,"IHLP-1616BZ-01
www.vishay.com Vishay Dale
IHLP® Commercial Inductors, High Saturation Series
FEATURES
• Shielded construction",IHLP1616BZERR22M01,0.22,8.2,8.6,13.0,24.0,151.0
IHLP-1616BZ-01,"IHLP-1616BZ-01
www.vishay.com Vishay Dale
IHLP® Commercial Inductors, High Saturation Series
FEATURES
• Shielded construction",IHLP1616BZERR47M01,0.47,16.0,18.0,5.6,11.5,97.0
IHLP-1616BZ-01,"IHLP-1616BZ-01
www.vishay.com Vishay Dale
IHLP® Commercial Inductors, High Saturation Series
FEATURES
• Shielded construction",IHLP1616BZER1R0M01,1.0,33.0,37.0,3.75,8.5,90.0
IHLP-1616BZ-01,"IHLP-1616BZ-01
www.vishay.com Vishay Dale
IHLP® Commercial Inductors, High Saturation Series
FEATURES
• Shielded construction",IHLP1616BZER1R5M01,1.5,43.3,46.3,5.1,6.1,90.0
IHLP-1616BZ-01,"IHLP-1616BZ-01
www.vishay.com Vishay Dale
IHLP® Commercial Inductors, High Saturation Series
FEATURES
• Shielded construction",IHLP1616BZER2R2M01,2.2,80.0,90.0,2.85,6.0,39.0
