File Name;Image Path;Description;PART NUMBER;L 0 INDUCTANCE ± 20 % AT 100 kHz, 0.25 V, 0 A (μH);DCR TYP. 25 °C (mΩ);DCR MAX. 25 °C (mΩ);HEAT RATING CURRENT DC TYP. (A) (1);SATURATION CURRENT DC TYP. (A) (2);SRF TYP. (MHz)
IHLP-1616AB-1A;image/small_inductors/34236.png;IHLP® Automotive Inductors, Low DCR Series;IHLP1616ABER0R1M1A;0.10;5.0;5.5;12.0;12.0;288
IHLP-1616AB-1A;image/small_inductors/34236.png;IHLP® Automotive Inductors, Low DCR Series;IHLP1616ABER0R22M1A;0.22;9.5;10.5;9.5;9.5;214
IHLP-1616AB-1A;image/small_inductors/34236.png;IHLP® Automotive Inductors, Low DCR Series;IHLP1616ABER0R47M1A;0.47;19;21;6.0;5.7;117
IHLP-1616AB-1A;image/small_inductors/34236.png;IHLP® Automotive Inductors, Low DCR Series;IHLP1616ABER1R0M1A;1.0;43;47;4.2;4.5;71
IHLP-1616AB-1A;image/small_inductors/34236.png;IHLP® Automotive Inductors, Low DCR Series;IHLP1616ABER2R2M1A;2.2;79.4;83.5;2.75;3.00;49
