File Name;Image Path;Description;PART NUMBER;MODEL;IND. AT 1 kHz (μH) (1);TOL. (%);SRF MIN. (MHz);DCR MAX. ();RATED DC CURRENT (mA)
IHV;image/small_inductors/34022.png;Filter Inductors, High Current, Radial Leaded;;IHV-15-500 IHV-20-200 IHV-28-60 IHV-30-150 IHV-40-39 IHV-45-92 IHV-50-50 IHV-60-24;500 200 60 150 39 92 50 24;± 10 ± 10 ± 10 ± 10 ± 10 ± 10 ± 10 ± 10;0.8 1.2 1.9 2.1 2.5 2.9 3.1 5.7;0.0500 0.0210 0.0085 0.0130 0.0048 0.0075 0.0045 0.0025;15 000 20 000 28 000 30 000 40 000 45 000 50 000 60 000
