File Name;Image Path;Description;PART NUMBER;L INDUCTANCE 0 ± 20 % AT 500 kHz, 2 V, 0 A (μH);DCR TYP. 25 °C (mΩ);DCR MAX. 25 °C (mΩ);HEAT RATING CURRENT DC TYP. (A) (3);HEAT RATING CURRENT DC TYP. (A) (4);SATURATION CURRENT DC TYP. (A) (5);SATURATION CURRENT DC TYP. (A) (6)
IHXL-2000VZ-5A;image/small_inductors/34439.png;High Current Through-Hole Inductor, High Temperature;IHXL2000VZER2R2M5A;2.2;0.21;0.23;125;187;190;280
