File Name;Image Path;Description;PART NUMBER;L 0 INDUCTANCE ± 20 % AT 100 kHz, 0.25 V, 0 A (μH);DCR TYP. 25 °C (mΩ);DCR MAX. 25 °C (mΩ);HEAT RATING CURRENT DC TYP. (A) (1);SATURATION CURRENT DC TYP. (A) (2);SRF TYP. (MHz)
SGIHLP-73HF-8;image/small_inductors/34465.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP73HFER0R47M8;0.47;0.91;0.97;65.0;76.0;52.3
SGIHLP-73HF-8;image/small_inductors/34465.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP73HFER1R0M8;1.0;1.38;1.48;53.0;42.0;35.5
SGIHLP-73HF-8;image/small_inductors/34465.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP73HFER2R2M8;2.2;2.27;2.43;38.5;38.0;19.8
SGIHLP-73HF-8;image/small_inductors/34465.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP73HFER3R3M8;3.3;3.06;3.27;32.2;32.0;16.5
SGIHLP-73HF-8;image/small_inductors/34465.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP73HFER4R7M8;4.7;4.89;5.23;24.0;26.0;14.0
SGIHLP-73HF-8;image/small_inductors/34465.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP73HFER6R8M8;6.8;7.5;8.0;21.8;22.5;10.5
SGIHLP-73HF-8;image/small_inductors/34465.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP73HFER8R2M8;8.2;8.6;9.23;17.5;14.5;9.40
SGIHLP-73HF-8;image/small_inductors/34465.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP73HFER100M8;10.0;10.20;10.91;16.0;13.0;7.70
SGIHLP-73HF-8;image/small_inductors/34465.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP73HFER150M8;15.0;15.85;16.96;12.5;13.0;8.55
SGIHLP-73HF-8;image/small_inductors/34465.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP73HFER220M8;22.0;21.28;22.27;11.7;11.0;5.97
SGIHLP-73HF-8;image/small_inductors/34465.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP73HFER330M8;33.0;36.2;38.9;8.8;9.4;4.43
SGIHLP-73HF-8;image/small_inductors/34465.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP73HFER470M8;47.0;52.7;56.4;7.25;7.0;3.72
