File Name;Image Path;Description;PART NUMBER;L 0 INDUCTANC ± 20 % AT 100 kHz, 0.25 V, 0 A (μH);E DCR TYP. 25 °C (mΩ);DCR MAX. 25 °C (mΩ);HEAT RATING CURRENT DC TYP. (A) (1);SATURATION CURRENT DC TYP. (A) (2);SRF TYP. (MHz)
IHLD-4032KB-5A;image/small_inductors/34381.png;Low Profile, High Current Dual Inductors;IHLD4032KBER100M5A;10;30.5;32.6;5.6;7.4;10.2
IHLD-4032KB-5A;image/small_inductors/34381.png;Low Profile, High Current Dual Inductors;IHLD4032KBER150M5A;15;43.5;45.5;4.6;5.5;9.5
IHLD-4032KB-5A;image/small_inductors/34381.png;Low Profile, High Current Dual Inductors;IHLD4032KBER220M5A;22;67.8;72.5;4.1;4.1;7
IHLD-4032KB-5A;image/small_inductors/34381.png;Low Profile, High Current Dual Inductors;IHLD4032KBER330M5A;33;100;107.0;3.8;3.7;6
