File Name;Image Path;Description;PART NUMBER;IND. (μH);TOL.;TEST FREQ. (MHz);Q MIN.;SRF MIN. (MHz);DCR MAX. ();RATED DC CURRENT (mA) (1)
IMC-1812;image/small_inductors/34044.png;Wirewound, Surface-Mount, Molded Inductors;IMC1812ER000M;;;L & Q;;;;
IMC-1812;image/small_inductors/34044.png;Wirewound, Surface-Mount, Molded Inductors;IMC1812ER000M;0.010 0.012 0.018 0.022 0.027 0.033 0.039 0.047 0.056 0.068 0.082 0.10 0.12 0.15 0.18 0.22 0.27 0.33 0.39 0.47 0.56 0.68 0.82 1.0 1.2 1.5 1.8 2.2 2.7 3.3 3.9 4.7 5.6 6.8 8.2 10.0 12.0 15.0 18.0 22.0 27.0 33.0 39.0 47.0 56.0 68.0 82.0 100.0 120.0 150.0 180.0 220.0 270.0 330.0 390.0 470.0 560.0 680.0 820.0 1000.0;± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 % ± 10 %;50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 25.2 25.2 25.2 25.2 25.2 25.2 25.2 25.2 25.2 25.2 25.2 25.2 7.96 7.96 7.96 7.96 7.96 7.96 7.96 7.96 7.96 7.96 7.96 7.96 2.52 2.52 2.52 2.52 2.52 2.52 2.52 2.52 2.52 2.52 2.52 2.52 0.79 0.79 0.79 0.79 0.79 0.79 0.79 0.79 0.79 0.79 0.79 0.79 0.25;50 50 50 50 50 50 50 50 40 40 40 30 30 30 30 30 30 30 30 30 30 30 30 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 40 40 40 40 40 40 40 40 40 30 30 30 30;1000 1000 1000 1000 1000 1000 1000 1000 900 800 700 650 600 500 400 350 300 250 220 190 170 150 140 100 80.0 70.0 60.0 55.0 50.0 45.0 40.0 35.0 33.0 27.0 25.0 20.0 18.0 17.0 15.0 13.0 12.0 11.0 11.0 10.0 9.0 9.0 8.0 8.0 6.0 5.0 5.0 4.0 4.0 3.5 3.0 3.0 3.0 3.0 2.5 2.5;0.20 0.20 0.20 0.20 0.20 0.30 0.30 0.30 0.35 0.35 0.40 0.32 0.30 0.30 0.35 0.40 0.45 0.55 0.70 0.80 1.20 1.40 1.60 0.50 0.55 0.60 0.65 0.70 0.75 0.80 0.90 1.00 1.10 1.20 1.40 1.60 2.00 2.50 2.80 3.20 3.60 4.00 4.50 5.00 5.50 6.00 7.00 8.00 8.00 9.00 9.50 10.0 12.0 14.0 16.0 26.0 30.0 30.0 35.0 40.0;450 450 450 450 450 450 450 450 450 450 450 450 450 450 450 450 450 430 380 355 285 270 250 450 430 410 390 380 370 355 330 315 300 285 270 250 225 200 190 180 170 160 150 140 135 130 120 110 110 105 102 100 92 85 80 62 50 50 30 30
