File Name;Image Path;Description;PART NUMBER;MODEL;IND. (μH);IND. TOL.;SCHEMATIC LETTER;DCR MAX. ();MAX. RATED DC CURRENT (A) (1);SATURATING CURRENT (A) (2)
LPE-6562;image/small_inductors/34066.png;Surface Mount Transformers/Inductors,;LPE6562ER000M;LPE6562ER221NU LPE6562ER331NU LPE6562ER471NU LPE6562ER681NU;220 330 470 680;± 30 % ± 30 % ± 30 % ± 30 %;A A A A;0.28 0.34 0.40 0.48;0.90 0.81 0.74 0.67;N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A
LPE-6562;image/small_inductors/34066.png;Surface Mount Transformers/Inductors,;LPE6562ER000M;LPE6562ER102NU LPE6562ER152NU LPE6562ER222NU LPE6562ER332NU LPE6562ER472NU LPE6562ER682NU;1000 1500 2200 3300 4700 6800;± 30 % ± 30 % ± 30 % ± 30 % ± 30 % ± 30 %;A A A A A A;0.59 0.72 0.87 1.07 1.27 1.53;0.61 0.55 0.50 0.45 0.41 0.38;
LPE-6562;image/small_inductors/34066.png;Surface Mount Transformers/Inductors,;LPE6562ER000M;LPE6562ER103NU LPE6562ER153NU LPE6562ER223NU LPE6562ER333NU LPE6562ER473NU LPE6562ER683NU;10 000 15 000 22 000 33 000 47 000 68 000;± 30 % ± 30 % ± 30 % ± 30 % ± 30 % ± 30 %;A A A A A A;1.86 2.27 8.67 10.6 12.7 15.2;0.34 0.31 0.16 0.14 0.13 0.12;
LPE-6562;image/small_inductors/34066.png;Surface Mount Transformers/Inductors,;LPE6562ER000M;LPE6562ER104NU LPE6562ER154NU LPE6562ER224NU LPE6562ER334NU;100 000 150 000 220 000 330 000;± 30 % ± 30 % ± 30 % ± 30 %;A A A A;18.5 37.7 45.6 53.7;0.11 0.08 0.07 0.06;
LPE-6562;image/small_inductors/34066.png;Surface Mount Transformers/Inductors,;LPE6562ER000M;LPE6562ER100MG LPE6562ER150MG LPE6562ER220MG LPE6562ER330MG LPE6562ER470MG LPE6562ER680MG;10 15 22 33 47 68;± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 %;B B B B D C;0.03 0.04 0.05 0.08 0.12 0.19;3.09 2.79 2.26 1.81 1.48 1.20;5.055 4.160 3.460 2.840 2.390 1.990 1.650 1.350 1.115 0.912 0.765 0.637 0.526 0.430 0.355 0.290 0.243
LPE-6562;image/small_inductors/34066.png;Surface Mount Transformers/Inductors,;LPE6562ER000M;LPE6562ER101MG LPE6562ER151MG LPE6562ER221MG LPE6562ER331MG LPE6562ER471MG LPE6562ER681MG;100 150 220 330 470 680;± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 %;D E E E E E;0.29 0.45 0.54 0.84 1.24 1.89;0.98 0.78 0.71 0.57 0.47 0.38;
LPE-6562;image/small_inductors/34066.png;Surface Mount Transformers/Inductors,;LPE6562ER000M;LPE6562ER102MG LPE6562ER152MG LPE6562ER222MG LPE6562ER332MG LPE6562ER472MG;1000 1500 2200 3300 4700;± 20 % ± 20 % ± 20 % ± 20 % ± 20 %;E E E E E;2.91 4.50 6.90 10.4 15.7;0.31 0.25 0.20 0.16 0.13;
