File Name;Image Path;Description;PART NUMBER;MODEL;IND. (μH);IND. TOL.;SCHEMATIC LETTER;DCR MAX. ();MAX. RATED DC CURRENT (A) (1);SATURATING CURRENT (A) (2)
LPE-3325;image/small_inductors/34063.png;Surface Mount Transformers/Inductors,;LPE3325ER000M;LPE3325ER100NU LPE3325ER150NU LPE3325ER220NU LPE3325ER330NU LPE3325ER470NU LPE3325ER680NU;10 15 22 33 47 68;± 30 % ± 30 % ± 30 % ± 30 % ± 30 % ± 30 %;A A A A A A;0.06 0.08 0.09 0.11 0.14 0.16;1.01 0.91 0.83 0.75 0.69 0.63;N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A
LPE-3325;image/small_inductors/34063.png;Surface Mount Transformers/Inductors,;LPE3325ER000M;LPE3325ER101NU LPE3325ER151NU LPE3325ER221NU LPE3325ER331NU LPE3325ER471NU LPE3325ER681NU;100 150 220 330 470 680;± 30 % ± 30 % ± 30 % ± 30 % ± 30 % ± 30 %;A A A A A A;0.20 0.76 0.92 1.13 1.35 1.62;0.57 0.29 0.26 0.24 0.22 0.20;
LPE-3325;image/small_inductors/34063.png;Surface Mount Transformers/Inductors,;LPE3325ER000M;LPE3325ER102NU LPE3325ER152NU LPE3325ER222NU LPE3325ER332NU LPE3325ER392NU;1000 1500 2200 3300 3900;± 30 % ± 30 % ± 30 % ± 30 % ± 30 %;A A A A A;1.97 2.41 3.00 5.96 7.00;0.18 0.16 0.15 0.10 0.10;
LPE-3325;image/small_inductors/34063.png;Surface Mount Transformers/Inductors,;LPE3325ER000M;LPE3325ER100MG LPE3325ER150MG LPE3325ER220MG LPE3325ER330MG LPE3325ER470MG LPE3325ER680MG LPE3325ER101MG LPE3325ER151MG LPE3325ER221MG LPE3325ER331MG LPE3325ER471MG LPE3325ER681MG LPE3325ER102MG;10 15 22 33 47 68 100 150 220 330 470 680 1000;± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 % ± 20 %;A A A A A A A A A A A A A;0.22 0.27 0.42 0.65 0.97 1.45 2.22 3.55 4.31 6.72 9.83 14.8 18.0;0.54 0.48 0.39 0.31 0.26 0.21 0.17 0.13 0.12 0.10 0.08 0.07 0.06;1.480 1.240 1.050 0.872 0.740 0.622 0.518 0.426 0.354 0.290 0.244 0.204 0.169
