File Name;Image Path;Description;PART NUMBER;IND. (nH);TOL.;TEST FREQUENCY (MHz);Q MIN.;SRF (MHz) MIN.;DCR MAX. (Ω);RATED DC CURRENT MAX. (mA)
ILC-0402;image/small_inductors/34120.png;Surface-Mount, Multi Layer High Frequency Ceramic Inductors;ILC0402ER000M;1.0 1.2 1.5 1.8 2.2 2.7 3.3 3.9 4.7 5.6 6.8 8.2 10 12 15 18 22 27 33 39 47 56 68 82 100 120 150 180 220 270;0.3 nH 0.3 nH 0.3 nH 0.3 nH 0.3 nH 0.3 nH 0.3 nH 0.3 nH 0.3 nH 0.3 nH 5 % 5 % 5 % 5 % 5 % 5 % 5 % 5 % 5 % 5 % 5 % 5 % 5 % 5 % 5 % 5 % 5 % 5 % 5 % 5 %;100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100;8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8;8000 8000 8000 6000 6000 6000 6000 6000 6000 5300 4200 3600 3200 2800 2300 2100 1400 1600 1500 1200 1000 800 800 600 600 600 500 500 500 400;0.10 0.10 0.10 0.10 0.15 0.17 0.19 0.19 0.23 0.26 0.29 0.33 0.35 0.41 0.46 0.51 0.58 0.67 0.67 1.06 1.15 1.20 1.25 1.40 1.60 1.60 2.99 3.38 3.77 4.90;300 300 300 300 300 300 300 300 300 300 300 300 300 300 300 300 300 300 200 200 200 200 180 150 150 150 140 150 120 110
