Part Number▲▼;Product Image;Description▲▼;Voltage▲▼;Capacitance▲▼;Dielectric▲▼;Lead Spacing(mm/inch)▲▼;Lead Style▲▼;Packaging▲▼;Image path
715C20KTD10M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);1000;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20KTD14;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);1400;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20KTD14M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);1400;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20KTD14M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);1400;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20KTD17;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);1700;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20KTD17M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);1700;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20KTD17M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);1700;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20KTD22;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);2200;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20KTD22M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);2200;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20KTD22M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);2200;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20KTD25;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);2500;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20KTD25M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);2500;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20KTD25M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);2500;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20KTD33;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);3300;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20KTD33M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);3300;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20KTD33M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);3300;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20KTD40;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);4000;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20KTD40M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);4000;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20KTD40M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);4000;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20KTT20;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);200;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20KTT20M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);200;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20KTT28;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);280;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20KTT28M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);280;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20KTT40;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);400;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20KTT40M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);400;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20KTT56;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);560;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20KTT56M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);560;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20KTT70;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);700;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20KTT70M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);700;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20KTT88;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);880;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20KTT88M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);880;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30DKD10;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;30000 (10600 RMS);1000;Y5U;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22168.png
715C30DKD25;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;30000 (10600 RMS);2500;Y5U;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22168.png
715C30DKD33;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;30000 (10600 RMS);3300;Y5U;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22168.png
715C30DKD47;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;30000 (10600 RMS);4700;Y5U;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22168.png
715C30DKD47M5;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;30000 (10600 RMS);4700;Y5U;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22168.png
715C30DKT50;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;30000 (10600 RMS);500;Y5U;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22168.png
715C30KTD12;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);1200;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTD12M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);1200;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTD12M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);1200;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTD15;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);1500;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTD15M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);1500;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTD15M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);1500;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTD17;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);1700;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTD17M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);1700;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTD17M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);1700;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTD22;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);2200;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTD22M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);2200;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTD22M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);2200;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTD27;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);2700;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTD27M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);2700;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTD27M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);2700;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTT19;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);190;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTT19M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);190;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTT20;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);200;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTT20M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);200;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTT33;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);330;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTT33M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);330;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTT40;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);400;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTT40M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);400;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTT40M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);400;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTT59;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);590;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTT59M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);590;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTT59M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);590;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTT70;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);700;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTT70M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);700;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTT70M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);700;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTT94;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);940;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTT94M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);940;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C30KTT94M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;30000 (20000 RMS);940;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C40DKD10;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;40000 (14000 RMS);1000;Y5U;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22168.png
715C40DKD16;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;40000 (14000 RMS);1600;Y5U;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22168.png
715C40DKD25;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;40000 (14000 RMS);2500;Y5U;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22168.png
715C40DKD33;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;40000 (14000 RMS);3300;Y5U;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22168.png
715C40DKT30;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;40000 (14000 RMS);300;Y5U;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22168.png
715C40DKT50;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;40000 (14000 RMS);500;Y5U;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22168.png
715C40DKT78;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;40000 (14000 RMS);780;Y5U;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22168.png
715C40KTD10;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);1000;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C40KTD10M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);1000;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C40KTD10M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);1000;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C40KTD13;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);1300;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C40KTD13M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);1300;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C40KTD15;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);1500;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C40KTD15M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);1500;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C40KTD20;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);2000;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C40KTD20M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);2000;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C40KTT10;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);100;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C40KTT10M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);100;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C40KTT14;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);140;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C40KTT14M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);140;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C40KTT20;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);200;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C40KTT20M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);200;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C40KTT30;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);300;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C40KTT30M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);300;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C40KTT30M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);300;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C40KTT40;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);400;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C40KTT40M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);400;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C40KTT40M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);400;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C40KTT44;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);440;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C40KTT44M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);440;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
