File Name,Description,PART NUMBER,"L
0
INDUCTANCE
± 20 %
AT 100 kHz,
0.25 V, 0 A
(μH)","DCR
TYP.
25 °C
(m)","DCR
MAX.
25 °C
(m)","HEAT
RATING
CURRENT
DC TYP.
(A) (1)","SATURATION
CURRENT
DC TYP.
(A) (2)","SRF
TYP.
(MHz)"
IHLP-1616BZ-5A,"www.vishay.com Vishay Dale
IHLP® Automotive Inductors, High Temperature (155 °C) Series
FEATURES
• High temperature, up to 155 °C
• Shielded construction",IHLP1616BZERR1M5A,0.1,4.0,4.2,17.3,19.0,320.0
IHLP-1616BZ-5A,"www.vishay.com Vishay Dale
IHLP® Automotive Inductors, High Temperature (155 °C) Series
FEATURES
• High temperature, up to 155 °C
• Shielded construction",IHLP1616BZERR22M5A,0.22,7.0,7.5,12.6,12.0,171.0
IHLP-1616BZ-5A,"www.vishay.com Vishay Dale
IHLP® Automotive Inductors, High Temperature (155 °C) Series
FEATURES
• High temperature, up to 155 °C
• Shielded construction",IHLP1616BZERR47M5A,0.47,12.2,13.1,9.3,6.9,103.0
IHLP-1616BZ-5A,"www.vishay.com Vishay Dale
IHLP® Automotive Inductors, High Temperature (155 °C) Series
FEATURES
• High temperature, up to 155 °C
• Shielded construction",IHLP1616BZERR68M5A,0.68,17.5,18.8,7.6,6.8,100.0
IHLP-1616BZ-5A,"www.vishay.com Vishay Dale
IHLP® Automotive Inductors, High Temperature (155 °C) Series
FEATURES
• High temperature, up to 155 °C
• Shielded construction",IHLP1616BZER1R0M5A,1.0,25.6,27.4,6.2,4.8,63.0
IHLP-1616BZ-5A,"www.vishay.com Vishay Dale
IHLP® Automotive Inductors, High Temperature (155 °C) Series
FEATURES
• High temperature, up to 155 °C
• Shielded construction",IHLP1616BZER2R2M5A,2.2,63.7,65.0,3.8,4.0,37.0
IHLP-1616BZ-5A,"www.vishay.com Vishay Dale
IHLP® Automotive Inductors, High Temperature (155 °C) Series
FEATURES
• High temperature, up to 155 °C
• Shielded construction",IHLP1616BZER3R3M5A,3.3,77.7,83.1,3.5,3.0,30.0
IHLP-1616BZ-5A,"www.vishay.com Vishay Dale
IHLP® Automotive Inductors, High Temperature (155 °C) Series
FEATURES
• High temperature, up to 155 °C
• Shielded construction",IHLP1616BZER4R7M5A,4.7,102.0,110.0,3.2,1.8,28.0
