Z ± 25 % AT 100 MHz );DCR MAX. ();RATED DC CURRENT (mA);File Name;Image Path;Description
20 30 40 60 70 120 240 300 600;0.13 0.20 0.20 0.30 0.30 0.45 0.70 0.80 1.00;300 300 300 300 300 300 200 200 200;ILBB-0402;image/small_inductors/34146.png;Multilayer Ferrite Beads
