File Name;Image Path;Description;PART NUMBER;L 0 INDUCTANCE ± 20 % AT 100 kHz, 0.25 V, 0 A (μH);DCR TYP. 25 °C (mΩ);DCR MAX. 25 °C (mΩ);HEAT RATING CURRENT DC TYP. (A) (1);SATURATION CURRENT DC TYP. (A) (2);SRF TYP. (MHz)
SGIHLP-60HE-8;image/small_inductors/34466.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP60HEER0R22M8;0.22;0.95;1.12;53.6;68;113
SGIHLP-60HE-8;image/small_inductors/34466.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP60HEER0R33M8;0.33;1.05;1.23;49;44;79.6
SGIHLP-60HE-8;image/small_inductors/34466.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP60HEER0R47M8;0.47;1.27;1.47;43;42;65.6
SGIHLP-60HE-8;image/small_inductors/34466.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP60HEER1R0M8;1.0;1.88;2.08;32;26;33.4
SGIHLP-60HE-8;image/small_inductors/34466.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP60HEER1R2M8;1.2;2.21;2.44;29;24.5;32.0
SGIHLP-60HE-8;image/small_inductors/34466.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP60HEER1R5M8;1.5;2.63;2.89;27.5;23.5;29.2
SGIHLP-60HE-8;image/small_inductors/34466.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP60HEER1R8M8;1.8;2.98;3.26;26;22.5;25.9
SGIHLP-60HE-8;image/small_inductors/34466.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP60HEER2R2M8;2.2;3.66;3.99;25.5;21.5;23.3
SGIHLP-60HE-8;image/small_inductors/34466.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP60HEER3R3M8;3.3;5.31;5.76;20.2;16.7;17.8
SGIHLP-60HE-8;image/small_inductors/34466.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP60HEER4R7M8;4.7;7.64;8.25;17.4;18.5;15.8
SGIHLP-60HE-8;image/small_inductors/34466.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP60HEER5R6M8;5.6;8.74;9.43;15.7;14.2;12.3
SGIHLP-60HE-8;image/small_inductors/34466.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP60HEER6R8M8;6.8;11.53;12.41;14.2;8.7;13.4
SGIHLP-60HE-8;image/small_inductors/34466.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP60HEER7R8M8;7.8;12.72;13.68;13.5;8.5;13.6
SGIHLP-60HE-8;image/small_inductors/34466.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP60HEER8R2M8;8.2;13.32;14.32;13.2;7.6;10.3
SGIHLP-60HE-8;image/small_inductors/34466.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP60HEER100M8;10;16.72;17.96;10.9;7.2;10.7
SGIHLP-60HE-8;image/small_inductors/34466.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP60HEER120M8;12;19.12;20.53;10.6;6.9;7.59
SGIHLP-60HE-8;image/small_inductors/34466.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP60HEER150M8;15;24.12;25.88;8.7;6.8;8.30
SGIHLP-60HE-8;image/small_inductors/34466.png;SGIHLP® - Space Grade (MIL-STD-981 Compliant);SGIHLP60HEER220M8;22;31.42;33.69;8.3;5.5;6.43
