File Name;Image Path;Description;PART NUMBER;FORCE OUTPUT (N);FORCE COEFFICIENT (1);RESPONSE TIME TYP. (ms);L INDUCTANCE ± 20 % 0 AT 1 kHz, 0.25 V, 0 A (mH);DCR TYP. (Ω);DCR MAX (Ω)
IHPT-A;image/small_inductors/34616.png;IHPT™ Haptic Feedback Actuator With Immersion License;IHPTAER1R8M;80;0.73;5;1.8;0.95;1.09
